directory_name,name_ja,image_order,is_main,image_url
shoutmonx5,シャウトモンX5,1,True,https://digimon.net/cimages/digimon/shoutmonx5.jpg
shoutmonx4b,シャウトモンX4B,1,True,https://digimon.net/cimages/digimon/shoutmonx4b.jpg
shoutmonx4,シャウトモンX4,1,True,https://digimon.net/cimages/digimon/shoutmonx4.jpg
shoutmonx3,シャウトモンX3,1,True,https://digimon.net/cimages/digimon/shoutmonx3.jpg
shoutmonx2,シャウトモンX2,1,True,https://digimon.net/cimages/digimon/shoutmonx2.jpg
shoutmondx,シャウトモンDX,1,True,https://digimon.net/cimages/digimon/shoutmondx.jpg
shoutmon,シャウトモン,1,True,https://digimon.net/cimages/digimon/shoutmon.jpg
jetmervamon,ジェットメルヴァモン,1,True,https://digimon.net/cimages/digimon/jetmervamon.jpg
zekegreymon,ジークグレイモン,1,True,https://digimon.net/cimages/digimon/zekegreymon.jpg
zamielmon,ザミエールモン,1,True,https://digimon.net/cimages/digimon/zamielmon.jpg
soundbirdmon,サウンドバードモン,1,True,https://digimon.net/cimages/digimon/soundbirdmon.jpg
cyberdramon-xwars,サイバードラモン,1,True,https://digimon.net/cimages/digimon/cyberdramon-xwars.jpg
kozenimon,コゼニモン,1,True,https://digimon.net/cimages/digimon/kozenimon.jpg
greymon,グレイモン（2010アニメ版）,1,True,https://digimon.net/cimages/digimon/greymon.jpg
gravimon,グラビモン,1,True,https://digimon.net/cimages/digimon/gravimon.jpg
cutemon,キュートモン,1,True,https://digimon.net/cimages/digimon/cutemon.jpg
gumdramon,ガムドラモン,1,True,https://digimon.net/cimages/digimon/gumdramon.jpg
ganemon,ガネモン,1,True,https://digimon.net/cimages/digimon/ganemon.jpg
gaossmon,ガオスモン,1,True,https://digimon.net/cimages/digimon/gaossmon.jpg
olegmon,オレーグモン,1,True,https://digimon.net/cimages/digimon/olegmon.jpg
omegashoutmon,オメガシャウトモン,1,True,https://digimon.net/cimages/digimon/omegashoutmon.jpg
ekakimon,エカキモン,1,True,https://digimon.net/cimages/digimon/ekakimon.jpg
iguneetmon,イグニートモン,1,True,https://digimon.net/cimages/digimon/iguneetmon.jpg
arresterdramon,アレスタードラモン,1,True,https://digimon.net/cimages/digimon/arresterdramon.jpg
louwemon,レーベモン,1,True,https://digimon.net/cimages/digimon/louwemon.jpg
ranamon,ラーナモン,1,True,https://digimon.net/cimages/digimon/ranamon.jpg
raihimon,ライヒモン,1,True,https://digimon.net/cimages/digimon/raihimon.jpg
rhinokabuterimon,ライノカブテリモン,1,True,https://digimon.net/cimages/digimon/rhinokabuterimon.jpg
mercuremon,メルキューレモン,1,True,https://digimon.net/cimages/digimon/mercuremon.jpg
magnagarurumon,マグナガルルモン,1,True,https://digimon.net/cimages/digimon/magnagarurumon.jpg
bolgmon,ボルグモン,1,True,https://digimon.net/cimages/digimon/bolgmon.jpg
velgrmon,ベルグモン,1,True,https://digimon.net/cimages/digimon/velgrmon.jpg
petaldramon,ペタルドラモン,1,True,https://digimon.net/cimages/digimon/petaldramon.jpg
beowolfmon,ベオウルフモン,1,True,https://digimon.net/cimages/digimon/beowolfmon.jpg
flamon,フレイモン,1,True,https://digimon.net/cimages/digimon/flamon.jpg
blitzmon,ブリッツモン,1,True,https://digimon.net/cimages/digimon/blitzmon.jpg
blizzarmon,ブリザーモン,1,True,https://digimon.net/cimages/digimon/blizzarmon.jpg
fairimon,フェアリモン,1,True,https://digimon.net/cimages/digimon/fairimon.jpg
chackmon,チャックモン,1,True,https://digimon.net/cimages/digimon/chackmon.jpg
duskmon,ダスクモン,1,True,https://digimon.net/cimages/digimon/duskmon.jpg
daipenmon,ダイペンモン,1,True,https://digimon.net/cimages/digimon/daipenmon.jpg
sephirothmon,セフィロトモン,1,True,https://digimon.net/cimages/digimon/sephirothmon.jpg
storabimon,ストラビモン,1,True,https://digimon.net/cimages/digimon/storabimon.jpg
shutumon,シューツモン,1,True,https://digimon.net/cimages/digimon/shutumon.jpg
jetsilphymon,ジェットシルフィーモン,1,True,https://digimon.net/cimages/digimon/jetsilphymon.jpg
grottemon,グロットモン,1,True,https://digimon.net/cimages/digimon/grottemon.jpg
gigasmon,ギガスモン,1,True,https://digimon.net/cimages/digimon/gigasmon.jpg
garummon,ガルムモン,1,True,https://digimon.net/cimages/digimon/garummon.jpg
calamaramon,カルマーラモン,1,True,https://digimon.net/cimages/digimon/calamaramon.jpg
kaisergreymon,カイゼルグレイモン,1,True,https://digimon.net/cimages/digimon/kaisergreymon.jpg
kaiserleomon,カイザーレオモン,1,True,https://digimon.net/cimages/digimon/kaiserleomon.jpg
vritramon,ヴリトラモン,1,True,https://digimon.net/cimages/digimon/vritramon.jpg
wolfmon,ヴォルフモン,1,True,https://digimon.net/cimages/digimon/wolfmon.jpg
arbormon,アルボルモン,1,True,https://digimon.net/cimages/digimon/arbormon.jpg
aldamon,アルダモン,1,True,https://digimon.net/cimages/digimon/aldamon.jpg
agnimon,アグニモン,1,True,https://digimon.net/cimages/digimon/agnimon.jpg
rinkmon,リンクモン,1,True,https://digimon.net/cimages/digimon/rinkmon.jpg
lynxmon,ランクスモン,1,True,https://digimon.net/cimages/digimon/lynxmon.jpg
rhinomon,ライノモン,1,True,https://digimon.net/cimages/digimon/rhinomon.jpg
lighdramon,ライドラモン,1,True,https://digimon.net/cimages/digimon/lighdramon.jpg
yaksamon,ヤシャモン,1,True,https://digimon.net/cimages/digimon/yaksamon.jpg
mothmon,モスモン,1,True,https://digimon.net/cimages/digimon/mothmon.jpg
maildramon,メイルドラモン,1,True,https://digimon.net/cimages/digimon/maildramon.jpg
moosemon,ムースモン,1,True,https://digimon.net/cimages/digimon/moosemon.jpg
manbomon,マンボモン,1,True,https://digimon.net/cimages/digimon/manbomon.jpg
mantaraymon,マンタレイモン,1,True,https://digimon.net/cimages/digimon/mantaraymon.jpg
magnamon,マグナモン,1,True,https://digimon.net/cimages/digimon/magnamon.jpg
ponchomon,ポンチョモン,1,True,https://digimon.net/cimages/digimon/ponchomon.jpg
holsmon,ホルスモン,1,True,https://digimon.net/cimages/digimon/holsmon.jpg
boarmon,ボアモン,1,True,https://digimon.net/cimages/digimon/boarmon.jpg
pegasmon,ペガスモン,1,True,https://digimon.net/cimages/digimon/pegasmon.jpg
frogmon,フロッグモン,1,True,https://digimon.net/cimages/digimon/frogmon.jpg
prairiemon,プレイリモン,1,True,https://digimon.net/cimages/digimon/prairiemon.jpg
fladramon,フレイドラモン,1,True,https://digimon.net/cimages/digimon/fladramon.jpg
flawizarmon,フレイウィザーモン,1,True,https://digimon.net/cimages/digimon/flawizarmon.jpg
bullmon,ブルモン,1,True,https://digimon.net/cimages/digimon/bullmon.jpg
flybeemon,フライビーモン,1,True,https://digimon.net/cimages/digimon/flybeemon.jpg
pteranomon,プテラノモン,1,True,https://digimon.net/cimages/digimon/pteranomon.jpg
pucchiemon-green,プッチーモン（緑）,1,True,https://digimon.net/cimages/digimon/pucchiemon-green.jpg
pucchiemon,プッチーモン,1,True,https://digimon.net/cimages/digimon/pucchiemon.jpg
pipismon,ピピスモン,1,True,https://digimon.net/cimages/digimon/pipismon.jpg
bitmon,ビットモン,1,True,https://digimon.net/cimages/digimon/bitmon.jpg
peacockmon,ピーコックモン,1,True,https://digimon.net/cimages/digimon/peacockmon.jpg
baromon,バロモン,1,True,https://digimon.net/cimages/digimon/baromon.jpg
honeybeemon,ハニービーモン,1,True,https://digimon.net/cimages/digimon/honeybeemon.jpg
butterflamon,バタフラモン,1,True,https://digimon.net/cimages/digimon/butterflamon.jpg
harpymon,ハーピモン,1,True,https://digimon.net/cimages/digimon/harpymon.jpg
nohemon,ノヘモン,1,True,https://digimon.net/cimages/digimon/nohemon.jpg
nefertimon,ネフェルティモン,1,True,https://digimon.net/cimages/digimon/nefertimon.jpg
togemogumon,トゲモグモン,1,True,https://digimon.net/cimages/digimon/togemogumon.jpg
tocanmon,トーカンモン,1,True,https://digimon.net/cimages/digimon/tocanmon.jpg
depthmon,デプスモン,1,True,https://digimon.net/cimages/digimon/depthmon.jpg
tylomon,ティロモン,1,True,https://digimon.net/cimages/digimon/tylomon.jpg
digmon,ディグモン,1,True,https://digimon.net/cimages/digimon/digmon.jpg
sepikmon,セピックモン,1,True,https://digimon.net/cimages/digimon/sepikmon.jpg
sethmon,セトモン,1,True,https://digimon.net/cimages/digimon/sethmon.jpg
swanmon,スワンモン,1,True,https://digimon.net/cimages/digimon/swanmon.jpg
stegomon,ステゴモン,1,True,https://digimon.net/cimages/digimon/stegomon.jpg
shurimon,シュリモン,1,True,https://digimon.net/cimages/digimon/shurimon.jpg
shadramon,シェイドラモン,1,True,https://digimon.net/cimages/digimon/shadramon.jpg
seahomon,シーホモン,1,True,https://digimon.net/cimages/digimon/seahomon.jpg
sheepmon,シープモン,1,True,https://digimon.net/cimages/digimon/sheepmon.jpg
thunderbirmon,サンダーバーモン,1,True,https://digimon.net/cimages/digimon/thunderbirmon.jpg
salamandamon,サラマンダモン,1,True,https://digimon.net/cimages/digimon/salamandamon.jpg
sabmarimon,サブマリモン,1,True,https://digimon.net/cimages/digimon/sabmarimon.jpg
sagittarimon,サジタリモン,1,True,https://digimon.net/cimages/digimon/sagittarimon.jpg
searchmon,サーチモン,1,True,https://digimon.net/cimages/digimon/searchmon.jpg
kongoumon,コンゴウモン,1,True,https://digimon.net/cimages/digimon/kongoumon.jpg
goldv-dramon,ゴールドブイドラモン,1,True,https://digimon.net/cimages/digimon/goldv-dramon.jpg
goatmon,ゴートモン,1,True,https://digimon.net/cimages/digimon/goatmon.jpg
kenkimon,ケンキモン,1,True,https://digimon.net/cimages/digimon/kenkimon.jpg
quetzalmon,クアトルモン,1,True,https://digimon.net/cimages/digimon/quetzalmon.jpg
kangarumon,カンガルモン,1,True,https://digimon.net/cimages/digimon/kangarumon.jpg
chamelemon,カメレモン,1,True,https://digimon.net/cimages/digimon/chamelemon.jpg
kabukimon,カブキモン,1,True,https://digimon.net/cimages/digimon/kabukimon.jpg
gargomon,ガーゴモン,1,True,https://digimon.net/cimages/digimon/gargomon.jpg
orcamon,オルカモン,1,True,https://digimon.net/cimages/digimon/orcamon.jpg
opossummon,オポッサモン,1,True,https://digimon.net/cimages/digimon/opossummon.jpg
elephamon,エレファモン,1,True,https://digimon.net/cimages/digimon/elephamon.jpg
allomon,アロモン,1,True,https://digimon.net/cimages/digimon/allomon.jpg
archelomon,アーケロモン,1,True,https://digimon.net/cimages/digimon/archelomon.jpg
owlmon,アウルモン,1,True,https://digimon.net/cimages/digimon/owlmon.jpg
lordknightmon,ロードナイトモン,1,True,https://digimon.net/cimages/digimon/lordknightmon.jpg
lotusmon,ロトスモン,1,True,https://digimon.net/cimages/digimon/lotusmon.jpg
rosemonburstmode,ロゼモン：バーストモード,1,True,https://digimon.net/cimages/digimon/rosemonburstmode.jpg
rosemon,ロゼモン,1,True,https://digimon.net/cimages/digimon/rosemon.jpg
ravmonburstmode,レイヴモン：バーストモード,1,True,https://digimon.net/cimages/digimon/ravmonburstmode.jpg
ravmon,レイヴモン,1,True,https://digimon.net/cimages/digimon/ravmon.jpg
lucemonlarva,ルーチェモン：ラルバ,1,True,https://digimon.net/cimages/digimon/lucemonlarva.jpg
lucemonsatanmode,ルーチェモン：サタンモード,1,True,https://digimon.net/cimages/digimon/lucemonsatanmode.jpg
lilithmon,リリスモン,1,True,https://digimon.net/cimages/digimon/lilithmon.jpg
leviamon,リヴァイアモン,1,True,https://digimon.net/cimages/digimon/leviamon.jpg
lampmon,ランプモン,1,True,https://digimon.net/cimages/digimon/lampmon.jpg
rusttyranomon,ラストティラノモン,1,True,https://digimon.net/cimages/digimon/rusttyranomon.jpg
rasielmon,ラジエルモン,1,True,https://digimon.net/cimages/digimon/rasielmon.jpg
jupitermon,ユピテルモン,1,True,https://digimon.net/cimages/digimon/jupitermon.jpg
mercurymon,メルクリモン,1,True,https://digimon.net/cimages/digimon/mercurymon.jpg
medievaldukemon,メディーバルデュークモン,1,True,https://digimon.net/cimages/digimon/medievaldukemon.jpg
metalpiranimon,メタルピラニモン,1,True,https://digimon.net/cimages/digimon/metalpiranimon.jpg
metalseadramon,メタルシードラモン,1,True,https://digimon.net/cimages/digimon/metalseadramon.jpg
metalgarurumon,メタルガルルモン,1,True,https://digimon.net/cimages/digimon/metalgarurumon.jpg
metaletemon,メタルエテモン,1,True,https://digimon.net/cimages/digimon/metaletemon.jpg
megidramon,メギドラモン,1,True,https://digimon.net/cimages/digimon/megidramon.jpg
moonmillenniumon,ムーンミレニアモン,1,True,https://digimon.net/cimages/digimon/moonmillenniumon.jpg
murmukusmon,ムルムクスモン,1,True,https://digimon.net/cimages/digimon/murmukusmon.jpg
mugendramon,ムゲンドラモン,1,True,https://digimon.net/cimages/digimon/mugendramon.jpg
millenniumon,ミレニアモン,1,True,https://digimon.net/cimages/digimon/millenniumon.jpg
miragegaogamon:burstmode,ミラージュガオガモン：バーストモード,1,True,https://digimon.net/cimages/digimon/miragegaogamon:burstmode.jpg
miragegaogamon,ミラージュガオガモン,1,True,https://digimon.net/cimages/digimon/miragegaogamon.jpg
minervamon,ミネルヴァモン,1,True,https://digimon.net/cimages/digimon/minervamon.jpg
marsmon,マルスモン,1,True,https://digimon.net/cimages/digimon/marsmon.jpg
marinangemon,マリンエンジェモン,1,True,https://digimon.net/cimages/digimon/marinangemon.jpg
magnakidmon,マグナキッドモン,1,True,https://digimon.net/cimages/digimon/magnakidmon.jpg
boltmon,ボルトモン,1,True,https://digimon.net/cimages/digimon/boltmon.jpg
holydramon,ホーリードラモン,1,True,https://digimon.net/cimages/digimon/holydramon.jpg
hououmon,ホウオウモン,1,True,https://digimon.net/cimages/digimon/hououmon.jpg
belphemonragemode,ベルフェモン：レイジモード,1,True,https://digimon.net/cimages/digimon/belphemonragemode.jpg
belphemonsleepmode,ベルフェモン：スリープモード,1,True,https://digimon.net/cimages/digimon/belphemonsleepmode.jpg
beelzebumonblastmode,ベルゼブモン：ブラストモード,1,True,https://digimon.net/cimages/digimon/beelzebumonblastmode.jpg
beelzebumon,ベルゼブモン,1,True,https://digimon.net/cimages/digimon/beelzebumon.jpg
beelzebumon,ベルゼブモン,2,False,https://digimon.net/cimages/digimon/beelzebumon_2.jpg
beelstarmon,ベルスターモン,1,True,https://digimon.net/cimages/digimon/beelstarmon.jpg
belialvamdemon,ベリアルヴァンデモン,1,True,https://digimon.net/cimages/digimon/belialvamdemon.jpg
heraklekabuterimon,ヘラクルカブテリモン,1,True,https://digimon.net/cimages/digimon/heraklekabuterimon.jpg
plesiomon,プレシオモン,1,True,https://digimon.net/cimages/digimon/plesiomon.jpg
breakdramon,ブレイクドラモン,1,True,https://digimon.net/cimages/digimon/breakdramon.jpg
princemamemon,プリンスマメモン,1,True,https://digimon.net/cimages/digimon/princemamemon.jpg
blitzgreymon,ブリッツグレイモン,1,True,https://digimon.net/cimages/digimon/blitzgreymon.jpg
blacksaintgalgomon,ブラックセントガルゴモン,1,True,https://digimon.net/cimages/digimon/blacksaintgalgomon.jpg
blackwargreymon,ブラックウォーグレイモン,1,True,https://digimon.net/cimages/digimon/blackwargreymon.jpg
platinumnumemon,プラチナヌメモン,1,True,https://digimon.net/cimages/digimon/platinumnumemon.jpg
pukumon,プクモン,1,True,https://digimon.net/cimages/digimon/pukumon.jpg
fujinmon,フウジンモン,1,True,https://digimon.net/cimages/digimon/fujinmon.jpg
huanglongmon,ファンロンモン,1,True,https://digimon.net/cimages/digimon/huanglongmon.jpg
pharaohmon,ファラオモン,1,True,https://digimon.net/cimages/digimon/pharaohmon.jpg
pinochimon,ピノッキモン,1,True,https://digimon.net/cimages/digimon/pinochimon.jpg
victorygreymon,ビクトリーグレイモン,1,True,https://digimon.net/cimages/digimon/victorygreymon.jpg
piemon,ピエモン,1,True,https://digimon.net/cimages/digimon/piemon.jpg
bancholeomon,バンチョーレオモン,1,True,https://digimon.net/cimages/digimon/bancholeomon.jpg
bancholeomon,バンチョーレオモン,2,False,https://digimon.net/cimages/digimon/bancholeomon_2.jpg
banchomamemon,バンチョーマメモン,1,True,https://digimon.net/cimages/digimon/banchomamemon.jpg
banchostingmon,バンチョースティングモン,1,True,https://digimon.net/cimages/digimon/banchostingmon.jpg
barbamon,バルバモン,1,True,https://digimon.net/cimages/digimon/barbamon.jpg
parasimon,パラサイモン,1,True,https://digimon.net/cimages/digimon/parasimon.jpg
babamon,ババモン,1,True,https://digimon.net/cimages/digimon/babamon.jpg
baihumon,バイフーモン,1,True,https://digimon.net/cimages/digimon/baihumon.jpg
hiandromon,ハイアンドロモン,1,True,https://digimon.net/cimages/digimon/hiandromon.jpg
neptunemon,ネプトゥーンモン,1,True,https://digimon.net/cimages/digimon/neptunemon.jpg
dorugoramon,ドルゴラモン,1,True,https://digimon.net/cimages/digimon/dorugoramon.jpg
duftmonleopardmode,ドゥフトモン：レオパルドモード,1,True,https://digimon.net/cimages/digimon/duftmonleopardmode.jpg
duftmon,ドゥフトモン,1,True,https://digimon.net/cimages/digimon/duftmon.jpg
durandamon,デュランダモン,1,True,https://digimon.net/cimages/digimon/durandamon.jpg
dynasmon,デュナスモン,1,True,https://digimon.net/cimages/digimon/dynasmon.jpg
dukemoncrimsonmode,デュークモン：クリムゾンモード,1,True,https://digimon.net/cimages/digimon/dukemoncrimsonmode.jpg
dukemon,デュークモン,1,True,https://digimon.net/cimages/digimon/dukemon.jpg
dukemon,デュークモン,2,False,https://digimon.net/cimages/digimon/dukemon_2.jpg
devitamamon,デビタマモン,1,True,https://digimon.net/cimages/digimon/devitamamon.jpg
deathmon-black,デスモン（黒）,1,True,https://digimon.net/cimages/digimon/deathmon-black.jpg
deathmon,デスモン,1,True,https://digimon.net/cimages/digimon/deathmon.jpg
death-x-mon,デクスモン,1,True,https://digimon.net/cimages/digimon/death-x-mon.jpg
demon,デーモン,1,True,https://digimon.net/cimages/digimon/demon.jpg
death-x-dorugoramon,デクスドルゴラモン,1,True,https://digimon.net/cimages/digimon/death-x-dorugoramon.jpg
dinorexmon,ディノレクスモン,1,True,https://digimon.net/cimages/digimon/dinorexmon.jpg
dinotigermon,ディノタイガモン,1,True,https://digimon.net/cimages/digimon/dinotigermon.jpg
diablomon,ディアボロモン,1,True,https://digimon.net/cimages/digimon/diablomon.jpg
dianamon,ディアナモン,1,True,https://digimon.net/cimages/digimon/dianamon.jpg
qinglongmon,チンロンモン,1,True,https://digimon.net/cimages/digimon/qinglongmon.jpg
darkdramon,ダークドラモン,1,True,https://digimon.net/cimages/digimon/darkdramon.jpg
tyrantkabuterimon,タイラントカブテリモン,1,True,https://digimon.net/cimages/digimon/tyrantkabuterimon.jpg
titamon,タイタモン,1,True,https://digimon.net/cimages/digimon/titamon.jpg
tigervespamon,タイガーヴェスパモン,1,True,https://digimon.net/cimages/digimon/tigervespamon.jpg
saintgalgomon,セントガルゴモン,1,True,https://digimon.net/cimages/digimon/saintgalgomon.jpg
seraphimon,セラフィモン,1,True,https://digimon.net/cimages/digimon/seraphimon.jpg
slayerdramon,スレイヤードラモン,1,True,https://digimon.net/cimages/digimon/slayerdramon.jpg
sleipmon,スレイプモン,1,True,https://digimon.net/cimages/digimon/sleipmon.jpg
slashangemon,スラッシュエンジェモン,1,True,https://digimon.net/cimages/digimon/slashangemon.jpg
spinomon,スピノモン,1,True,https://digimon.net/cimages/digimon/spinomon.jpg
susanoomon,スサノオモン,1,True,https://digimon.net/cimages/digimon/susanoomon.jpg
susanoomon,スサノオモン,2,False,https://digimon.net/cimages/digimon/susanoomon_2.jpg
skullmammon,スカルマンモン,1,True,https://digimon.net/cimages/digimon/skullmammon.jpg
zhuqiaomon,スーツェーモン,1,True,https://digimon.net/cimages/digimon/zhuqiaomon.jpg
suijinmon,スイジンモン,1,True,https://digimon.net/cimages/digimon/suijinmon.jpg
zeedmillenniumon,ズィードミレニアモン,1,True,https://digimon.net/cimages/digimon/zeedmillenniumon.jpg
zdgarurumon,ズィードガルルモン,1,True,https://digimon.net/cimages/digimon/zdgarurumon.jpg
jumbogamemon,ジャンボガメモン,1,True,https://digimon.net/cimages/digimon/jumbogamemon.jpg
justimon,ジャスティモン：アクセルアーム,1,True,https://digimon.net/cimages/digimon/justimon.jpg
shakamon,シャカモン,1,True,https://digimon.net/cimages/digimon/shakamon.jpg
shinegreymonburstmode,シャイングレイモン：バーストモード,1,True,https://digimon.net/cimages/digimon/shinegreymonburstmode.jpg
shinegreymon,シャイングレイモン,1,True,https://digimon.net/cimages/digimon/shinegreymon.jpg
jijimon,ジジモン,1,True,https://digimon.net/cimages/digimon/jijimon.jpg
xuanwumon,シェンウーモン,1,True,https://digimon.net/cimages/digimon/xuanwumon.jpg
jesmon,ジエスモン,1,True,https://digimon.net/cimages/digimon/jesmon.jpg
zanbamon,ザンバモン,1,True,https://digimon.net/cimages/digimon/zanbamon.jpg
sakuyamon:mikomode,サクヤモン：巫女モード,1,True,https://digimon.net/cimages/digimon/sakuyamon:mikomode.jpg
sakuyamon,サクヤモン,1,True,https://digimon.net/cimages/digimon/sakuyamon.jpg
saberleomon,サーベルレオモン,1,True,https://digimon.net/cimages/digimon/saberleomon.jpg
goddramon,ゴッドドラモン,1,True,https://digimon.net/cimages/digimon/goddramon.jpg
gokumon,ゴクモン,1,True,https://digimon.net/cimages/digimon/gokumon.jpg
cherubimon-vice,ケルビモン（悪）,1,True,https://digimon.net/cimages/digimon/cherubimon-vice.jpg
cherubimon,ケルビモン（善）,1,True,https://digimon.net/cimages/digimon/cherubimon.jpg
crossmon,クロスモン,1,True,https://digimon.net/cimages/digimon/crossmon.jpg
craniummon,クレニアムモン,1,True,https://digimon.net/cimages/digimon/craniummon.jpg
gracenovamon,グレイスノヴァモン,1,True,https://digimon.net/cimages/digimon/gracenovamon.jpg
griffomon,グリフォモン,1,True,https://digimon.net/cimages/digimon/griffomon.jpg
grandlocomon,グランドロコモン,1,True,https://digimon.net/cimages/digimon/grandlocomon.jpg
granddracumon,グランドラクモン,1,True,https://digimon.net/cimages/digimon/granddracumon.jpg
grandiskuwagamon,グランディスクワガーモン,1,True,https://digimon.net/cimages/digimon/grandiskuwagamon.jpg
grankuwagamon,グランクワガーモン,1,True,https://digimon.net/cimages/digimon/grankuwagamon.jpg
clavisangemon,クラヴィスエンジェモン,1,True,https://digimon.net/cimages/digimon/clavisangemon.jpg
kuzuhamon,クズハモン,1,True,https://digimon.net/cimages/digimon/kuzuhamon.jpg
quartzmon,クオーツモン,1,True,https://digimon.net/cimages/digimon/quartzmon.jpg
cresgarurumon,クーレスガルルモン,1,True,https://digimon.net/cimages/digimon/cresgarurumon.jpg
queenchessmon,クイーンチェスモン,1,True,https://digimon.net/cimages/digimon/queenchessmon.jpg
kingchessmon,キングチェスモン,1,True,https://digimon.net/cimages/digimon/kingchessmon.jpg
kingetemon,キングエテモン,1,True,https://digimon.net/cimages/digimon/kingetemon.jpg
cannondramon,キャノンドラモン,1,True,https://digimon.net/cimages/digimon/cannondramon.jpg
gigaseadramon,ギガシードラモン,1,True,https://digimon.net/cimages/digimon/gigaseadramon.jpg
gankoomon,ガンクゥモン,1,True,https://digimon.net/cimages/digimon/gankoomon.jpg
gulfmon,ガルフモン,1,True,https://digimon.net/cimages/digimon/gulfmon.jpg
chaosmonvaldurarm,カオスモン：ヴァロドゥルアーム,1,True,https://digimon.net/cimages/digimon/chaosmonvaldurarm.jpg
chaosmon,カオスモン,1,True,https://digimon.net/cimages/digimon/chaosmon.jpg
chaosdramon-x,カオスドラモン（X抗体）,1,True,https://digimon.net/cimages/digimon/chaosdramon-x.jpg
chaosdramon,カオスドラモン,1,True,https://digimon.net/cimages/digimon/chaosdramon.jpg
chaosdukemon,カオスデュークモン,1,True,https://digimon.net/cimages/digimon/chaosdukemon.jpg
gaioumon,ガイオウモン,1,True,https://digimon.net/cimages/digimon/gaioumon.jpg
omegamon-alter-s,オメガモン Alter-S,1,True,https://digimon.net/cimages/digimon/omegamon-alter-s.jpg
omegamon-x,オメガモン（X抗体）,1,True,https://digimon.net/cimages/digimon/omegamon-x.jpg
omegamon,オメガモン,1,True,https://digimon.net/cimages/digimon/omegamon.jpg
ofanimonfalldownmode,オファニモン：フォールダウンモード,1,True,https://digimon.net/cimages/digimon/ofanimonfalldownmode.jpg
ofanimon,オファニモン,1,True,https://digimon.net/cimages/digimon/ofanimon.jpg
ornismon,オニスモン,1,True,https://digimon.net/cimages/digimon/ornismon.jpg
ogudomon,オグドモン,1,True,https://digimon.net/cimages/digimon/ogudomon.jpg
ouryumon,オウリュウモン,1,True,https://digimon.net/cimages/digimon/ouryumon.jpg
ancientwisetmon,エンシェントワイズモン,1,True,https://digimon.net/cimages/digimon/ancientwisetmon.jpg
ancientmegatheriumon,エンシェントメガテリウモン,1,True,https://digimon.net/cimages/digimon/ancientmegatheriumon.jpg
ancientmermaimon,エンシェントマーメイモン,1,True,https://digimon.net/cimages/digimon/ancientmermaimon.jpg
ancientvolcamon,エンシェントボルケーモン,1,True,https://digimon.net/cimages/digimon/ancientvolcamon.jpg
ancientbeatmon,エンシェントビートモン,1,True,https://digimon.net/cimages/digimon/ancientbeatmon.jpg
ancienttroiamon,エンシェントトロイアモン,1,True,https://digimon.net/cimages/digimon/ancienttroiamon.jpg
ancientsphinkmon,エンシェントスフィンクモン,1,True,https://digimon.net/cimages/digimon/ancientsphinkmon.jpg
ancientgreymon,エンシェントグレイモン,1,True,https://digimon.net/cimages/digimon/ancientgreymon.jpg
ancientgarurumon,エンシェントガルルモン,1,True,https://digimon.net/cimages/digimon/ancientgarurumon.jpg
ancientirismon,エンシェントイリスモン,1,True,https://digimon.net/cimages/digimon/ancientirismon.jpg
eldoradimon,エルドラディモン,1,True,https://digimon.net/cimages/digimon/eldoradimon.jpg
examon,エグザモン,1,True,https://digimon.net/cimages/digimon/examon.jpg
vulcanusmon,ウルカヌスモン,1,True,https://digimon.net/cimages/digimon/vulcanusmon.jpg
wargreymon,ウォーグレイモン,1,True,https://digimon.net/cimages/digimon/wargreymon.jpg
venomvamdemon,ヴェノムヴァンデモン,1,True,https://digimon.net/cimages/digimon/venomvamdemon.jpg
venusmon,ウェヌスモン,1,True,https://digimon.net/cimages/digimon/venusmon.jpg
valdurmon,ヴァロドゥルモン,1,True,https://digimon.net/cimages/digimon/valdurmon.jpg
valkyrimon,ヴァルキリモン,1,True,https://digimon.net/cimages/digimon/valkyrimon.jpg
vikemon,ヴァイクモン,1,True,https://digimon.net/cimages/digimon/vikemon.jpg
ebemon,イーバモン,1,True,https://digimon.net/cimages/digimon/ebemon.jpg
ageisdramon,イージスドラモン,1,True,https://digimon.net/cimages/digimon/ageisdramon.jpg
imperialdramonfightermode,インペリアルドラモン：ファイターモード,1,True,https://digimon.net/cimages/digimon/imperialdramonfightermode.jpg
imperialdramonpaladinmode,インペリアルドラモン：パラディンモード,1,True,https://digimon.net/cimages/digimon/imperialdramonpaladinmode.jpg
imperialdramondragonmode,インペリアルドラモン：ドラゴンモード,1,True,https://digimon.net/cimages/digimon/imperialdramondragonmode.jpg
yggdrasill7d6,イグドラシル＿７Ｄ６,1,True,https://digimon.net/cimages/digimon/yggdrasill7d6.jpg
ulforcevdramon,アルフォースブイドラモン,1,True,https://digimon.net/cimages/digimon/ulforcevdramon.jpg
alphamon:ouryuken,アルファモン：王竜剣,1,True,https://digimon.net/cimages/digimon/alphamon:ouryuken.jpg
alphamon,アルファモン,1,True,https://digimon.net/cimages/digimon/alphamon.jpg
ultimatebrakimon,アルティメットブラキモン,1,True,https://digimon.net/cimages/digimon/ultimatebrakimon.jpg
algomon,アルゴモン,1,True,https://digimon.net/cimages/digimon/algomon.jpg
apollomon,アポロモン,1,True,https://digimon.net/cimages/digimon/apollomon.jpg
