directory_name,name_ja,move_order,move_raw
impmon_x,インプモン（Ｘ抗体）,1,ナイト・オブ・ファイアー
impmon_x,インプモン（Ｘ抗体）,2,サモンチェイサー
darktyranomon_x,ダークティラノモン（Ｘ抗体）,1,ファイアーブラスト
darktyranomon_x,ダークティラノモン（Ｘ抗体）,2,フレイムスナッチ
numemon_x,ヌメモン（Ｘ抗体）,1,ウンチラッシュ
lucemon_x,ルーチェモン（Ｘ抗体）,1,パラダイスロスト
lucemon_x,ルーチェモン（Ｘ抗体）,2,パーガトリアルフレイム
lucemon_x,ルーチェモン（Ｘ抗体）,3,セブンス・ディバイン・クルス
lilithmon_x,リリスモン（Ｘ抗体）,1,ナザルネイル
lilithmon_x,リリスモン（Ｘ抗体）,2,ファントムペイン
lilithmon_x,リリスモン（Ｘ抗体）,3,セブンス・ファシネイト
leviamon_x,リヴァイアモン（Ｘ抗体）,1,カウダ・モルティフェラ
leviamon_x,リヴァイアモン（Ｘ抗体）,2,ロストルム・トリアデンス
leviamon_x,リヴァイアモン（Ｘ抗体）,3,セブンス・ライトニング
belphemon_x,ベルフェモン（Ｘ抗体）,1,ランプランツス
belphemon_x,ベルフェモン（Ｘ抗体）,2,ギフトオブダークネス
belphemon_x,ベルフェモン（Ｘ抗体）,3,セブンス・ペネトレート
barbamon_x,バルバモン（Ｘ抗体）,1,デスルアー
barbamon_x,バルバモン（Ｘ抗体）,2,パンデモニウムロスト
barbamon_x,バルバモン（Ｘ抗体）,3,セブンス・ジュエライズ
demon_x,デーモン（Ｘ抗体）,1,フレイムインフェルノ
demon_x,デーモン（Ｘ抗体）,2,セブンス・グラビトン
demon_x,デーモン（Ｘ抗体）,3,インフェルノバースト
darkknightmon_x,ダークナイトモン（Ｘ抗体）,1,クルーエルトルネード
darkknightmon_x,ダークナイトモン（Ｘ抗体）,2,デッドリーブレイクロスト
darkknightmon_x,ダークナイトモン（Ｘ抗体）,3,アンデッドソルジャー
cherubimondark_x,ケルビモン（悪）（Ｘ抗体）,1,ライトニングスピア
cherubimondark_x,ケルビモン（悪）（Ｘ抗体）,2,ヘブンズ・ジャッジメント
cherubimondark_x,ケルビモン（悪）（Ｘ抗体）,3,ダークネスプリズン
ofanimonfdm_x,オファニモン：フォールダウンモード（Ｘ抗体）,1,デモンズクリスタル
ofanimonfdm_x,オファニモン：フォールダウンモード（Ｘ抗体）,2,フレイムヘルサイズ
ofanimonfdm_x,オファニモン：フォールダウンモード（Ｘ抗体）,3,ビヘッドスラッシャー
ultimatechaosmon,アルティメットカオスモン,1,ブロウクンデストロイ
ultimatechaosmon,アルティメットカオスモン,2,ウルティマバースト
pusurimon,プスリモン,1,チクチクローリング
pusumon,プスモン,1,おしゃぶり
surfimon,サーフィモン,1,バリアブレード
surfimon,サーフィモン,2,ライトニングカッター
bulucomon,ブルコモン,1,ベビーヘイル
bulucomon,ブルコモン,2,アイスマッシュ
herissmon,エリスモン,1,ライトニングファー
herissmon,エリスモン,2,ケンザンダイブ
metalgarurumon_black,メタルガルルモン（黒）,1,コキュートスブレス
metalgarurumon_black,メタルガルルモン（黒）,2,ガルルトマホーク
metalgarurumon_black,メタルガルルモン（黒）,3,グレイスクロスフリーザー
weregarurumon_black,ワーガルルモン（黒）,1,カイザーネイル
garurumon_black,ガルルモン（黒）,1,フォックスファイアー
justimon_blitzarm,ジャスティモン：ブリッツアーム,1,トリニティーアーム
justimon_blitzarm,ジャスティモン：ブリッツアーム,2,ジャスティスキック
ginkakumon_promote,ギンカクモンプロモート,1,火電鬼爆波（ひでんきばくは）
icedevimon,アイスデビモン,1,フロストクロー
kuzuhamon_miko,クズハモン：巫女モード,1,裏飯綱（うらいづな）
kuzuhamon_miko,クズハモン：巫女モード,2,胎蔵界曼荼羅（たいぞうかいまんだら）
megalograwmon_orange,メガログラウモン（橙）,1,ダブルエッジ
megalograwmon_orange,メガログラウモン（橙）,2,アトミックブラスター
greymon_blue,グレイモン（青）,1,メガフレイム
shoutmon_king,シャウトモン（キングVer.）,1,ロックダマシー
shoutmon_king,シャウトモン（キングVer.）,2,ソウルクラッシャー
shoutmon_king,シャウトモン（キングVer.）,3,ラウディロッカー
wargreymon_x,ウォーグレイモン（X抗体）,1,ガイアフォースＺＥＲＯ
wargreymon_x,ウォーグレイモン（X抗体）,2,アフターバースト
metalgarurumon_x,メタルガルルモン（X抗体）,1,メタルストーム
metalgarurumon_x,メタルガルルモン（X抗体）,2,コキュートスブレス
megidramon_x,メギドラモン（X抗体）,1,ヘル・ハウリング
megidramon_x,メギドラモン（X抗体）,2,メギドフレイム
weregarurumon_x,ワーガルルモン（X抗体）,1,カイザーネイル
lilimon_x,リリモン（X抗体）,1,スリーピーバッド
lilimon_x,リリモン（X抗体）,2,フラウカノン
sakuyamon_x,サクヤモン（Ｘ抗体）,1,金剛界曼荼羅（こんごうかいまんだら）
sakuyamon_x,サクヤモン（Ｘ抗体）,2,此ノ花戦姫万象（このはなせんきばんしょう）
sakuyamon_x,サクヤモン（Ｘ抗体）,3,宇迦之御魂（うかのみたま）
beelzebumon_x,ベルゼブモン（X抗体）,1,グラトニーフレア
beelzebumon_x,ベルゼブモン（X抗体）,2,ダークネスクロウ
beelzebumon_x,ベルゼブモン（X抗体）,3,ダブルインパクト
beelzebumon_x,ベルゼブモン（X抗体）,4,セブンス・フルクラスター
megalogrowmon_x,メガログラウモン（X抗体）,1,ダブルエッジΣ（シグマ）
megalogrowmon_x,メガログラウモン（X抗体）,2,アトミックブラスター
megalogrowmon_x,メガログラウモン（X抗体）,3,アトミックメガロブラスター
rhinomon_x,ライノモン（Ｘ抗体）,1,アイン・ソフ・オウル
rhinomon_x,ライノモン（Ｘ抗体）,2,アトミックブレイド
rhinomon_x,ライノモン（Ｘ抗体）,3,スピリットバースト
renamon_x,レナモン（Ｘ抗体）,1,太極旋（たいきょくせん）
renamon_x,レナモン（Ｘ抗体）,2,狐蝶幻（こちょうげん）
tokomon_x,トコモン（Ｘ抗体）,1,トコトコダイブ
tokomon_x,トコモン（Ｘ抗体）,2,噛み付き
beelstarmon_x,ベルスターモン（Ｘ抗体）,1,ダブルクロウ
beelstarmon_x,ベルスターモン（Ｘ抗体）,2,フライバレット・セグンド
beelstarmon_x,ベルスターモン（Ｘ抗体）,3,ディスタンシア・セロ
dukemon_x,デュークモン（X抗体）,1,ジークセイバー
dukemon_x,デュークモン（X抗体）,2,ファイナル・エリシオン
cerberumon_x,ケルベロモン（X抗体）,1,インフェルノゲート
cerberumon_x,ケルベロモン（X抗体）,2,ヘルファイアー
tyranomon_x,ティラノモン（X抗体）,1,クリムゾンブレス
tyranomon_x,ティラノモン（X抗体）,2,クラッシュローリング
dracomon_x,ドラコモン（X抗体）,1,ベビーブレイズ
dracomon_x,ドラコモン（X抗体）,2,スマッシュホーン
dracomon_x,ドラコモン（X抗体）,3,ジ・シュルネン
gabumon_x,ガブモン（X抗体）,1,プチファイアー
minervamon_x,ミネルヴァモン（X抗体）,1,ホーンテッドピルス
minervamon_x,ミネルヴァモン（X抗体）,2,クレイジーゴーラウンド
minervamon_x,ミネルヴァモン（X抗体）,3,サンクタス・トルメンタム
lordknightmon_x,ロードナイトモン（X抗体）,1,ロードオブフラタニティ
lordknightmon_x,ロードナイトモン（X抗体）,2,ノブレス・オブ・ルージュ
lordknightmon_x,ロードナイトモン（X抗体）,3,究極戦突剣（きゅうきょくせんとつけん）グランローゼリオ
sistermon_ciel,シスタモン シエル,1,白詰一文字切り
sistermon_ciel,シスタモン シエル,2,白殺（びゃくさい）
sistermon_ciel,シスタモン シエル,3,突蜂（とっほう）
metaltyranomon_x,メタルティラノモン（X抗体）,1,ギガデストロイヤーⅡ
metaltyranomon_x,メタルティラノモン（X抗体）,2,ヌークリアレーザーⅡ
leomon_x,レオモン（X抗体）,1,獣王拳
agumon_x,アグモン（X抗体）,1,ベビーフレイム
agumon_x,アグモン（X抗体）,2,ベビーバーナー
jesmon_x,ジエスモン（X抗体）,1,鉄拳断罪
jesmon_x,ジエスモン（X抗体）,2,シュベルトフリューゲル
jesmon_x,ジエスモン（X抗体）,3,究極戦刃聖覇剣（きゅうきょくせんじんせいばけん）
ragnaloardmon,ラグナロードモン,1,ディレクトスマッシャー
ragnaloardmon,ラグナロードモン,2,イグニッションプロミネンス
ragnaloardmon,ラグナロードモン,3,デュエルエッジフロージョン
rafflesimon,ラフレシモン,1,バレエガン
rafflesimon,ラフレシモン,2,ウィスレン
ordinemon,オルディネモン,1,エンド・オブ・ザ・ワールド
ordinemon,オルディネモン,2,マグナヴィジビリティ
ordinemon,オルディネモン,3,サモン・アポカリプス
raptorsparrowmon,ラプタースパロウモン,1,ラプターグラップル
raptorsparrowmon,ラプタースパロウモン,2,クラッシュチャージ
banchogolemon,バンチョーゴーレモン,1,天波返し（てんばがえし）
banchogolemon,バンチョーゴーレモン,2,漢癪ダスト（かんしゃくダスト）
banchogolemon,バンチョーゴーレモン,3,世堀クロードリル（よぼりクロードリル）
cerberumon_werewolfmode,ケルベロモン：人狼モード,1,インフェルノディバイド
cerberumon_werewolfmode,ケルベロモン：人狼モード,2,サーベラスイレイズ
cerberumon_werewolfmode,ケルベロモン：人狼モード,3,ヘルファイアー
growmon_orange,グラウモン（橙）,1,プラズマブレイド
growmon_orange,グラウモン（橙）,2,エキゾーストフレイム
toyagumon_black,トイアグモン（黒）,1,トイフレイム
shootingstarmon,シューティングスターモン,1,アストロボンバー
shootingstarmon,シューティングスターモン,2,ダイナマイトソウル
shootingstarmon,シューティングスターモン,3,リュウセイロックダマシー
justimon_criticalarm,ジャスティモン：クリティカルアーム,1,トリニティーアーム
justimon_criticalarm,ジャスティモン：クリティカルアーム,2,ジャスティスキック
yatagaramon_axcel,ヤタガラモン,1,甕布都神（ミカフツノカミ）
yatagaramon_axcel,ヤタガラモン,2,羽黒（ハグロ）
dinohumon,ディノヒューモン,1,リザードダンス
rapidmon_gold,ラピッドモン,1,ラピッドファイア
rapidmon_gold,ラピッドモン,2,ゴールデントライアングル
yaegerdorurumon,イェーガードルルモン,1,ヴァイスシュピラーレ
yaegerdorurumon,イェーガードルルモン,2,シュバルツナーゲル
gundramon,ガンドラモン,1,デルブリッツ
gundramon,ガンドラモン,2,プラッツェンクロイツ
gundramon,ガンドラモン,3,ゲヴァルトシュベルマー
aegiochusmon_holly,アイギオテュースモン：ホーリー,1,ライトニングシャワー
aegiochusmon_holly,アイギオテュースモン：ホーリー,2,サンダースラッシュ
aegiochusmon_holly,アイギオテュースモン：ホーリー,3,サークレットディフェンス
gabumon_black,ガブモン（黒）,1,プチファイアー
raguelmon,ラグエルモン,1,フォルムタラニス
raguelmon,ラグエルモン,2,パーホルス
bryweludramon,ブリウエルドラモン,1,グレンストーム
bryweludramon,ブリウエルドラモン,2,ブラストスマッシュ
volcanicdramon,ヴォルケニックドラモン,1,ヴォルケニック・フレア
volcanicdramon,ヴォルケニックドラモン,2,グライドブレイズ
lavogaritamon,ラヴォガリータモン,1,メルダイナー
lavogaritamon,ラヴォガリータモン,2,ワイルドブラスト
meicrackmon_v,メイクラックモン：ヴィシャスモード,1,フェルトメイド
mastemon,マスティモン,1,ホーリーディザイア
mastemon,マスティモン,2,ダークディスパイア
mastemon,マスティモン,3,カオスディグレイド
voltobautamon,ボルトバウタモン,1,パラズィヴァルツァー
voltobautamon,ボルトバウタモン,2,クオーツィオーネ
raijiludomon,ライジルドモン,1,ライトニングバスター
raijiludomon,ライジルドモン,2,ロケットメッサー
tialudomon,ティアルドモン,1,フリスビッカー
tialudomon,ティアルドモン,2,アサルトクロー
lavorvomon,ラヴォーボモン,1,グレイトフレイム
lavorvomon,ラヴォーボモン,2,アースタンプ
bushiagumon,ブシアグモン,1,超低速一文字斬り
bushiagumon,ブシアグモン,2,超高速一文字斬り
ludomon,ルドモン,1,ウォルレーキ
kakkinmon,カッキンモン,1,カンカン
cotsucomon,コツコモン,1,コッツン
andiramon_2,アンティラモン,1,メディテーションキュア
andiramon_2,アンティラモン,2,マントラチャント
meicoomon,メイクーモン,1,シャットクロー
meicoomon,メイクーモン,2,トリコベゾアール
meicoomon,メイクーモン,3,エクススクラッチ
whamon_2,ホエーモン（成熟期）,1,ジェットアロー
gekomon,ゲコモン,1,クラッシュシンフォニー
vorvomon,ヴォーボモン,1,プチフレイム
atlurballistamon,アトラーバリスタモン,1,プラズマクラック
atlurballistamon,アトラーバリスタモン,2,ロケットバンカー
omegamon_alter-b,オメガモン Alter-B,1,ガルルソード
omegamon_alter-b,オメガモン Alter-B,2,グレイキャノン
blackmachgaogamon,ブラックマッハガオガモン,1,ガオガトルネード
blackmachgaogamon,ブラックマッハガオガモン,2,ウィニングナックル
blackmachgaogamon,ブラックマッハガオガモン,3,ハウリングキャノン
blackgaogamon,ブラックガオガモン,1,ダッシュダブルクロー
blackgaogamon,ブラックガオガモン,2,ガオガハウンド
blackgaogamon,ブラックガオガモン,3,スパイラルブロー
falcomon-2006,ファルコモン（２００６アニメ版）,1,スクラッチスマッシュ
falcomon-2006,ファルコモン（２００６アニメ版）,2,手裏裏剣（しゅりりんけん）
falcomon-2006,ファルコモン（２００６アニメ版）,3,打竹落し（うちたけおとし）
kudamon-2006,クダモン（２００６アニメ版）,1,弾丸旋風（だんがんせんぷう）
kudamon-2006,クダモン（２００６アニメ版）,2,絶光衝（ぜっこうしょう）
kudamon-2006,クダモン（２００６アニメ版）,3,ホーリーショット
neo,ネオ,1,ジャッジメント
neo,ネオ,2,ゼロ・ジェネシス
yakiimon,ヤキイモン,1,ベニアズマ・ストレート
yakiimon,ヤキイモン,2,ベニアズマ・アッパーカット
monimon,モニモン,1,乱破（らっぱ）
monimon,モニモン,2,水破（すっぱ）
monimon,モニモン,3,突破（とっぱ）
monitamon,モニタモン,1,火弾
monitamon,モニタモン,2,水竜
monitamon,モニタモン,3,風車
monitamon,モニタモン,4,電閃
monitamon,モニタモン,5,索敵
mervamon,メルヴァモン,1,ナイトストーカー
mervamon,メルヴァモン,2,ラブポイズン
mervamon,メルヴァモン,3,ファイナルストライクロール
mervamon,メルヴァモン,4,マッドネスメリーゴーランドＤＸ
metalgreymon_cyberlauncher,メタルグレイモン＋サイバーランチャー,1,サイバーギガンティックランチャー
metalgreymon_cyberlauncher,メタルグレイモン＋サイバーランチャー,2,コロナル・マス・エジェクション
metalgreymon,メタルグレイモン（2010アニメ版）,1,トライデントアーム
metalgreymon,メタルグレイモン（2010アニメ版）,2,ギガデストロイヤー
mailbirdramon,メイルバードラモン,1,プラズマキャノン
mailbirdramon,メイルバードラモン,2,ナイトホーク
mailbirdramon,メイルバードラモン,3,トライデントテール
musoknightmon,ムソーナイトモン,1,強羅打雷銃（ゴウラダライガン）
musoknightmon,ムソーナイトモン,2,超力鳴動破（チョウリキメイドウハ）
musoknightmon,ムソーナイトモン,3,魔重力呪縛陣（まじゅうりょくじゅばくじん）
madleomon:armedmode,マッドレオモン：アームドモード,1,The Lion Sleeps Tonight
madleomon:armedmode,マッドレオモン：アームドモード,2,Lion Heart
madleomon,マッドレオモン,1,獣王堕拳
madleomon,マッドレオモン,2,腐毒爪
bombmon-xwars,ボムモン（2010アニメ版）,1,ボンバーヘッド
bombmon-xwars,ボムモン（2010アニメ版）,2,ファイヤーワークスレボリューション
beelzebumon-xwars,ベルゼブモン（2010アニメ版）,1,デス・ザ・キャノン
beelzebumon-xwars,ベルゼブモン（2010アニメ版）,2,ダークネスクロウ
blastmon,ブラストモン,1,ダイアモンドマシンガン
blastmon,ブラストモン,2,ダイアモンドヘッジホッグ
blastmon,ブラストモン,3,プリズムフラッシュ
blastmon,ブラストモン,4,クリスタルブレス
footmon,フットモン,1,ライトニングシュート
footmon,フットモン,2,ライトニングオーバーヘッド
pillomon,ピロモン,1,ララバイバブル
pillomon,ピロモン,2,悪夢の泡
pickmon,ピックモン,1,チンチクリン
pickmon,ピックモン,2,シュガープラム
baristamon,バリスタモン,1,ホーンブレイカー
baristamon,バリスタモン,2,へヴィスピーカー
bacomon,バコモン,1,ガムロール
bacomon,バコモン,2,トランスデリバリー
bagramon,バグラモン,1,アストラルスナッチャー
bagramon,バグラモン,2,スカーレットブラッドワイン
bagramon,バグラモン,3,インビジブルスネークアイズ
hi-visionmonitamon,ハイビジョンモニタモン,1,電影烈破（でんえいれっぱ）
hi-visionmonitamon,ハイビジョンモニタモン,2,光電殺法之陣（こうでんさっぽうのじん）
hi-visionmonitamon,ハイビジョンモニタモン,3,癒天光(いてんこう）
hi-visionmonitamon,ハイビジョンモニタモン,4,業火弾（ごうかだん）
hi-visionmonitamon,ハイビジョンモニタモン,5,爆水竜（ばくすいりゅう）
hi-visionmonitamon,ハイビジョンモニタモン,6,暴風車（ぼうふうしゃ）
hi-visionmonitamon,ハイビジョンモニタモン,7,雷電閃（らいでんじん）
hi-visionmonitamon,ハイビジョンモニタモン,8,瞬索敵（しゅんさくてき）
baalmon,バアルモン,1,カミウチ
baalmon,バアルモン,2,ギルティッシュ
baalmon,バアルモン,3,リークインフォメーション
neovamdemon,ネオヴァンデモン,1,ナイトメアレイド
neovamdemon,ネオヴァンデモン,2,ブラッディストリームグレイド
neovamdemon,ネオヴァンデモン,3,ギャディアックレイド
dondokomon,ドンドコモン,1,ドンドコ音頭
dondokomon,ドンドコモン,2,乱れ打ちラッシュ
dondokomon,ドンドコモン,3,極め太鼓
donshoutmon,ドンシャウトモン,1,漢魂乱れ太鼓
donshoutmon,ドンシャウトモン,2,ラウディドラマー
dorulumon,ドルルモン,1,ドリルバスター
dorulumon,ドルルモン,2,ドルルトルネード
dorulumon,ドルルモン,3,ドリルブレーダー
dorbickmon,ドルビックモン,1,タイラントコルブラント
dorbickmon,ドルビックモン,2,バーニング・ザ・ドラゴン
dorbickmon,ドルビックモン,3,ドラゴンブレストニックファイア
troopmon,トループモン,1,ハラショーアタック
troopmon,トループモン,2,デスマーチ
deadlyaxemon,デッドリーアックスモン,1,エアスライサー
deadlyaxemon,デッドリーアックスモン,2,アクアレジア
deadlyaxemon,デッドリーアックスモン,3,アクアレイジ
deckerdramon,デッカードラモン,1,デッカードランチャー
deckerdramon,デッカードラモン,2,スモーキーファング
deckerdramon,デッカードラモン,3,ヘビーテイルフック
deckergreymon,デッカーグレイモン,1,プラズマデッカードランチャー
deckergreymon,デッカーグレイモン,2,メイルバードランチャー
deckergreymon,デッカーグレイモン,3,テラデストロイヤー
deckergreymon,デッカーグレイモン,4,ファイナルスパーク
tuwarmon,ツワーモン,1,マンティスダンス
tuwarmon,ツワーモン,2,スモーキンブギ
tyutyumon,チューチューモン,1,チューチュー・ツイッター
chibickmon,チビックモン,1,チンチクリンリン
chibickmon,チビックモン,2,プチシュガープラム
chikurimon,チクリモン,1,ファイナルチクリモン
chikurimon,チクリモン,2,コンペートーハンマー
damemon,ダメモン,1,ブンブン拳
damemon,ダメモン,2,ガンバルカン
damemon,ダメモン,3,ブー・スト・アタック
tactimon,タクティモン,1,壱の太刀
tactimon,タクティモン,2,弐の太刀
tactimon,タクティモン,3,参の太刀
tactimon,タクティモン,4,タネガシマ
tactimon,タクティモン,5,鬼神突
tactimon,タクティモン,6,星割り
darknessbagramon,ダークネスバグラモン,1,ゴッドオブデススナッチャー
darknessbagramon,ダークネスバグラモン,2,バルフィアイズ
darknessbagramon,ダークネスバグラモン,3,エターナルダークメア
darkknightmon,ダークナイトモン,1,ツインスピア
darkknightmon,ダークナイトモン,2,ショルダーブレード
darkknightmon,ダークナイトモン,3,アンデッドソルジャー
zenimon,ゼニモン,1,こめっとランチャー
zenimon,ゼニモン,2,ゼニナゲ
splashmon,スプラッシュモン,1,ポイゾナスフォース
splashmon,スプラッシュモン,2,ハイドロプレッシャー
splashmon,スプラッシュモン,3,ビードラウン
splashmon,スプラッシュモン,4,タイガータイフーン（真の姿時）
sparrowmon,スパロウモン,1,クラッシュブーム
sparrowmon,スパロウモン,2,ウィングエッジ
sparrowmon,スパロウモン,3,ランダムレーザー
starmons,スターモンズ,1,メテオスコール
starmons,スターモンズ,2,ウィッシュアポンアスター
skullknightmonbigaxemode,スカルナイトモン：ビッグアックスモード,1,アックスライダー
skullknightmonbigaxemode,スカルナイトモン：ビッグアックスモード,2,ストームアックス
skullknightmoncavaliermode,スカルナイトモン：騎馬モード,1,キバブレイバー
skullknightmon,スカルナイトモン,1,スピアニードル
skullknightmon,スカルナイトモン,2,ブレストアイ・ウィンク
jokermon,ジョーカーモン,1,ルナティックスラッシュ
jokermon,ジョーカーモン,2,ガイアマジッカー
shonitamon,シャニタモン,1,霞隠
shonitamon,シャニタモン,2,葉隠
dorulucannon,シャウトモン＋ドルルキャノン,1,ドルルキャノン
starsword,シャウトモン＋スターソード,1,スターブレイド
jetsparrow,シャウトモン＋ジェットスパロウ,1,エアシューター
jetsparrow,シャウトモン＋ジェットスパロウ,2,プラズマブラスター
shoutmonx7,シャウトモンX7,1,クロスバーニングロッカー
shoutmonx7,シャウトモンX7,2,ダブルフレアバスター
shoutmonx7,シャウトモンX7,3,セブンビクトライズ
shoutmonx5b,シャウトモンX5B,1,バーストダッシュストリーム
shoutmonx5b,シャウトモンX5B,2,メテオバスターアタック
shoutmonx5b,シャウトモンX5B,3,メテオインパクト
shoutmonx5b,シャウトモンX5B,4,カオスフレア
shoutmonx5b,シャウトモンX5B,5,スターズブレイドセレストライク
shoutmonx5b,シャウトモンX5B,6,バーニングスタークラッシャー
shoutmonx5b,シャウトモンX5B,7,スリービクトライズ
shoutmonx5,シャウトモンX5,1,メテオバスターアタック
shoutmonx5,シャウトモンX5,2,メテオインパクト
shoutmonx5,シャウトモンX5,3,バーニングスタークラッシャー
shoutmonx5,シャウトモンX5,4,スリービクトライズ
shoutmonx4b,シャウトモンX4B,1,スターズブレイドセレストライク
shoutmonx4b,シャウトモンX4B,2,カオスフレア
shoutmonx4b,シャウトモンX4B,3,バーニングスタークラッシャー
shoutmonx4b,シャウトモンX4B,4,スリービクトライズ
shoutmonx4,シャウトモンX4,1,バーニングスタークラッシャー
shoutmonx4,シャウトモンX4,2,スリービクトライズ
shoutmonx4,シャウトモンX4,3,スリーインパクト
shoutmonx4,シャウトモンX4,4,ハイアドモスフェリックプレッシャー
shoutmonx4,シャウトモンX4,5,ビクトライズブーメラン
shoutmonx4,シャウトモンX4,6,バーニングスタースラッシャー
shoutmonx3,シャウトモンX3,1,スリービクトライズ
shoutmonx3,シャウトモンX3,2,スリーインパクト
shoutmonx3,シャウトモンX3,3,ビクトライズブーメラン
shoutmonx2,シャウトモンX2,1,マックアロー
shoutmonx2,シャウトモンX2,2,ホーンブレイカーDX
shoutmonx2,シャウトモンX2,3,バディブラスター
shoutmonx2,シャウトモンX2,4,アームバンカー
shoutmonx2,シャウトモンX2,5,オプティックレーザー
shoutmonx2,シャウトモンX2,6,ミヤバルカン
shoutmondx,シャウトモンDX,1,トライデントジャスファング
shoutmondx,シャウトモンDX,2,ハイパーロックマグナム
shoutmondx,シャウトモンDX,3,エレキバスタークロス
shoutmondx,シャウトモンDX,4,ビクトライズ・バンキング
shoutmondx,シャウトモンDX,5,ブレイブビートロックダブルクロス
shoutmon,シャウトモン,1,ロックダマシー
shoutmon,シャウトモン,2,ソウルクラッシャー
shoutmon,シャウトモン,3,ラウディロッカー
jetmervamon,ジェットメルヴァモン,1,ハートブレイクショット
jetmervamon,ジェットメルヴァモン,2,セクシーダイナマイツ
jetmervamon,ジェットメルヴァモン,3,ウロボロスゲート
jetmervamon,ジェットメルヴァモン,4,スパイシーハードラヴ
jetmervamon,ジェットメルヴァモン,5,ナイトストーカー
jetmervamon,ジェットメルヴァモン,6,ラブポイズン
zekegreymon,ジークグレイモン,1,トライデントファング
zekegreymon,ジークグレイモン,2,デストロイスマッシャー
zekegreymon,ジークグレイモン,3,ジークフレイム
zekegreymon,ジークグレイモン,4,プラズマレールガン
zekegreymon,ジークグレイモン,5,ファイナルストライクス
zamielmon,ザミエールモン,1,スナイプヘッドショット
zamielmon,ザミエールモン,2,ボウカッター
zamielmon,ザミエールモン,3,フットショット
zamielmon,ザミエールモン,4,アローランス
zamielmon,ザミエールモン,5,タービュランスアロー
zamielmon,ザミエールモン,6,ザ・ワールドショット
soundbirdmon,サウンドバードモン,1,ギガスクリーム
soundbirdmon,サウンドバードモン,2,サウンドフィニッシュ
cyberdramon-xwars,サイバードラモン,1,イレイザークロー
cyberdramon-xwars,サイバードラモン,2,グラットンファング
cyberdramon-xwars,サイバードラモン,3,サイバーブレーダー
cyberdramon-xwars,サイバードラモン,4,デスディバイダー
kozenimon,コゼニモン,1,イッチ・ダン・ケツ
kozenimon,コゼニモン,2,￥UE-N
greymon,グレイモン（2010アニメ版）,1,メガフレイム
greymon,グレイモン（2010アニメ版）,2,ブラスターテイル
greymon,グレイモン（2010アニメ版）,3,ホーンストライク
gravimon,グラビモン,1,オクタグラビティ
gravimon,グラビモン,2,ハイグラビティープレッシャー
gravimon,グラビモン,3,グラビティー・バン
cutemon,キュートモン,1,キズナオール
cutemon,キュートモン,2,スグナオール
cutemon,キュートモン,3,ヨクナオール
cutemon,キュートモン,4,スーパーソニックウェーブ
cutemon,キュートモン,5,ウルトラソニックウェーブ
gumdramon,ガムドラモン,1,ランガムブレイク
gumdramon,ガムドラモン,2,ジャックドハンマー
gumdramon,ガムドラモン,3,ファイアーボルテクス
ganemon,ガネモン,1,ゴールドボーリング
ganemon,ガネモン,2,ゴールドプレス
gaossmon,ガオスモン,1,キロフレイム
gaossmon,ガオスモン,2,ヘッドストライク
olegmon,オレーグモン,1,デュアルトマホークブーメラン
olegmon,オレーグモン,2,バイキングヴュッフェ
olegmon,オレーグモン,3,エイジオブディスカバリー
olegmon,オレーグモン,4,ドリームカムズトゥルー
omegashoutmon,オメガシャウトモン,1,ヘヴィメタルバルカン
omegashoutmon,オメガシャウトモン,2,ビクトライズ・バンキング
omegashoutmon,オメガシャウトモン,3,ハードロックダマシー
omegashoutmon,オメガシャウトモン,4,ビートスラッシュ
omegashoutmon,オメガシャウトモン,5,オメガ・ザ・フュージョン
ekakimon,エカキモン,1,ミニミニエカキモン
ekakimon,エカキモン,2,カラフルチェンジ
iguneetmon,イグニートモン,1,ガラパゴスフィールド
iguneetmon,イグニートモン,2,ティモニナイザー
iguneetmon,イグニートモン,3,ファイナルトラベラー
arresterdramon,アレスタードラモン,1,マッハフリッカー
arresterdramon,アレスタードラモン,2,フロッグショット
arresterdramon,アレスタードラモン,3,スピンカリパー
arresterdramon,アレスタードラモン,4,スパイラルシュレッダー
arresterdramon,アレスタードラモン,5,プリズムギャレット
louwemon,レーベモン,1,エーヴィッヒ・シュラーフ
louwemon,レーベモン,2,エントリヒ・メテオール
ranamon,ラーナモン,1,レインストリーム
ranamon,ラーナモン,2,ジェラシーレイン
raihimon,ライヒモン,1,シュバルツ・レールザッツ（黒定理）
raihimon,ライヒモン,2,ロート・クロイツ（赤十字架）
rhinokabuterimon,ライノカブテリモン,1,コンデンサストーム
rhinokabuterimon,ライノカブテリモン,2,サンダーレーザー
mercuremon,メルキューレモン,1,ジェネラスミラー
mercuremon,メルキューレモン,2,オフセットリフレクター
magnagarurumon,マグナガルルモン,1,マシンガンデストロイ
magnagarurumon,マグナガルルモン,2,スターライトベロシティ
bolgmon,ボルグモン,1,アルティメットサンダー
bolgmon,ボルグモン,2,フィールドデストロイヤー
velgrmon,ベルグモン,1,ゾーンデリーター
velgrmon,ベルグモン,2,マスターオブダークネス
petaldramon,ペタルドラモン,1,リーフサイクロン
petaldramon,ペタルドラモン,2,サウザンドスパイク
beowolfmon,ベオウルフモン,1,リヒトアングリフ
beowolfmon,ベオウルフモン,2,ツヴァイハンダー
flamon,フレイモン,1,ベビーサラマンダー
blitzmon,ブリッツモン,1,トールハンマー
blitzmon,ブリッツモン,2,ミョルニルサンダー
