species_id,source_kind,source_id,name_ja,official_detail_url,official_level_or_grade,official_type_or_app_type,official_attribute,profile_sha256,profile_char_count,evidence_signals,base_hp,base_attack,base_defense,base_speed,base_sp_attack,base_sp_defense,bst,battle_type_1,battle_type_2,battle_type_status,catch_rate,exp_yield,growth_rate,confidence,derivation_version
515,digimon,whamon_2,ホエーモン（成熟期）,https://digimon.net/reference/detail.php?directory_name=whamon_2,成熟期,水棲型,ワクチン,5d47adce78d611e50c85e53a9ffb8344ec8b564a4640fc93b09cc0f932132574,156,power:超高:+3 ; hp:巨大:+2 ; type:TYPE_WATER:海:profile:+6 ; type:TYPE_WATER:深海:profile:+2 ; type:TYPE_WATER:水棲:profile:+2 ; type:TYPE_WATER:水棲:official_type:+5 ; type_choice:TYPE_WATER:15 ; growth:official_stage_plus_profile_power:medium_fast,92,83,83,83,83,83,507,TYPE_WATER,,resolved_profile_evidence,154,200,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
516,digimon,gekomon,ゲコモン,https://digimon.net/reference/detail.php?directory_name=gekomon,成熟期,両生類型,ウィルス,cc28bb6e21333681bf4b24f045ddb3716bd665d99f3576461312f962e3f2197f,193,power:超高:+3 ; attack:破壊:+4 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,83,101,83,83,83,83,516,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,151,206,GROWTH_MEDIUM_FAST,low,profile-derived-v1
517,digimon,vorvomon,ヴォーボモン,https://digimon.net/reference/detail.php?directory_name=vorvomon,成長期,岩竜型,ウィルス,dc88b65d3de666bedc667adbc2aad5ec36be1a1cabb3463b715190a30a200200,115,attack:爪:+3 ; special_attack:炎:+3 ; special_attack:火:+2 ; special_attack:熱:+6 ; type:TYPE_FIRE:炎:profile:+2 ; type:TYPE_FIRE:火炎:profile:+2 ; type:TYPE_FIRE:フレイム:profile:+2 ; type:TYPE_FIRE:フレイム:move:+4 ; type:TYPE_FLYING:翼:profile:+2 ; type:TYPE_ROCK:石:profile:+2 ; type:TYPE_ROCK:鉱石:profile:+2 ; type:TYPE_DRAGON:竜:official_type:+5 ; type:TYPE_ROCK:岩:official_type:+4 ; type_choice:TYPE_FIRE:10 ; type_choice:TYPE_ROCK:8 ; growth:official_stage_plus_profile_power:medium_fast,58,72,58,58,108,58,412,TYPE_FIRE,TYPE_ROCK,resolved_profile_evidence,174,175,GROWTH_MEDIUM_FAST,high,profile-derived-v1
518,digimon,atlurballistamon,アトラーバリスタモン,https://digimon.net/reference/detail.php?directory_name=atlurballistamon,"完全体
(クロスウォーズ)",マシーン型,ワクチン,5da75915caf9afa182e6afd5f0c2db8ef42c89c2b6233d33ac4c5e680087ed0d,180,attack:拳:+3 ; attack:パンチ:+3 ; defense:装甲:+5 ; defense:防壁:+5 ; special_attack:電撃:+4 ; special_attack:電磁:+4 ; special_defense:防壁:+4 ; type:TYPE_ELECTRIC:電撃:profile:+2 ; type:TYPE_ELECTRIC:電磁:profile:+2 ; type:TYPE_FIGHTING:拳:profile:+2 ; type:TYPE_FIGHTING:パンチ:profile:+2 ; type:TYPE_STEEL:装甲:profile:+2 ; type:TYPE_STEEL:マシーン:official_type:+5 ; type_choice:TYPE_STEEL:7 ; growth:official_stage_plus_profile_power:medium_slow,100,127,145,100,136,118,726,TYPE_STEEL,,resolved_profile_evidence,107,273,GROWTH_MEDIUM_SLOW,high,profile-derived-v1
519,digimon,omegamon_alter-b,オメガモン Alter-B,https://digimon.net/reference/detail.php?directory_name=omegamon_alter-b,究極体,聖騎士型,ウィルス,e7cf5b19165950f4f0dcf4186b2ea219580d31363fe76bf064ce6b723472563e,98,attack:パワー:+4 ; speed:走:+2 ; type:TYPE_FAIRY:聖:official_type:+3 ; type_candidate:TYPE_FAIRY:3 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:profile:erratic,122,140,122,131,122,122,759,TYPE_NORMAL,,unresolved_low_type_evidence,102,279,GROWTH_ERRATIC,low,profile-derived-v1
520,digimon,blackmachgaogamon,ブラックマッハガオガモン,https://digimon.net/reference/detail.php?directory_name=blackmachgaogamon,完全体,サイボーグ型,データ,9c81df338d32549d80639b49fbd931ea84d5b8a8835bf31ede5994b37363e5c1,179,power:莫大:+4 ; power:超高:+3 ; attack:力:+6 ; attack:拳:+3 ; speed:高速:+10 ; speed:超高速:+7 ; special_attack:音波:+4 ; type:TYPE_FIGHTING:拳:profile:+2 ; type:TYPE_STEEL:サイボーグ:profile:+2 ; type:TYPE_STEEL:サイボーグ:official_type:+5 ; type_choice:TYPE_STEEL:7 ; growth:official_stage_plus_profile_power:medium_slow,113,153,113,189,131,113,812,TYPE_STEEL,,resolved_profile_evidence,69,332,GROWTH_MEDIUM_SLOW,high,profile-derived-v1
521,digimon,blackgaogamon,ブラックガオガモン,https://digimon.net/reference/detail.php?directory_name=blackgaogamon,成熟期,獣型,データ,be6ed098ce1c269dbd53a6282404d8cfe29120871b9c9d09ad455efa66943885,232,power:強力:+3 ; hp:頑丈:+3 ; attack:力:+2 ; attack:爪:+3 ; defense:頑丈:+4 ; speed:スピード:+8 ; type:TYPE_NORMAL:獣型:official_type:+4 ; type_candidate:TYPE_NORMAL:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,97,106,101,119,83,83,589,TYPE_NORMAL,,unresolved_low_type_evidence,133,233,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
522,digimon,falcomon-2006,ファルコモン（２００６アニメ版）,https://digimon.net/reference/detail.php?directory_name=falcomon-2006,成長期,鳥型,ワクチン,3f59052a81afc78208c1b0ee0b862febb5db71a8c82e892c0091cc3d5eccc5a0,207,power:強力:+3 ; attack:力:+4 ; attack:爪:+3 ; attack:剣:+9 ; defense:硬質:+4 ; type:TYPE_FLYING:翼:profile:+4 ; type:TYPE_FLYING:大空:profile:+2 ; type:TYPE_FLYING:羽:profile:+2 ; type:TYPE_FLYING:鳥:official_type:+5 ; type_choice:TYPE_FLYING:13 ; growth:official_stage_plus_profile_power:medium_fast,63,135,81,63,63,63,468,TYPE_FLYING,,resolved_profile_evidence,153,209,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
523,digimon,kudamon-2006,クダモン（２００６アニメ版）,https://digimon.net/reference/detail.php?directory_name=kudamon-2006,成長期,聖獣型,ワクチン,53a4f107c26546bd84478421d90dd2151bdd2ce0bfbcb40964213b5a75f4979e,262,attack:力:+4 ; defense:防御:+5 ; special_attack:ビーム:+4 ; special_attack:光:+6 ; special_defense:聖:+6 ; type:TYPE_FAIRY:聖なる:profile:+6 ; type:TYPE_FAIRY:聖:profile:+6 ; type:TYPE_FAIRY:聖:official_type:+3 ; type:TYPE_NORMAL:獣型:official_type:+4 ; type:TYPE_FAIRY:聖獣:official_type:+4 ; type:TYPE_NORMAL:聖獣:official_type:+2 ; type_choice:TYPE_FAIRY:19 ; growth:official_stage_plus_profile_power:medium_fast,58,76,80,58,103,85,460,TYPE_FAIRY,,resolved_profile_evidence,166,185,GROWTH_MEDIUM_FAST,high,profile-derived-v1
524,digimon,neo,ネオ,https://digimon.net/reference/detail.php?directory_name=neo,不明,不明,不明,e8c6a7a0ec707691e57487ae0769950681c960beed5702f4848176f758deeb3e,417,power:最強:+8 ; power:究極:+5 ; hp:生命:+2 ; attack:力:+6 ; attack:破壊:+4 ; special_defense:聖:+2 ; type:TYPE_GRASS:草:profile:+2 ; type:TYPE_DRAGON:竜:profile:+2 ; type:TYPE_DARK:暗黒:profile:+2 ; type:TYPE_STEEL:機械:profile:+2 ; type:TYPE_FAIRY:聖:profile:+2 ; type_candidate:TYPE_DARK:2 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:slow,106,142,97,97,97,106,645,TYPE_NORMAL,,unresolved_low_type_evidence,100,283,GROWTH_SLOW,medium,profile-derived-v1
525,digimon,yakiimon,ヤキイモン,https://digimon.net/reference/detail.php?directory_name=yakiimon,"成熟期
(クロスウォーズ)",植物型,ワクチン,c5f0171ff508a12f157cd220ccf2eb9b4934df25951e3da4f50a784b32265cb1,228,attack:力:+6 ; attack:拳:+6 ; attack:パンチ:+3 ; special_attack:熱:+6 ; type:TYPE_GRASS:植物:profile:+2 ; type:TYPE_FIGHTING:拳:profile:+4 ; type:TYPE_FIGHTING:パンチ:profile:+2 ; type:TYPE_GRASS:植物:official_type:+5 ; type_choice:TYPE_GRASS:7 ; type_choice:TYPE_FIGHTING:6 ; growth:official_stage_plus_profile_power:medium_fast,78,146,78,78,105,78,563,TYPE_GRASS,TYPE_FIGHTING,resolved_profile_evidence,138,231,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
526,digimon,monimon,モニモン,https://digimon.net/reference/detail.php?directory_name=monimon,"幼年期Ⅱ
(クロスウォーズ)",ブラウン型,,be1dae23c604a41740cb28a85ddff78d86b91eb5831ea540ae1b55472a8e5dcf,229,speed:瞬時:+4 ; type:TYPE_GRASS:草:profile:+2 ; type:TYPE_ROCK:岩:profile:+2 ; type:TYPE_STEEL:鉄:profile:+2 ; type_candidate:TYPE_GRASS:2 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,38,38,38,56,38,38,246,TYPE_NORMAL,,unresolved_low_type_evidence,217,109,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
527,digimon,monitamon,モニタモン,https://digimon.net/reference/detail.php?directory_name=monitamon,"成長期
(クロスウォーズ)",ブラウン型,データ,194e1058c354fbf27cc3e0fdfdc3d151ffe7037b2d92b411ade30bf625644d58,269,attack:力:+6 ; special_attack:火:+6 ; special_attack:光:+3 ; type:TYPE_DRAGON:竜:profile:+2 ; type:TYPE_DRAGON:竜:move:+4 ; type:TYPE_STEEL:鉄:profile:+2 ; type_choice:TYPE_DRAGON:6 ; growth:official_stage_plus_profile_power:medium_fast,58,85,58,58,98,58,415,TYPE_DRAGON,,resolved_profile_evidence,176,171,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
528,digimon,mervamon,メルヴァモン,https://digimon.net/reference/detail.php?directory_name=mervamon,"究極体
(クロスウォーズ)",神人型,ウィルス,afe10a866fc6580565fb0de0774384ebb73550c0476e3c2ad46f5af4e198cdb4,442,power:神:+6 ; attack:パワー:+4 ; attack:剣:+3 ; attack:斬:+6 ; speed:瞬時:+4 ; special_attack:毒:+3 ; type:TYPE_POISON:毒:profile:+2 ; type:TYPE_POISON:ポイズン:profile:+2 ; type:TYPE_POISON:ポイズン:move:+4 ; type:TYPE_DRAGON:竜:profile:+2 ; type:TYPE_FAIRY:神人:official_type:+3 ; type:TYPE_FIGHTING:神人:official_type:+2 ; type_choice:TYPE_POISON:8 ; growth:official_stage_plus_profile_power:slow,133,191,133,151,146,133,887,TYPE_POISON,,resolved_profile_evidence,56,350,GROWTH_SLOW,high,profile-derived-v1
529,digimon,metalgreymon_cyberlauncher,メタルグレイモン＋サイバーランチャー,https://digimon.net/reference/detail.php?directory_name=metalgreymon_cyberlauncher,"完全体
(クロスウォーズ)",強化型,ウィルス,1a37e416ce2784e9407c95b7df5ad4f2cb7823da55bd951b095950519d49d7b1,146,attack:力:+6 ; special_attack:エネルギー:+3 ; special_attack:火:+4 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_slow,100,127,100,100,132,100,659,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,122,250,GROWTH_MEDIUM_SLOW,low,profile-derived-v1
530,digimon,metalgreymon,メタルグレイモン（2010アニメ版）,https://digimon.net/reference/detail.php?directory_name=metalgreymon,"完全体
(クロスウォーズ)",サイボーグ型,ウィルス,1afde98cbb209c0c7fd67848de1fe3ace0776eedab9f2e4edfd63b7b103bf34a,222,power:超高:+6 ; attack:パワー:+8 ; attack:力:+4 ; attack:爪:+3 ; defense:装甲:+5 ; special_attack:エネルギー:+3 ; special_attack:ビーム:+4 ; special_attack:レーザー:+4 ; special_attack:熱:+2 ; type:TYPE_STEEL:装甲:profile:+2 ; type:TYPE_STEEL:サイボーグ:official_type:+5 ; type_choice:TYPE_STEEL:7 ; growth:official_stage_plus_profile_power:medium_slow,111,178,133,111,169,111,813,TYPE_STEEL,,resolved_profile_evidence,73,325,GROWTH_MEDIUM_SLOW,high,profile-derived-v1
531,digimon,mailbirdramon,メイルバードラモン,https://digimon.net/reference/detail.php?directory_name=mailbirdramon,"成熟期
(クロスウォーズ)",マシーン型,データ,2843bafa488aadae8aaa7216011c4b3cea5dea97d469872e7e99fc335926d336,251,power:超高:+3 ; attack:力:+6 ; attack:格闘:+4 ; speed:素早:+5 ; speed:飛行:+2 ; special_attack:エネルギー:+3 ; special_attack:光:+3 ; type:TYPE_FIGHTING:格闘:profile:+2 ; type:TYPE_FLYING:飛行:profile:+2 ; type:TYPE_STEEL:マシーン:official_type:+5 ; type_choice:TYPE_STEEL:5 ; growth:official_stage_plus_profile_power:medium_fast,83,128,83,115,110,83,602,TYPE_STEEL,,resolved_profile_evidence,129,241,GROWTH_MEDIUM_FAST,high,profile-derived-v1
532,digimon,musoknightmon,ムソーナイトモン,https://digimon.net/reference/detail.php?directory_name=musoknightmon,"完全体
(クロスウォーズ)",強化型,ウィルス,f1a0e505a371042b0fe9a50423589a501122f4a56ce05ca9654a97267f9128be,363,power:圧倒:+5 ; attack:パワー:+4 ; attack:力:+6 ; attack:破壊:+4 ; defense:防御:+5 ; special_attack:エネルギー:+3 ; special_attack:衝撃波:+3 ; special_attack:呪:+8 ; special_attack:雷:+9 ; type:TYPE_ELECTRIC:雷:profile:+4 ; type:TYPE_ELECTRIC:雷:move:+4 ; type:TYPE_DARK:暗黒:profile:+2 ; type:TYPE_DARK:ダーク:profile:+6 ; type_choice:TYPE_DARK:8 ; type_choice:TYPE_ELECTRIC:8 ; growth:official_stage_plus_profile_power:medium_slow,109,172,132,109,212,109,843,TYPE_DARK,TYPE_ELECTRIC,resolved_profile_evidence,62,346,GROWTH_MEDIUM_SLOW,high,profile-derived-v1
533,digimon,madleomon:armedmode,マッドレオモン：アームドモード,https://digimon.net/reference/detail.php?directory_name=madleomon:armedmode,"成熟期
(クロスウォーズ)",アンデッド型,ウィルス,2098ec05aa093f143df27d385755e3cb9a7bece5cf3fe376f8bea4ac5904309a,386,attack:破壊:+4 ; speed:走:+4 ; type:TYPE_GROUND:大地:profile:+4 ; type:TYPE_GHOST:アンデッド:official_type:+5 ; type:TYPE_DARK:アンデッド:official_type:+3 ; type_choice:TYPE_GHOST:5 ; growth:profile:erratic,78,96,78,96,78,78,504,TYPE_GHOST,,resolved_profile_evidence,159,193,GROWTH_ERRATIC,medium,profile-derived-v1
534,digimon,madleomon,マッドレオモン,https://digimon.net/reference/detail.php?directory_name=madleomon,"成熟期
(クロスウォーズ)",アンデッド型,ウィルス,d7aa82df0f966f0be933233c7cfae9297d0af3eb7685f18a234442af87976e96,305,power:王:+2 ; attack:パワー:+4 ; attack:拳:+6 ; attack:爪:+6 ; special_attack:毒:+6 ; type:TYPE_FIGHTING:拳:profile:+2 ; type:TYPE_FIGHTING:拳:move:+4 ; type:TYPE_FIGHTING:戦士:profile:+2 ; type:TYPE_POISON:毒:profile:+2 ; type:TYPE_POISON:毒:move:+4 ; type:TYPE_POISON:猛毒:profile:+2 ; type:TYPE_GHOST:アンデッド:official_type:+5 ; type:TYPE_DARK:アンデッド:official_type:+3 ; type_choice:TYPE_FIGHTING:8 ; type_choice:TYPE_POISON:8 ; growth:official_stage_plus_profile_power:medium_fast,82,154,82,82,109,82,591,TYPE_FIGHTING,TYPE_POISON,resolved_profile_evidence,127,247,GROWTH_MEDIUM_FAST,high,profile-derived-v1
535,digimon,bombmon-xwars,ボムモン（2010アニメ版）,https://digimon.net/reference/detail.php?directory_name=bombmon-xwars,"幼年期Ⅰ
(クロスウォーズ)",スライム型,,1fd22d061e57acddfc914f85d33a331f0621230573c229255ac477a4e376db03,203,attack:力:+2 ; special_attack:爆発:+3 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,28,37,28,28,42,28,191,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,230,88,GROWTH_MEDIUM_FAST,low,profile-derived-v1
536,digimon,beelzebumon-xwars,ベルゼブモン（2010アニメ版）,https://digimon.net/reference/detail.php?directory_name=beelzebumon-xwars,"究極体
(クロスウォーズ)",魔王型,ウィルス,745ad1d19153e615db702e6d7f5e99de0c917de858e2df448cac8f065f5c8cde,343,power:絶大:+5 ; power:神:+3 ; hp:巨大:+2 ; attack:力:+4 ; attack:破壊:+4 ; type:TYPE_FIGHTING:戦士:profile:+2 ; type:TYPE_DARK:ダーク:profile:+2 ; type:TYPE_DARK:ダーク:move:+4 ; type:TYPE_DARK:魔王:official_type:+6 ; type_choice:TYPE_DARK:12 ; growth:official_stage_plus_profile_power:slow,145,172,136,136,136,136,861,TYPE_DARK,,resolved_profile_evidence,61,340,GROWTH_SLOW,medium,profile-derived-v1
537,digimon,blastmon,ブラストモン,https://digimon.net/reference/detail.php?directory_name=blastmon,"究極体
(クロスウォーズ)",鉱物型,ワクチン,a63a8249978a0946bd93ccf4c1eec190263d51213713e3d6218b2d56ac32eff0,328,power:超高:+3 ; hp:再生:+4 ; attack:パワー:+4 ; attack:力:+4 ; attack:パンチ:+3 ; attack:破壊:+4 ; defense:鎧:+4 ; defense:硬い:+4 ; defense:硬質:+4 ; special_attack:レーザー:+4 ; special_attack:光:+6 ; special_attack:熱:+2 ; special_defense:再生:+3 ; type:TYPE_FIGHTING:パンチ:profile:+2 ; type:TYPE_ROCK:鉱物:profile:+2 ; type:TYPE_ROCK:クリスタル:profile:+6 ; type:TYPE_ROCK:クリスタル:move:+4 ; type:TYPE_ROCK:鉱物:official_type:+4 ; type_choice:TYPE_ROCK:16 ; growth:official_stage_plus_profile_power:slow,145,195,181,127,181,141,970,TYPE_ROCK,,resolved_profile_evidence,45,366,GROWTH_SLOW,high,profile-derived-v1
538,digimon,footmon,フットモン,https://digimon.net/reference/detail.php?directory_name=footmon,"完全体
(クロスウォーズ)",サイボーグ型,ワクチン,7ee4bc7ff336f97bbae5f27323b2e9e086ce70078b0e75545b9bea28754da7ee,200,special_attack:光:+6 ; type:TYPE_ELECTRIC:ライトニング:profile:+4 ; type:TYPE_ELECTRIC:ライトニング:move:+8 ; type:TYPE_GROUND:地面:profile:+2 ; type:TYPE_STEEL:サイボーグ:official_type:+5 ; type_choice:TYPE_ELECTRIC:12 ; growth:official_stage_plus_profile_power:medium_slow,100,100,100,100,127,100,627,TYPE_ELECTRIC,,resolved_profile_evidence,129,239,GROWTH_MEDIUM_SLOW,medium,profile-derived-v1
539,digimon,pillomon,ピロモン,https://digimon.net/reference/detail.php?directory_name=pillomon,"成長期
(クロスウォーズ)",哺乳類型,ワクチン,4946b5283953640fa56f63e4629c3d9496320b26325e21f3a86dd16b1ab7ca78,216,power:神:+3 ; special_defense:精神:+4 ; type:TYPE_PSYCHIC:精神:profile:+2 ; type:TYPE_PSYCHIC:幻覚:profile:+2 ; type_candidate:TYPE_PSYCHIC:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,63,63,63,63,63,81,396,TYPE_NORMAL,,unresolved_low_type_evidence,178,166,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
540,digimon,pickmon,ピックモン,https://digimon.net/reference/detail.php?directory_name=pickmon,"幼年期Ⅱ
(クロスウォーズ)",マイナー型,,1a1772b872d90666aee61b8d7a1a255c94a2c7aaa58fba97f2533d056fd20204,211,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,38,38,38,38,38,38,228,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,224,96,GROWTH_MEDIUM_FAST,low,profile-derived-v1
541,digimon,baristamon,バリスタモン,https://digimon.net/reference/detail.php?directory_name=baristamon,"成熟期
(クロスウォーズ)",マシーン型,ワクチン,af396a84990bbc7da1b7b473806cc409a053143fe0e1e6d464953602d2c606b0,421,power:圧倒:+5 ; power:強力:+3 ; attack:パワー:+12 ; attack:力:+6 ; attack:粉砕:+5 ; defense:装甲:+15 ; speed:俊敏:+5 ; type:TYPE_FIGHTING:闘士:profile:+2 ; type:TYPE_ROCK:岩:profile:+2 ; type:TYPE_STEEL:装甲:profile:+6 ; type:TYPE_STEEL:マシーン:official_type:+5 ; type_choice:TYPE_STEEL:11 ; growth:official_stage_plus_profile_power:medium_fast,92,196,160,115,92,92,747,TYPE_STEEL,,resolved_profile_evidence,78,321,GROWTH_MEDIUM_FAST,high,profile-derived-v1
542,digimon,bacomon,バコモン,https://digimon.net/reference/detail.php?directory_name=bacomon,"成長期
(クロスウォーズ)",突然変異型,データ,e493fa1d0420ee357c18a3b560750164cbae50889ae939710340ce24bd66aa48,244,stats:balanced:no_specialization_signal_in_official_text ; type:TYPE_NORMAL:突然変異:official_type:+3 ; type_candidate:TYPE_NORMAL:3 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_low_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
543,digimon,bagramon,バグラモン,https://digimon.net/reference/detail.php?directory_name=bagramon,"究極体
(クロスウォーズ)",魔王型,ウィルス,162756ec96be32ec7ace66af5ce65261f8799c5c9cd2f6e67e5dc8a44f377b4f,480,power:神:+9 ; attack:力:+4 ; speed:瞬時:+4 ; special_defense:霊:+6 ; type:TYPE_GHOST:霊:profile:+4 ; type:TYPE_GHOST:魂:profile:+4 ; type:TYPE_FAIRY:天使:profile:+2 ; type:TYPE_DARK:魔王:official_type:+6 ; type_choice:TYPE_GHOST:8 ; type_choice:TYPE_DARK:6 ; growth:official_stage_plus_profile_power:slow,138,156,138,156,138,165,891,TYPE_GHOST,TYPE_DARK,resolved_profile_evidence,55,347,GROWTH_SLOW,medium,profile-derived-v1
544,digimon,hi-visionmonitamon,ハイビジョンモニタモン,https://digimon.net/reference/detail.php?directory_name=hi-visionmonitamon,"成熟期
(クロスウォーズ)",液晶薄型,データ,93e0cfd20c6a8ce74f53b00d75283e782f8d2e5b6d3a20c529c869a19103f144,518,hp:回復:+3 ; attack:力:+6 ; special_attack:火:+4 ; special_attack:雷:+6 ; special_attack:光:+9 ; special_attack:電磁:+12 ; special_attack:熱:+2 ; special_defense:回復:+3 ; type:TYPE_ELECTRIC:雷:profile:+2 ; type:TYPE_ELECTRIC:雷:move:+4 ; type:TYPE_ELECTRIC:電磁:profile:+6 ; type:TYPE_DRAGON:竜:profile:+2 ; type:TYPE_DRAGON:竜:move:+4 ; type_choice:TYPE_ELECTRIC:12 ; growth:official_stage_plus_profile_power:medium_fast,92,105,78,78,226,92,671,TYPE_ELECTRIC,,resolved_profile_evidence,101,295,GROWTH_MEDIUM_FAST,high,profile-derived-v1
545,digimon,baalmon,バアルモン,https://digimon.net/reference/detail.php?directory_name=baalmon,"完全体
(クロスウォーズ)",魔人型,フリー,0069dcfa23e476d60ab0d75cbc115cf64ff268f67169125dee91081c411a3d91,344,power:神:+3 ; power:王:+4 ; defense:防ぐ:+3 ; special_attack:雷:+3 ; type:TYPE_ELECTRIC:雷:profile:+2 ; type:TYPE_GHOST:魂:profile:+4 ; type:TYPE_DARK:魔王:profile:+2 ; type_candidate:TYPE_GHOST:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_slow,113,113,126,113,126,113,704,TYPE_NORMAL,,unresolved_low_type_evidence,102,276,GROWTH_MEDIUM_SLOW,medium,profile-derived-v1
546,digimon,neovamdemon,ネオヴァンデモン,https://digimon.net/reference/detail.php?directory_name=neovamdemon,"究極体
(クロスウォーズ)",アンデッド型,ウィルス,99c4c10f708d9f9134bb9d7a180d9ea8d2b30d3d50b6b59438a1161afd7248e8,425,attack:力:+2 ; attack:爪:+3 ; special_attack:エネルギー:+3 ; special_attack:光:+9 ; special_attack:闇:+9 ; type:TYPE_DARK:闇:profile:+6 ; type:TYPE_NORMAL:生活:profile:+2 ; type:TYPE_GHOST:アンデッド:official_type:+5 ; type:TYPE_DARK:アンデッド:official_type:+3 ; type_choice:TYPE_DARK:9 ; growth:official_stage_plus_profile_power:slow,122,144,122,122,216,122,848,TYPE_DARK,,resolved_profile_evidence,69,336,GROWTH_SLOW,medium,profile-derived-v1
547,digimon,dondokomon,ドンドコモン,https://digimon.net/reference/detail.php?directory_name=dondokomon,"成長期
(クロスウォーズ)",楽器型,ワクチン,e3b1348a4f5eb942b8dc967247eaf32f36fec376c901db3c029561eb60fe66b9,271,power:神:+3 ; special_attack:波動:+4 ; special_attack:衝撃波:+3 ; special_attack:熱:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,63,63,63,63,104,63,419,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,168,183,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
548,digimon,donshoutmon,ドンシャウトモン,https://digimon.net/reference/detail.php?directory_name=donshoutmon,"成熟期
(クロスウォーズ)",強化型,データ,60667e9eea4d808e18e5cdac65d367a982fd4b2bd07bf176fa56b69ae1b98a32,435,attack:叩:+6 ; special_attack:熱:+2 ; type:TYPE_GHOST:魂:profile:+6 ; type:TYPE_GHOST:魂:move:+4 ; type_choice:TYPE_GHOST:10 ; growth:official_stage_plus_profile_power:medium_fast,78,105,78,78,87,78,504,TYPE_GHOST,,resolved_profile_evidence,157,197,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
549,digimon,dorulumon,ドルルモン,https://digimon.net/reference/detail.php?directory_name=dorulumon,"成熟期
(クロスウォーズ)",獣型,ウィルス,f75f4027c1f19fb5d3719c4f7cdc6d6877e1e98bb5342ee0b984ee5d33a531db,349,hp:巨大:+2 ; attack:力:+2 ; attack:粉砕:+5 ; defense:硬質:+4 ; speed:高速:+10 ; speed:走:+2 ; type:TYPE_FIGHTING:戦士:profile:+2 ; type:TYPE_ROCK:岩:profile:+2 ; type:TYPE_DRAGON:竜:profile:+2 ; type:TYPE_NORMAL:獣型:official_type:+4 ; type_candidate:TYPE_NORMAL:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,87,110,96,132,78,78,581,TYPE_NORMAL,,unresolved_low_type_evidence,137,229,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
550,digimon,dorbickmon,ドルビックモン,https://digimon.net/reference/detail.php?directory_name=dorbickmon,"究極体
(クロスウォーズ)",竜人型,ウィルス,a01ca81c8dffa52a466fd9911e6d5deb7740036e2c4ccde0af130949f6d5d649,327,power:圧倒:+5 ; power:強大:+4 ; power:超高:+3 ; attack:パワー:+4 ; attack:力:+6 ; attack:剣:+3 ; speed:スピード:+4 ; speed:一瞬:+3 ; special_attack:炎:+6 ; special_attack:火:+2 ; special_attack:熱:+2 ; type:TYPE_FIRE:炎:profile:+4 ; type:TYPE_DRAGON:龍:profile:+2 ; type:TYPE_DRAGON:ドラゴン:profile:+6 ; type:TYPE_DRAGON:ドラゴン:move:+8 ; type:TYPE_DRAGON:竜:official_type:+5 ; type_choice:TYPE_DRAGON:21 ; growth:profile:fluctuating,144,202,144,175,189,144,998,TYPE_DRAGON,,resolved_profile_evidence,22,399,GROWTH_FLUCTUATING,high,profile-derived-v1
