move_id,name_ja,gameplay_origin,power,accuracy,pp,category,battle_affinity,effect,priority,target,runtime_status
1470,ローゼスレイピア,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1471,フォービドゥンテンプテイション,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1472,無双天翔翼之陣（むそうてんしょうよくのじん）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1473,怒涛闇供喪之舞（どとうやみくものまい）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1474,雷光一閃之突（らいこういっせんのつき）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1475,スパイラルレイヴンクロウ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1476,ブラストウィング,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1477,烏王丸（ちょうおうまる）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1478,ディバインアトーンメント,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1479,ロストルム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1480,カウダ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1481,ファントムターバン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1482,テラーズクラスター,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1483,ラストブレス,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1484,ノウレッジストリーム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1485,セファーラジエール,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1486,マボルト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1487,パニッシュジャッジ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1488,ワイドプラズメント,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1489,サウザンドフィスト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1490,スピリチャルエンチャント,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1491,レイジ・オブ・ワイバーン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1492,ファイナル・クレスト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1493,３Dレイザー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1494,マックスパワーバイス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1495,アルティメットストリーム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1496,バナナスリップ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1497,デス・クリスタル,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1498,ゲヘナ・フレイム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1499,∞（ムゲン）キャノン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1500,タイムアンリミテッド,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1501,フルムーンメテオインパクト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1502,ファイナルミラージュバースト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1503,ルナハーケンスラッシャー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1504,ダブルクレセントミラージュ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1505,フルムーンブラスター,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1506,ゲイルクロー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1507,ストライクロール,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1508,マッドネスメリーゴーランド,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1509,コロナサンクションズ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1510,オーシャンラブ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1511,バインドレッドトリッガー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1512,ハッピーバレットシャワリング,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1513,ケイオストライアングラー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1514,トマホークシュタイナー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1515,エターナルナイトメア,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1516,デススリンガー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1517,フライバレット,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1518,ハリケーンビスショット,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1519,パンデモニウムフレイム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1520,デストロイドラッシュ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1521,インフィニティボーリング,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1522,グラビティプレス,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1523,プラズマステーク,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1524,サンダーバーニア,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1525,エレックガード,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1526,ジャイアントミサイル,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1527,バーストショット,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1528,エクスクレメント,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1529,プラチナエクスクレメント,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1530,プラチナバープ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1531,ニードルスコール,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1532,マルトサイクロン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1533,クリティカルアーム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1534,太極（たいきょく）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1535,黄廻（おうかい）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1536,ネクロミスト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1537,ブリットハンマー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1538,ドラモンブレイカー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1539,トライデントガイア,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1540,ビクトリーチャージ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1541,トランプ・ソード,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1542,獅子羅王漸（ししらおうざん）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1543,フラッシュバンチョーパンチ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1544,護王流伝羅守（ごーるでんらっしゅ）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1545,千本爆砕（せんぼんどっかーん）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1546,特攻漢弾（ぶっこみおとこだま）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1547,ブラッディーフィニッシュ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1548,爆雷天,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1549,レッドバット,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1550,エレクトリックバインド,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1551,エンブレスヘイズ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1552,金剛（こんごう）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1553,アトミック・レイ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1554,ボルテックスペネトレート,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1555,ウェーブオブデプス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1556,ブレイブメタル,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1557,ドルディーン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1558,ヴォルケンクラッツァー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1559,ブロッカーデ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1560,エルンストウェル,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1561,ツヴァングレンツェ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1562,トロンメッサー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1563,インビンシブルソード（無敵剣）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1564,クォ・ヴァディス,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1565,ロイヤルセーバー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1566,ブラックデスクラウド,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1567,デスアロー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1568,エクスプロージョンアイ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1569,メタルインパルス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1570,スプラッターハンティング,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1571,オーガフレイム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1572,グラウンドファング,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1573,ハイランドファング,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1574,カタストロフィーカノン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1575,クレセントハーケン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1576,アロー・オブ・アルテミス,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1577,グッドナイト・ムーン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1578,蒼雷（そうらい）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1579,ダークロアー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1580,ギガスティックランス,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1581,シャインオブビー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1582,ビーサイクロン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1583,魂魄芯撃（こんぱくしんげき）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1584,幻刃無痕（げんじんむこん）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1585,呼応冥軍（こおうめいぐん）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1586,マッハスティンガーＶ（ビクトリー）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1587,セブンヘブンズ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1588,天竜斬破（てんりゅうざんは）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1589,昇竜斬波（しょうりゅうざんぱ）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1590,咬竜斬刃（こうりゅうざんば）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1591,ビフロスト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1592,オーディンズブレス,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1593,ホーリーエスパーダ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1594,ヘブンズリッパー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1595,ソニックスラッシュレイン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1596,ブループロミネンス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1597,天羽々斬（あまのはばきり）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1598,八雷神（やくさのいかづち）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1599,紅焔（こうえん）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1600,ムゲンキャノン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1601,アクセルアーム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1602,タイムデストロイヤー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1603,ズィード砲,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1604,フルメタルブレイズ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1605,ブローバックブレス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1606,メガトンハイドロレーザー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1607,ジャンボクレーター,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1608,ジャンボジェッター,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1609,悟遍路掌（さとりへんろしょう）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1610,霊光蜘蛛之糸（れいこうくものいと）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1611,怠条真言（たいじょうしんごん）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1612,グロリアスバースト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1613,シャイニングブラスト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1614,ジオグレイソード,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1615,ハング・オン・デス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1616,霧幻（むげん）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1617,轍剣成敗（てっけんせいばい）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1618,シュベルトガイスト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1619,アウスジェネリクス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1620,打首獄門,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1621,十文字斬り,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1622,飯綱（いづな）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1623,ネイルクラッシャー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1624,髑髏乱舞（どくろらんぶ),project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1625,カイザーフェニックス,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1626,ミスティックブレイク,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1627,エンド・ワルツ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1628,ゴッドブレス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1629,エクリプスフィンガー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1630,カリュドーンアルクス,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1631,スーパーソニックボイス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1632,デストロイドクラッシュ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1633,クリスタルレボリューション,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1634,アイオブザゴーゴン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1635,グランキラー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1636,グランディスシザー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1637,ディメンションシザー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1638,ザ・キー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1639,ギュプト粒子砲,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1640,ルーインブラスト(破滅の爆薬),project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1641,黄獣偃月刀（きじゅうえんげつとう）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1642,獣狼大回転（じゅうろうだいかいてん),project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1643,激・氷月牙（げき ひょうげつが）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1644,ハートブレイカー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1645,クィーンスタンプ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1646,クィーンスティック,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1647,チェックメイト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1648,キングスティック,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1649,キングダッシュ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1650,サルしばい,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1651,ダイナ・キャノン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1652,グレネードストーム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1653,ギガシーデストロイヤー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1654,スカイウェーブ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1655,鉄拳制裁,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1656,地神！神鳴！神馳！親父！（じしん！かみなり！かじ！おやじ！）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1657,ちゃぶ台返し,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1658,ブラックレクイエム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1659,デッドスクリーム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1660,覇王両断剣,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1661,オーロラブラスター,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1662,ダークプロミネンス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1663,ハイパームゲンキャノン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1664,カオスクラッシャー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1665,スーパージェノサイドアタック,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1666,デモンズディザスター,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1667,ジュデッカプリズン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1668,燐火斬（りんかざん）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1669,ガイアリアクター,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1670,燐火撃（りんかげき）,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
1671,オールデリート,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1672,エデンズジャベリン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1673,セフィロートクリスタル,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
1674,コズミックレイ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
