dm_technique_id,emerald_runtime_move_id,name_ja,owner_count,direct_profile_mention_count,evidence_signals,type,type_status,category,power,accuracy,pp,effect,effect_argument,effect_status,target,priority,makes_contact,derivation_version
1573,2507,ハイランドファング,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,127,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1574,2508,カタストロフィーカノン,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:必殺:profile_context:+4 ; power:強力:profile_context:+2 ; power:破壊:profile_context:+3 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,157,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1575,2509,クレセントハーケン,1,1,type:TYPE_PSYCHIC:幻覚:profile_context:+3 ; type_choice:TYPE_PSYCHIC:3 ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_PSYCHIC,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,138,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1576,2510,アロー・オブ・アルテミス,1,1,type:TYPE_ICE:氷:profile_context:+3 ; type_choice:TYPE_ICE:3 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:206.0>=170.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_ICE,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,138,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1577,2511,グッドナイト・ムーン,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,138,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1578,2512,蒼雷（そうらい）,1,1,type:TYPE_ELECTRIC:雷:name:+6 ; type:TYPE_ELECTRIC:雷:profile_context:+6 ; type:TYPE_FLYING:天空:profile_context:+3 ; type_choice:TYPE_ELECTRIC:12 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:179.0>=147.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_ELECTRIC,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,143,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1579,2513,ダークロアー,1,1,type:TYPE_DARK:ダーク:name:+6 ; type:TYPE_DARK:ダーク:profile_context:+6 ; type_choice:TYPE_DARK:12 ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_DARK,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,120,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1580,2514,ギガスティックランス,1,1,type:TYPE_FAIRY:聖:profile_context:+3 ; type_choice:TYPE_FAIRY:3 ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:ギガ:name:+3 ; power:ギガ:profile_context:+3 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,130,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1581,2515,シャインオブビー,1,1,type:TYPE_FIRE:灼熱:profile_context:+3 ; type_choice:TYPE_FIRE:3 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:148.0>=126.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FIRE,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,106,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1582,2516,ビーサイクロン,1,1,type:TYPE_BUG:蟲:profile_context:+6 ; type:TYPE_STEEL:鉄:profile_context:+3 ; type_choice:TYPE_BUG:6 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:148.0>=126.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_BUG,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,106,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1583,2517,魂魄芯撃（こんぱくしんげき）,1,1,type:TYPE_GHOST:魂:name:+6 ; type:TYPE_GHOST:魂:profile_context:+3 ; type_choice:TYPE_GHOST:9 ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_GHOST,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,174,85,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1584,2518,幻刃無痕（げんじんむこん）,1,1,type:TYPE_PSYCHIC:精神:profile_context:+3 ; type:TYPE_PSYCHIC:幻覚:profile_context:+3 ; type_choice:TYPE_PSYCHIC:6 ; category_scores:physical=6:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_PSYCHIC,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,154,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1585,2519,呼応冥軍（こおうめいぐん）,1,1,type_owner_context:TYPE_PSYCHIC:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:235.0>222.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_PSYCHIC,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,154,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1586,2520,マッハスティンガーＶ（ビクトリー）,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=4:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,142,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1587,2521,セブンヘブンズ,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,130,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1588,2522,天竜斬破（てんりゅうざんは）,1,0,type:TYPE_DRAGON:竜:name:+6 ; type_choice:TYPE_DRAGON:6 ; category_scores:physical=4:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:0,TYPE_DRAGON,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,149,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,true,profile-derived-v1
1589,2523,昇竜斬波（しょうりゅうざんぱ）,1,0,type:TYPE_DRAGON:竜:name:+6 ; type_choice:TYPE_DRAGON:6 ; category_scores:physical=4:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:0,TYPE_DRAGON,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,149,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,true,profile-derived-v1
1590,2524,咬竜斬刃（こうりゅうざんば）,1,0,type:TYPE_DRAGON:竜:name:+6 ; type_choice:TYPE_DRAGON:6 ; category_scores:physical=4:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:0,TYPE_DRAGON,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,149,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,true,profile-derived-v1
1591,2525,ビフロスト,1,1,type:TYPE_FIRE:灼熱:profile_context:+3 ; type:TYPE_FAIRY:聖:profile_context:+3 ; type_choice:TYPE_FAIRY:3 ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,142,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1592,2526,オーディンズブレス,1,1,type:TYPE_ICE:ブリザード:profile_context:+3 ; type:TYPE_FAIRY:聖:profile_context:+3 ; type_choice:TYPE_FAIRY:3 ; category_scores:physical=0:special=8:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,122,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1593,2527,ホーリーエスパーダ,1,1,type:TYPE_FAIRY:ホーリー:name:+6 ; type:TYPE_FAIRY:ホーリー:profile_context:+3 ; type_choice:TYPE_FAIRY:9 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:154.0>122.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,110,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1594,2528,ヘブンズリッパー,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,130,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1595,2529,ソニックスラッシュレイン,1,1,type_owner_context:TYPE_DRAGON:2 ; category_scores:physical=14:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_DRAGON,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,140,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1596,2530,ブループロミネンス,1,1,type:TYPE_STEEL:金属:profile_context:+3 ; type_choice:TYPE_STEEL:3 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:172.0>145.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,120,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1597,2531,天羽々斬（あまのはばきり）,1,1,type:TYPE_FLYING:羽:name:+6 ; type:TYPE_FLYING:羽:profile_context:+3 ; type_choice:TYPE_FLYING:9 ; category_scores:physical=10:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,184,85,5,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,true,profile-derived-v1
1598,2532,八雷神（やくさのいかづち）,1,1,type:TYPE_ELECTRIC:雷:name:+6 ; type:TYPE_ELECTRIC:雷:profile_context:+3 ; type_choice:TYPE_ELECTRIC:9 ; category_scores:physical=2:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:252.0>216.0 ; power:究極:profile_context:+4 ; power:破壊:profile_context:+3 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_ELECTRIC,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,199,85,5,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1599,2533,紅焔（こうえん）,1,1,type:TYPE_FIRE:炎:profile_context:+3 ; type_choice:TYPE_FIRE:3 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:187.0>=160.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FIRE,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,148,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1600,2534,ムゲンキャノン,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=0:special=6:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:キャノン:name:+2 ; power:キャノン:profile_context:+2 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,132,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1601,2535,アクセルアーム,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:キャノン:profile_context:+2 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,122,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1602,2536,タイムデストロイヤー,1,1,type_owner_context:TYPE_DARK:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:184.0>=171.0 ; power:デストロイ:name:+4 ; power:デストロイ:profile_context:+4 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_DARK,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,186,85,5,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1603,2537,ズィード砲,1,1,type:TYPE_STEEL:メタル:profile_context:+3 ; type_choice:TYPE_STEEL:3 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:172.0>=140.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,140,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1604,2538,フルメタルブレイズ,1,1,type:TYPE_FIRE:ブレイズ:name:+6 ; type:TYPE_FIRE:ブレイズ:profile_context:+3 ; type:TYPE_STEEL:メタル:name:+6 ; type:TYPE_STEEL:メタル:profile_context:+3 ; type_choice:TYPE_FIRE:9 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:172.0>=140.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FIRE,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,120,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1605,2539,ブローバックブレス,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=0:special=8:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,120,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1606,2540,メガトンハイドロレーザー,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=0:special=6:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:メガ:name:+2 ; power:メガ:profile_context:+2 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,184,85,5,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1607,2541,ジャンボクレーター,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,144,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1608,2542,ジャンボジェッター,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=2:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:217.0>=141.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,144,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1609,2543,悟遍路掌（さとりへんろしょう）,1,1,type_owner_context:TYPE_GHOST:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:162.0>=122.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_GHOST,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,114,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1610,2544,霊光蜘蛛之糸（れいこうくものいと）,1,1,type:TYPE_GHOST:霊:name:+6 ; type:TYPE_GHOST:霊:profile_context:+3 ; type_choice:TYPE_GHOST:9 ; category_scores:physical=0:special=8:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_GHOST,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,114,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1611,2545,怠条真言（たいじょうしんごん）,1,1,type_owner_context:TYPE_GHOST:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:162.0>=122.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_GHOST,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,114,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1612,2546,グロリアスバースト,1,1,type:TYPE_FLYING:翼:profile_context:+3 ; type_choice:TYPE_FLYING:3 ; category_scores:physical=0:special=10:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:バースト:name:+3 ; power:バースト:profile_context:+3 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,184,85,5,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1613,2547,シャイニングブラスト,1,1,type:TYPE_FLYING:翼:profile_context:+3 ; type_choice:TYPE_FLYING:3 ; category_scores:physical=0:special=8:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,134,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1614,2548,ジオグレイソード,1,1,type:TYPE_GROUND:大地:profile_context:+3 ; type_choice:TYPE_GROUND:3 ; category_scores:physical=8:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_GROUND,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,110,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,true,profile-derived-v1
1615,2549,ハング・オン・デス,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:149.0>122.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_PHYSICAL,127,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1616,2550,霧幻（むげん）,1,1,type:TYPE_PSYCHIC:精神:profile_context:+3 ; type_choice:TYPE_PSYCHIC:3 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:160.0>142.0 ; power:必殺:profile_context:+4 ; power:破壊:profile_context:+3 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_PSYCHIC,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,148,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1617,2551,轍剣成敗（てっけんせいばい）,1,0,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=4:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:0,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,134,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,true,profile-derived-v1
1618,2552,シュベルトガイスト,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:198.0>140.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,134,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1619,2553,アウスジェネリクス,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,102,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1620,2554,打首獄門,1,1,type:TYPE_DRAGON:龍:profile_context:+3 ; type_choice:TYPE_DRAGON:3 ; category_scores:physical=6:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_DRAGON,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,162,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1621,2555,十文字斬り,1,1,type_owner_context:TYPE_DARK:2 ; category_scores:physical=10:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_DARK,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,142,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,true,profile-derived-v1
1622,2556,飯綱（いづな）,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:161.0>=147.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,114,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1623,2557,ネイルクラッシャー,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:クラッシャー:name:+3 ; power:クラッシャー:profile_context:+3 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_PHYSICAL,179,85,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1624,2558,髑髏乱舞（どくろらんぶ),1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:131.0>=122.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,117,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1625,2559,カイザーフェニックス,1,1,type:TYPE_STEEL:メタル:profile_context:+3 ; type_choice:TYPE_STEEL:3 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:136.0>=122.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,120,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
1626,2560,ミスティックブレイク,1,1,type_owner_context:TYPE_FLYING:2 ; category_scores:physical=0:special=4:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,100,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
