kind,id,source_id,name_ja,unicode_codepoints,current_limit,over_limit
technique,468,,"ハピネスフォール",8,16,false
technique,469,,"テイストーン",6,16,false
technique,470,,"スウィートベリー",8,16,false
technique,471,,"ラピッドファイア",8,16,false
technique,472,,"ゴールデントライアングル",12,16,false
technique,473,,"ガトリングアーム",8,16,false
technique,474,,"ダムダムアッパー",8,16,false
technique,475,,"ガルルキャノン",7,16,false
technique,476,,"グレイソード",6,16,false
technique,477,,"セドナ",3,16,false
technique,478,,"アルビオン",5,16,false
technique,479,,"ウルダインパルス",8,16,false
technique,480,,"ランベルタキック",8,16,false
technique,481,,"ソルブロー",5,16,false
technique,482,,"ソルショット",6,16,false
technique,483,,"エクリプスノーン",8,16,false
technique,484,,"ビンジェラード",7,16,false
technique,485,,"デスチャージ",6,16,false
technique,486,,"ゲーズイレイザー",8,16,false
technique,487,,"ファイナルクロスブレード",12,16,false
technique,488,,"クロスバーニングロッカー",12,16,false
technique,489,,"ダブルフレアバスター",10,16,false
technique,490,,"セブンビクトライズ",9,16,false
technique,491,,"ビビサンダー",6,16,false
technique,492,,"ボルトナックル",7,16,false
technique,493,,"スパイラルキック",8,16,false
technique,494,,"ゾーンパチパチ",7,16,false
technique,495,,"パチパチガス",6,16,false
technique,496,,"ダブルラリアット",8,16,false
technique,497,,"プチトルネード",7,16,false
technique,498,,"ピョンダンプ",6,16,false
technique,499,,"ミッコミ",4,16,false
technique,500,,"イヤンタ",4,16,false
technique,501,,"ホーンアタック",7,16,false
technique,502,,"ブレイクロー",6,16,false
technique,503,,"チクチクアタック",8,16,false
technique,504,,"ガーライトネス",7,16,false
technique,505,,"ホワイトライナー",8,16,false
technique,506,,"ダウナーアイ",6,16,false
technique,507,,"ボルケニックドライバー",11,16,false
technique,508,,"ダイヤモンドフィスト",10,16,false
technique,509,,"キルリアン・ブラント",10,16,false
technique,510,,"ライジング・サン",8,16,false
technique,511,,"エレクーゲル",6,16,false
technique,512,,"ブリッツアーム",7,16,false
technique,513,,"ワームベノム",6,16,false
technique,514,,"ポイズンライド",7,16,false
technique,515,,"アクアタワー",6,16,false
technique,516,,"ブレードフィン",7,16,false
technique,517,,"バイオトキシン",7,16,false
technique,518,,"インテンスランテール",10,16,false
technique,519,,"ディビジョンブレイク",10,16,false
technique,520,,"マルチプルシード",8,16,false
technique,521,,"スプラウトラッシュ",9,16,false
technique,522,,"グラン・デル・ソル",9,16,false
technique,523,,"アサルトハチェット",9,16,false
technique,524,,"タイドアップアイビー",10,16,false
technique,525,,"ショットガンモス",8,16,false
technique,526,,"ディストラクショングレネード",14,16,false
technique,527,,"スパイシーオニオン",9,16,false
technique,528,,"デリシャスパティ",8,16,false
technique,529,,"ファイアフェザー",8,16,false
technique,530,,"ピッドスピード",7,16,false
technique,531,,"デザートウィンド",8,16,false
technique,532,,"サンダーレイ",6,16,false
technique,533,,"インセクスオーム",8,16,false
technique,534,,"パイルシェル",6,16,false
technique,535,,"マインドフォッグ",8,16,false
technique,536,,"フリースローボム",8,16,false
technique,537,,"爆・オヤジパンチ",8,16,false
technique,538,,"ギガブラスター",7,16,false
technique,539,,"ホーンバスター改",8,16,false
technique,540,,"メテオスコール",7,16,false
technique,541,,"メテオチャンピオン",9,16,false
technique,542,,"プラズマブレイド",8,16,false
technique,543,,"エキゾーストフレイム",10,16,false
technique,544,,"ライデンブレイド",8,16,false
technique,545,,"ダークネスギア",7,16,false
technique,546,,"旋風縛（せんぷうばく）",11,16,false
technique,547,,"菊燐一閃・號雷斬（きくりんいっせん・ごうらいざん）",25,16,true
technique,548,,"刀華静謐（とうかせいひつ）",13,16,false
technique,549,,"ブラキオバブル",7,16,false
technique,550,,"ブレイドツイスター",9,16,false
technique,551,,"三連星",3,16,false
technique,552,,"ヴォルケーノストライクS",12,16,false
technique,553,,"ハードタックル",7,16,false
technique,554,,"ジャスティスマサカー",10,16,false
technique,555,,"サプライズアタック",9,16,false
technique,556,,"斬電剣",3,16,false
technique,557,,"スカルスタンド",7,16,false
technique,558,,"リーパーストライク",9,16,false
technique,559,,"デザートデスサイズ",9,16,false
technique,560,,"ウィザーウィング",8,16,false
technique,561,,"ロックブレス",6,16,false
technique,562,,"砂かけ",3,16,false
technique,563,,"ダークピューピル",8,16,false
technique,564,,"ポイズンミュークス",9,16,false
technique,565,,"ゴルドリアンラッシュ",10,16,false
technique,566,,"ゴールドエクスクレメント",12,16,false
technique,567,,"ホイールラッシュ",8,16,false
technique,568,,"ソードダンサー",7,16,false
technique,569,,"バーニングスタークラッシャー",14,16,false
technique,570,,"スリービクトライズ",9,16,false
technique,571,,"スリーインパクト",8,16,false
technique,572,,"ビクトライズブーメラン",11,16,false
technique,573,,"ポイズンネイル",7,16,false
technique,574,,"ラッパーコースター",9,16,false
technique,575,,"ワンハンド・スイング",10,16,false
technique,576,,"トルペド・クロッシング",11,16,false
technique,577,,"コッチョン",5,16,false
technique,578,,"ミニデカフレイム",8,16,false
technique,579,,"鼓・爆砕",4,16,false
technique,580,,"頭つぶし",4,16,false
technique,581,,"クールランニング",8,16,false
technique,582,,"急ブレーキスパーク",9,16,false
technique,583,,"ウンチ投げ",5,16,false
technique,584,,"キングスタンプ",7,16,false
technique,585,,"鬼瞬轟拳（きしゅんごうけん）",14,16,false
technique,586,,"獄炎破回蹴（ごくえんはかいしゅう）",17,16,true
technique,587,,"喰雷炎砕破（がらいえんさいは）",15,16,false
technique,588,,"イノセンスブリザード",10,16,false
technique,589,,"フリージングレイ",8,16,false
technique,590,,"ルインリバーヴ",7,16,false
technique,591,,"リムーバルブロウ",8,16,false
technique,592,,"デフロストブレード",9,16,false
technique,593,,"グラシエイトミサイル",10,16,false
technique,594,,"ダイアモンドダスト",9,16,false
technique,595,,"セブンヘルズ",6,16,false
technique,596,,"テスタメント",6,16,false
technique,597,,"ダイジェス",5,16,false
technique,598,,"ディケイズン",6,16,false
technique,599,,"擬遁アイソレーション（ぎとんあいそれーしょん）",23,16,true
technique,600,,"クラックハーケン",8,16,false
technique,601,,"ダイナミックサイファー",11,16,false
technique,602,,"フィレットブレード",9,16,false
technique,603,,"リップルエッジ",7,16,false
technique,604,,"リキッドヴェール",8,16,false
technique,605,,"プレシャスフレア",8,16,false
technique,606,,"ドリームミサイル",8,16,false
technique,607,,"アブソリュートテリトリー",12,16,false
technique,608,,"ナイトメアアッセンブル",11,16,false
technique,609,,"トゥインペタル",7,16,false
technique,610,,"トライデントアームＶＥＲ９.９",15,16,false
technique,611,,"ギガデストロイヤー",9,16,false
technique,612,,"氷獣拳",3,16,false
technique,613,,"雪花火",3,16,false
technique,614,,"エネルギーボム",7,16,false
technique,615,,"エネルギーレーザーボム",11,16,false
technique,616,,"アノードパンチ",7,16,false
technique,617,,"カソードキック",7,16,false
technique,618,,"サンダーボマー",7,16,false
technique,619,,"ヴォルケーノストライク",11,16,false
technique,620,,"トマホークスラッシュ",10,16,false
technique,621,,"グラオ・レルム",7,16,false
technique,622,,"シュヴァルツ・シュトラール",13,16,false
technique,623,,"デッドリーシェード",9,16,false
technique,624,,"マッドバイキング",8,16,false
technique,625,,"アングリーロック",8,16,false
technique,626,,"レイジロック",6,16,false
technique,627,,"シザーズエクスキューション",13,16,false
technique,628,,"ヘビークランチ",7,16,false
technique,629,,"ロックブレイカー",8,16,false
technique,630,,"ファイアーボール",8,16,false
technique,631,,"ファイアーミット",8,16,false
technique,632,,"ソル・キャリバー",8,16,false
technique,633,,"デモリッションホーン",10,16,false
technique,634,,"リュウセイロックダマシー",12,16,false
technique,635,,"植物性の泡",5,16,false
technique,636,,"グリーンピクルス",8,16,false
technique,637,,"シュバシュバポテト",9,16,false
technique,638,,"バッシュドポテト",8,16,false
technique,639,,"アネモダルメノス",8,16,false
technique,640,,"アステロイディス",8,16,false
technique,641,,"ロンヒ・アディスタクト",11,16,false
technique,642,,"クータスタ・キラナ",9,16,false
technique,643,,"カマラ・カルマ",7,16,false
technique,644,,"サマディ・シャンティ",10,16,false
technique,645,,"二刀勢雷（にとうせいらい）",13,16,false
technique,646,,"士道一徹（しどういってつ）",13,16,false
technique,647,,"神電召雷光（しんでんしょうらいこう）",18,16,true
technique,648,,"ブランブルショット",9,16,false
technique,649,,"クリムゾンスポアーズ",10,16,false
technique,650,,"キリングケイデンス",9,16,false
technique,651,,"リズミック・アーツ",9,16,false
technique,652,,"ハウリングブラスト",9,16,false
technique,653,,"アップビートツイスター",11,16,false
technique,654,,"キャノンボールシューター",12,16,false
technique,655,,"ワイルドピッチ",7,16,false
technique,656,,"ラウンドジェイル",8,16,false
technique,657,,"雷撃踵（らいげきしょう）",12,16,false
technique,658,,"武電破弾（ぶでんはだん）",12,16,false
technique,659,,"迅雷廻天戟（じんらいかいてんげき）",17,16,true
technique,660,,"轟炎輪（ごうえんりん）",11,16,false
technique,661,,"灰迅雷瞳（かいじんらいどう）",14,16,false
technique,662,,"響香水月（きょうかすいげつ）",14,16,false
technique,663,,"マーブルインパクト",9,16,false
technique,664,,"ドリームハリケーン",9,16,false
technique,665,,"ラブリーシャワー",8,16,false
technique,666,,"ミニマルフラッシュ",9,16,false
technique,667,,"静電気",3,16,false
technique,668,,"パラライズリック",8,16,false
technique,669,,"ライトニングラッシュ",10,16,false
technique,670,,"ハートビートインパルス",11,16,false
technique,671,,"インセクマインド",8,16,false
technique,672,,"デフィブレイショック",10,16,false
technique,673,,"エレクトリカルフィスト",11,16,false
technique,674,,"サンダードレッド",8,16,false
technique,675,,"ワイワイパー",6,16,false
technique,676,,"マッシグラン",6,16,false
technique,677,,"エレキラッシュ",7,16,false
technique,678,,"プチインパルス",7,16,false
technique,679,,"雅琉々砲（がるるほう）",11,16,false
technique,680,,"虞玲刀（ぐれいとう）",10,16,false
technique,681,,"デストロイクロウ",8,16,false
technique,682,,"アルティメットフレア",10,16,false
technique,683,,"マイアスピウ",6,16,false
technique,684,,"カウスラッガー",7,16,false
technique,685,,"アルナスショット",8,16,false
technique,686,,"カイザーネイル",7,16,false
technique,687,,"メガデス",4,16,false
technique,688,,"トリニティゴスペル",9,16,false
technique,689,,"アシッドインジェクション",12,16,false
technique,690,,"デッドショット",7,16,false
technique,691,,"ヒンダーマイアズマ",9,16,false
technique,692,,"サイキックチェーン",9,16,false
technique,693,,"クラウドビジョン",8,16,false
technique,694,,"ダークウィング",7,16,false
technique,695,,"ポジトロンブラスター",10,16,false
technique,696,,"アルタブレード",7,16,false
technique,697,,"トライデントアーム",9,16,false
technique,698,,"ジガストーム",6,16,false
technique,699,,"ヴァンキッシュミサイル",11,16,false
technique,700,,"マキシマムデモリッシャー",12,16,false
technique,701,,"フルスロットルエッジ",10,16,false
technique,702,,"マッドネスファイア",9,16,false
technique,703,,"パラボリックジャンク",10,16,false
technique,704,,"スクラップティース",9,16,false
technique,705,,"バレッジスイーパー",9,16,false
technique,706,,"レスティングバーナー",10,16,false
technique,707,,"ソニックエクスカベーター",12,16,false
technique,708,,"ホップヒップ",6,16,false
technique,709,,"ポッピンティア",7,16,false
technique,710,,"アナイアレンション",9,16,false
technique,711,,"ルウダメント",6,16,false
technique,712,,"ドライアドスティンガー",11,16,false
technique,713,,"ブラステッドディザスター",12,16,false
technique,714,,"パルシースイート",8,16,false
technique,715,,"ウェイビーオクタヴィスト",12,16,false
technique,716,,"ペタリーカーネイジ",9,16,false
technique,717,,"トロピカルヴェノム",9,16,false
technique,718,,"ラピッドシード",7,16,false
technique,719,,"フルーツラッシュ",8,16,false
technique,720,,"邪念眼",3,16,false
technique,721,,"影縛り",3,16,false
technique,722,,"愚幻",2,16,false
technique,723,,"電撃ビリリン185V",10,16,false
technique,724,,"電撃ビリリン",6,16,false
technique,725,,"パラライズブレス",8,16,false
technique,726,,"ブービーピット",7,16,false
technique,727,,"酸の泡",3,16,false
technique,728,,"リトルプラズマ",7,16,false
technique,729,,"ジャックレイド",7,16,false
technique,730,,"ブリューナストライク",10,16,false
technique,731,,"リアクターディスチャージ",12,16,false
technique,732,,"クルーアルインバイト",10,16,false
technique,733,,"カラミティバイス",8,16,false
technique,734,,"ブラントクロー",7,16,false
technique,735,,"コロニートーピード",9,16,false
technique,736,,"ポセイドンボルテックス",11,16,false
technique,737,,"アクア・バイパー",8,16,false
technique,738,,"サッカーフィッシュダーツ",12,16,false
technique,739,,"フライングフィニッシュ",11,16,false
technique,740,,"レフュージミスト",8,16,false
technique,741,,"コーラルプレッシャー",10,16,false
technique,742,,"ジャイアントグレイター",11,16,false
technique,743,,"カース・リフレクション",11,16,false
technique,744,,"マウントストーン",8,16,false
technique,745,,"グライドロックス",8,16,false
technique,746,,"グリットネイル",7,16,false
technique,747,,"サンドブラスト",7,16,false
technique,748,,"スパイクバスター",8,16,false
technique,749,,"フライングキック",8,16,false
technique,750,,"インフィニティドリーム",11,16,false
technique,751,,"ブレイズスパイカー",9,16,false
technique,752,,"マッハフリッカー",8,16,false
technique,753,,"フロッグショット",8,16,false
technique,754,,"スピンカリバー",7,16,false
technique,755,,"スパイラルシュレッダー",11,16,false
technique,756,,"プリズムギャレット",9,16,false
technique,757,,"フォックスファイアー",10,16,false
technique,758,,"メガフレイム",6,16,false
technique,759,,"ボルトライン",6,16,false
technique,760,,"インプリズメント",8,16,false
technique,761,,"ブルートナックル",8,16,false
technique,762,,"シュガーパウンド",8,16,false
technique,763,,"ブルーブレイブ",7,16,false
technique,764,,"オーロラブレイザー",9,16,false
technique,765,,"リンリンテラピー",8,16,false
technique,766,,"オーロラストリーム",9,16,false
technique,767,,"カッティングエッジ",9,16,false
technique,768,,"クルーティレイン",8,16,false
technique,769,,"フルメタルマシンガン",10,16,false
technique,770,,"クールエッジ",6,16,false
technique,771,,"ムーンテンス",6,16,false
technique,772,,"レドルスター",6,16,false
technique,773,,"レッドリーマー",7,16,false
technique,774,,"ストラッシュサラマンダー",12,16,false
technique,775,,"ガイアブレイブ",7,16,false
technique,776,,"ビートプレス",6,16,false
technique,777,,"ヘクサンダー",6,16,false
technique,778,,"ミラーガード",6,16,false
technique,779,,"ミラーダスト",6,16,false
technique,780,,"ボールトリプ",6,16,false
technique,781,,"天晴れ桜",4,16,false
technique,782,,"扇子返し",4,16,false
technique,783,,"ダイバッチグー",7,16,false
technique,784,,"プチツイスター",7,16,false
technique,785,,"フローズンクロー",8,16,false
technique,786,,"カロスディメンション",10,16,false
technique,787,,"レーザーカノン",7,16,false
technique,788,,"レーザーサーベル",8,16,false
technique,789,,"メッサースパイラル",9,16,false
technique,790,,"N・S・B・M",7,16,false
technique,791,,"レーザーアイ",6,16,false
technique,792,,"ソニックバルカン",8,16,false
technique,793,,"ココンピック",6,16,false
technique,794,,"サモンフロスト",7,16,false
technique,795,,"ヘクトエッジブリザード",11,16,false
technique,796,,"アブソリュートブラスト",11,16,false
technique,797,,"アイスエイジ",6,16,false
technique,798,,"メテオヘイル",6,16,false
technique,799,,"トリックオアトリート・ウォレス",15,16,false
technique,800,,"アトランティックダム",10,16,false
technique,801,,"ワッサムリングジャック",11,16,false
technique,802,,"デスティニー・デス・デストラクション（Death3）",26,16,true
technique,803,,"聖拳滅破",4,16,false
technique,804,,"ナイツ・イントルーダー",11,16,false
technique,805,,"クレイジーギグル",8,16,false
technique,806,,"フレアロックダマシー",10,16,false
technique,807,,"ヘヴィヒートバルカン",10,16,false
technique,808,,"ジアルマグナム",7,16,false
technique,809,,"オメガ・ザ・フュージョン",12,16,false
technique,810,,"エクスラディケート",9,16,false
technique,811,,"メテオライザー",7,16,false
technique,812,,"ゴールデンスクエア",9,16,false
technique,813,,"シークレッドウォール",10,16,false
technique,814,,"ラピッドブラスター",9,16,false
technique,815,,"レーザーガトリングアーム",12,16,false
technique,816,,"ビリオンバレット",8,16,false
technique,817,,"ラブリースプラッシュ",10,16,false
technique,818,,"究極戦技天仰拳",7,16,false
technique,819,,"鉄ゲタ張り手",6,16,false
technique,820,,"ペンドラゴンスパークル",11,16,false
technique,821,,"雷剣ブレイラガハ",8,16,false
technique,822,,"エクストリームテイラー",11,16,false
technique,823,,"イレイズクロー",7,16,false
technique,824,,"サンライズバスター",9,16,false
technique,825,,"ザンスラスト",6,16,false
technique,826,,"スターライトエクスプロージョン",15,16,false
technique,827,,"ジャスティスXキック",10,16,false
technique,828,,"ジャスティスXパンチ",10,16,false
technique,829,,"ジャスティスXブレード",11,16,false
technique,830,,"ボルトブレイク",7,16,false
technique,831,,"サンダークラウド",8,16,false
technique,832,,"胡劉球（こりゅうきゅう）",12,16,false
technique,833,,"石敢当（せっかんとう）",11,16,false
technique,834,,"ティーダ・イヤ",7,16,false
technique,835,,"ビリリンハギュー",8,16,false
technique,836,,"ライトニングスピア",9,16,false
technique,837,,"ヘブンズ・ジャッジメント",12,16,false
technique,838,,"ホーリーマテリアル",9,16,false
technique,839,,"エデンスランス",7,16,false
technique,840,,"グランドホーリーアロー",11,16,false
technique,841,,"ヘブンズチャーム",8,16,false
technique,842,,"スプーキーザッパー",9,16,false
technique,843,,"フェイタルゲイズ",8,16,false
technique,844,,"リワインドアビス13（サーティーン）",18,16,true
technique,845,,"ドラゴンズロア",7,16,false
technique,846,,"ブレス・オブ・ワイバーン",12,16,false
technique,847,,"ドラゴンズガスト",8,16,false
technique,848,,"アウススターベン",8,16,false
technique,849,,"ブラオンネーベル",8,16,false
technique,850,,"アイネ・ビリオン",8,16,false
technique,851,,"ホーリーフレイム",8,16,false
technique,852,,"ホーリーブレイズ",8,16,false
technique,853,,"ソローブルー",6,16,false
technique,854,,"ファンタジーミスト",9,16,false
technique,855,,"ゴッドフレイム",7,16,false
technique,856,,"ゴッドフィスト",7,16,false
technique,857,,"シャドーウィング",8,16,false
technique,858,,"ホーリーチャイム",8,16,false
technique,859,,"チクチクバンバン",8,16,false
technique,860,,"チクチクバムバム",8,16,false
technique,861,,"トーピードアタック",9,16,false
technique,862,,"シックルストリーム",9,16,false
technique,863,,"ブレイジングアイス",9,16,false
technique,864,,"ファロストタイフーン",10,16,false
technique,865,,"ブラックパール",7,16,false
technique,866,,"ブレイジングファイア",10,16,false
technique,867,,"ポイズンアイビー",8,16,false
technique,868,,"ＲＧＢハーブ",6,16,false
technique,869,,"ビークピアス",6,16,false
technique,870,,"ネイルコーム",6,16,false
technique,871,,"スマイリーボム",7,16,false
technique,872,,"ボムシング",5,16,false
technique,873,,"ブレインラプチュアー",10,16,false
technique,874,,"プラネットデストロイヤー",12,16,false
technique,875,,"プラネットデストロイヤージャスティス",18,16,true
technique,876,,"スルトブランダー",8,16,false
technique,877,,"ニヴルヘイムアレスト",10,16,false
technique,878,,"グランドグリーズル",9,16,false
technique,879,,"ヒャズニング・ワルツ",10,16,false
technique,880,,"シャイニングＶフォース",11,16,false
technique,881,,"プラズマシュート",8,16,false
technique,882,,"シャイニングゴールドソーラーストーム",18,16,true
technique,883,,"キングジャベリン",8,16,false
technique,884,,"トライホーンアタック",10,16,false
technique,885,,"ゴールデントライホーンアタック",15,16,false
technique,886,,"シザーアームズΩ３^３",11,16,false
technique,887,,"パラライズテイル",8,16,false
technique,888,,"パラライズ・ボム",8,16,false
technique,889,,"カースオブクィーン",9,16,false
technique,890,,"ロゼッタストーン",8,16,false
technique,891,,"カルトゥーシュ",7,16,false
technique,892,,"アイスアロー",6,16,false
technique,893,,"アイススピアー",7,16,false
technique,894,,"シザーアームズ",7,16,false
technique,895,,"クランチアーム",7,16,false
technique,896,,"ディノバースト",7,16,false
technique,897,,"ディノフラッシュ",8,16,false
technique,898,,"マーチングフィッシィーズ",12,16,false
technique,899,,"シザーアームズミニ",9,16,false
technique,900,,"暗黒のガイアフォース",10,16,false
technique,901,,"ハデスフォース",7,16,false
technique,902,,"アフターバースト",8,16,false
technique,903,,"グレイエム",5,16,false
technique,904,,"エンデブレッヘン",8,16,false
technique,905,,"エネルギアブリッツ",9,16,false
technique,906,,"パンデミックデストロイヤー",13,16,false
technique,907,,"覇王拳",3,16,false
technique,908,,"WEEK END",8,16,false
technique,909,,"BBバーナー",6,16,false
technique,910,,"ジャイロスマッシュ",9,16,false
technique,911,,"クオリアライズブラスト",11,16,false
technique,912,,"スパイラルヴァニッシュ",11,16,false
technique,913,,"デスペレイトボルテックス",12,16,false
technique,914,,"プレデターズバイト",9,16,false
technique,915,,"スパイラル・ヘル",8,16,false
technique,916,,"ギガクリムゾンダイブ",10,16,false
technique,917,,"ヴァーミリオンボルテックス",13,16,false
technique,918,,"ライトニングスティンガー",12,16,false
technique,919,,"クリムゾンスラッシュ",10,16,false
technique,920,,"ソーンウィップ",7,16,false
technique,921,,"ローゼンブラッド",8,16,false
technique,922,,"スマイリーウォーヘッド",11,16,false
technique,923,,"デルモウォーキング",9,16,false
technique,924,,"スパイラルボーン",8,16,false
technique,925,,"ジャイアントクラッシュボーン",14,16,false
technique,926,,"タスクストライクス",9,16,false
technique,927,,"ツンドラブレス",7,16,false
technique,928,,"ジオメトリックフリーザー",12,16,false
technique,929,,"ヘルマニア",5,16,false
technique,930,,"メリーメリーデストラクション",14,16,false
technique,931,,"ヴァンパイアセオリー",10,16,false
technique,932,,"ブラッディドレイン",9,16,false
technique,933,,"パピーハウリング",8,16,false
technique,934,,"パピーポー",5,16,false
technique,935,,"ララバイバブル",7,16,false
technique,936,,"スマイリーヘッドバット",11,16,false
technique,937,,"ペイントスプラッシュ",10,16,false
technique,938,,"プシュー",4,16,false
technique,939,,"ナイト・オブ・ファイアー",12,16,false
technique,940,,"サモンチェイサー",8,16,false
technique,941,,"ファイアーブラスト",9,16,false
technique,942,,"フレイムスナッチ",8,16,false
technique,943,,"ウンチラッシュ",7,16,false
technique,944,,"パラダイスロスト",8,16,false
technique,945,,"パーガトリアルフレイム",11,16,false
technique,946,,"セブンス・ディバイン・クルス",14,16,false
technique,947,,"ナザルネイル",6,16,false
technique,948,,"ファントムペイン",8,16,false
technique,949,,"セブンス・ファシネイト",11,16,false
technique,950,,"カウダ・モルティフェラ",11,16,false
technique,951,,"ロストルム・トリアデンス",12,16,false
technique,952,,"セブンス・ライトニング",11,16,false
technique,953,,"ランプランツス",7,16,false
technique,954,,"ギフトオブダークネス",10,16,false
technique,955,,"セブンス・ペネトレート",11,16,false
technique,956,,"デスルアー",5,16,false
technique,957,,"パンデモニウムロスト",10,16,false
technique,958,,"セブンス・ジュエライズ",11,16,false
technique,959,,"フレイムインフェルノ",10,16,false
technique,960,,"セブンス・グラビトン",10,16,false
technique,961,,"インフェルノバースト",10,16,false
technique,962,,"クルーエルトルネード",10,16,false
technique,963,,"デッドリーブレイクロスト",12,16,false
technique,964,,"アンデッドソルジャー",10,16,false
technique,965,,"ダークネスプリズン",9,16,false
technique,966,,"デモンズクリスタル",9,16,false
technique,967,,"フレイムヘルサイズ",9,16,false
technique,968,,"ビヘッドスラッシャー",10,16,false
technique,969,,"ブロウクンデストロイ",10,16,false
technique,970,,"ウルティマバースト",9,16,false
technique,971,,"チクチクローリング",9,16,false
technique,972,,"おしゃぶり",5,16,false
technique,973,,"バリアブレード",7,16,false
technique,974,,"ライトニングカッター",10,16,false
technique,975,,"ベビーヘイル",6,16,false
technique,976,,"アイスマッシュ",7,16,false
technique,977,,"ライトニングファー",9,16,false
technique,978,,"ケンザンダイブ",7,16,false
technique,979,,"コキュートスブレス",9,16,false
technique,980,,"ガルルトマホーク",8,16,false
technique,981,,"グレイスクロスフリーザー",12,16,false
technique,982,,"トリニティーアーム",9,16,false
technique,983,,"ジャスティスキック",9,16,false
technique,984,,"火電鬼爆波（ひでんきばくは）",14,16,false
technique,985,,"フロストクロー",7,16,false
technique,986,,"裏飯綱（うらいづな）",10,16,false
technique,987,,"胎蔵界曼荼羅（たいぞうかいまんだら）",18,16,true
technique,988,,"ダブルエッジ",6,16,false
technique,989,,"アトミックブラスター",10,16,false
technique,990,,"ロックダマシー",7,16,false
technique,991,,"ソウルクラッシャー",9,16,false
technique,992,,"ラウディロッカー",8,16,false
technique,993,,"ガイアフォースＺＥＲＯ",11,16,false
technique,994,,"メタルストーム",7,16,false
technique,995,,"ヘル・ハウリング",8,16,false
technique,996,,"メギドフレイム",7,16,false
technique,997,,"スリーピーバッド",8,16,false
technique,998,,"フラウカノン",6,16,false
technique,999,,"金剛界曼荼羅（こんごうかいまんだら）",18,16,true
technique,1000,,"此ノ花戦姫万象（このはなせんきばんしょう）",21,16,true
technique,1001,,"宇迦之御魂（うかのみたま）",13,16,false
technique,1002,,"グラトニーフレア",8,16,false
technique,1003,,"ダークネスクロウ",8,16,false
technique,1004,,"ダブルインパクト",8,16,false
technique,1005,,"セブンス・フルクラスター",12,16,false
technique,1006,,"ダブルエッジΣ（シグマ）",12,16,false
technique,1007,,"アトミックメガロブラスター",13,16,false
technique,1008,,"アイン・ソフ・オウル",10,16,false
technique,1009,,"アトミックブレイド",9,16,false
technique,1010,,"スピリットバースト",9,16,false
technique,1011,,"太極旋（たいきょくせん）",12,16,false
technique,1012,,"狐蝶幻（こちょうげん）",11,16,false
technique,1013,,"トコトコダイブ",7,16,false
technique,1014,,"噛み付き",4,16,false
technique,1015,,"ダブルクロウ",6,16,false
technique,1016,,"フライバレット・セグンド",12,16,false
technique,1017,,"ディスタンシア・セロ",10,16,false
technique,1018,,"ジークセイバー",7,16,false
technique,1019,,"ファイナル・エリシオン",11,16,false
technique,1020,,"インフェルノゲート",9,16,false
technique,1021,,"ヘルファイアー",7,16,false
technique,1022,,"クリムゾンブレス",8,16,false
technique,1023,,"クラッシュローリング",10,16,false
technique,1024,,"ベビーブレイズ",7,16,false
technique,1025,,"スマッシュホーン",8,16,false
technique,1026,,"ジ・シュルネン",7,16,false
technique,1027,,"プチファイアー",7,16,false
technique,1028,,"ホーンテッドピルス",9,16,false
technique,1029,,"クレイジーゴーラウンド",11,16,false
technique,1030,,"サンクタス・トルメンタム",12,16,false
technique,1031,,"ロードオブフラタニティ",11,16,false
technique,1032,,"ノブレス・オブ・ルージュ",12,16,false
technique,1033,,"究極戦突剣（きゅうきょくせんとつけん）グランローゼリオ",27,16,true
technique,1034,,"白詰一文字切り",7,16,false
technique,1035,,"白殺（びゃくさい）",9,16,false
technique,1036,,"突蜂（とっほう）",8,16,false
technique,1037,,"ギガデストロイヤーⅡ",10,16,false
technique,1038,,"ヌークリアレーザーⅡ",10,16,false
technique,1039,,"獣王拳",3,16,false
technique,1040,,"ベビーフレイム",7,16,false
technique,1041,,"ベビーバーナー",7,16,false
technique,1042,,"鉄拳断罪",4,16,false
technique,1043,,"シュベルトフリューゲル",11,16,false
technique,1044,,"究極戦刃聖覇剣（きゅうきょくせんじんせいばけん）",24,16,true
technique,1045,,"ディレクトスマッシャー",11,16,false
technique,1046,,"イグニッションプロミネンス",13,16,false
technique,1047,,"デュエルエッジフロージョン",13,16,false
technique,1048,,"バレエガン",5,16,false
technique,1049,,"ウィスレン",5,16,false
technique,1050,,"エンド・オブ・ザ・ワールド",13,16,false
technique,1051,,"マグナヴィジビリティ",10,16,false
technique,1052,,"サモン・アポカリプス",10,16,false
technique,1053,,"ラプターグラップル",9,16,false
technique,1054,,"クラッシュチャージ",9,16,false
technique,1055,,"天波返し（てんばがえし）",12,16,false
technique,1056,,"漢癪ダスト（かんしゃくダスト）",15,16,false
technique,1057,,"世堀クロードリル（よぼりクロードリル）",19,16,true
technique,1058,,"インフェルノディバイド",11,16,false
technique,1059,,"サーベラスイレイズ",9,16,false
technique,1060,,"トイフレイム",6,16,false
technique,1061,,"アストロボンバー",8,16,false
technique,1062,,"ダイナマイトソウル",9,16,false
technique,1063,,"甕布都神（ミカフツノカミ）",13,16,false
technique,1064,,"羽黒（ハグロ）",7,16,false
technique,1065,,"リザードダンス",7,16,false
technique,1066,,"ヴァイスシュピラーレ",10,16,false
technique,1067,,"シュバルツナーゲル",9,16,false
technique,1068,,"デルブリッツ",6,16,false
