emerald_species_id,source_kind,source_id,source_numeric_id,name_ja,name_localized,level_or_grade,official_type,official_attribute,source_url
735,digimon,beelzebumonblastmode,,ベルゼブモン：ブラストモード,BEELZEBUMON:BLASTMODE,究極体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=beelzebumonblastmode
736,digimon,beelzebumon,,ベルゼブモン,BEELZEBUMON,究極体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=beelzebumon
737,digimon,beelstarmon,,ベルスターモン,BEELSTARMON,究極体,魔人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=beelstarmon
738,digimon,belialvamdemon,,ベリアルヴァンデモン,BELIALVAMDEMON,究極体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=belialvamdemon
739,digimon,heraklekabuterimon,,ヘラクルカブテリモン,HERAKLEKABUTERIMON,究極体,昆虫型,ワクチン,https://digimon.net/reference/detail.php?directory_name=heraklekabuterimon
740,digimon,plesiomon,,プレシオモン,PLESIOMON,究極体,首長竜型,データ,https://digimon.net/reference/detail.php?directory_name=plesiomon
741,digimon,breakdramon,,ブレイクドラモン,BREAKDRAMON,究極体,機竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=breakdramon
742,digimon,princemamemon,,プリンスマメモン,PRINCEMAMEMON,究極体,突然変異型,データ,https://digimon.net/reference/detail.php?directory_name=princemamemon
743,digimon,blitzgreymon,,ブリッツグレイモン,BLITZGREYMON,究極体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=blitzgreymon
744,digimon,blacksaintgalgomon,,ブラックセントガルゴモン,BLACKSAINTGALGOMON,究極体,マシーン型,ワクチン,https://digimon.net/reference/detail.php?directory_name=blacksaintgalgomon
745,digimon,blackwargreymon,,ブラックウォーグレイモン,BLACKWARGREYMON,究極体,竜人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=blackwargreymon
746,digimon,platinumnumemon,,プラチナヌメモン,PLATINUMNUMEMON,究極体,突然変異型,ウィルス,https://digimon.net/reference/detail.php?directory_name=platinumnumemon
747,digimon,pukumon,,プクモン,PUKUMON,究極体,突然変異型,ウィルス,https://digimon.net/reference/detail.php?directory_name=pukumon
748,digimon,fujinmon,,フウジンモン,FUJINMON,究極体,マシーン型,ワクチン,https://digimon.net/reference/detail.php?directory_name=fujinmon
749,digimon,huanglongmon,,ファンロンモン,HUANGLONGMON,究極体,神獣型,NO DATA,https://digimon.net/reference/detail.php?directory_name=huanglongmon
750,digimon,pharaohmon,,ファラオモン,PHARAOHMON,究極体,魔人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=pharaohmon
751,digimon,pinochimon,,ピノッキモン,PINOCHIMON,究極体,パペット型,ウィルス,https://digimon.net/reference/detail.php?directory_name=pinochimon
752,digimon,victorygreymon,,ビクトリーグレイモン,VICTORYGREYMON,究極体,竜人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=victorygreymon
753,digimon,piemon,,ピエモン,PIEMON,究極体,魔人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=piemon
754,digimon,bancholeomon,,バンチョーレオモン,BANCHOLEOMON,究極体,獣人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=bancholeomon
755,digimon,banchomamemon,,バンチョーマメモン,BANCHOMAMEMON,究極体,突然変異型,データ,https://digimon.net/reference/detail.php?directory_name=banchomamemon
756,digimon,banchostingmon,,バンチョースティングモン,BANCHOSTINGMON,究極体,昆虫型,フリー,https://digimon.net/reference/detail.php?directory_name=banchostingmon
757,digimon,barbamon,,バルバモン,BARBAMON,究極体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=barbamon
758,digimon,parasimon,,パラサイモン,PARASIMON,究極体,寄生型,ウィルス,https://digimon.net/reference/detail.php?directory_name=parasimon
759,digimon,babamon,,ババモン,BABAMON,究極体,エンシェント型,ワクチン,https://digimon.net/reference/detail.php?directory_name=babamon
760,digimon,baihumon,,バイフーモン,BAIHUMON,究極体,聖獣型,データ,https://digimon.net/reference/detail.php?directory_name=baihumon
761,digimon,hiandromon,,ハイアンドロモン,HIANDROMON,究極体,サイボーグ型,ワクチン,https://digimon.net/reference/detail.php?directory_name=hiandromon
762,digimon,neptunemon,,ネプトゥーンモン,NEPTUNEMON,究極体,神人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=neptunemon
763,digimon,dorugoramon,,ドルゴラモン,DORUGORAMON,究極体,獣竜型,データ,https://digimon.net/reference/detail.php?directory_name=dorugoramon
764,digimon,duftmonleopardmode,,ドゥフトモン：レオパルドモード,DUFTMON:LEOPARDMODE,究極体,聖騎士型,データ,https://digimon.net/reference/detail.php?directory_name=duftmonleopardmode
765,digimon,duftmon,,ドゥフトモン,DUFTMON,究極体,聖騎士型,データ,https://digimon.net/reference/detail.php?directory_name=duftmon
766,digimon,durandamon,,デュランダモン,DURANDAMON,究極体,聖剣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=durandamon
767,digimon,dynasmon,,デュナスモン,DYNASMON,究極体,聖騎士型,データ,https://digimon.net/reference/detail.php?directory_name=dynasmon
768,digimon,dukemoncrimsonmode,,デュークモン：クリムゾンモード,DUKEMON:CRIMSONMODE,究極体,聖騎士型,ウィルス,https://digimon.net/reference/detail.php?directory_name=dukemoncrimsonmode
769,digimon,dukemon,,デュークモン,DUKEMON,究極体,聖騎士型,ウィルス,https://digimon.net/reference/detail.php?directory_name=dukemon
770,digimon,devitamamon,,デビタマモン,DEVITAMAMON,究極体,突然変異型,データ,https://digimon.net/reference/detail.php?directory_name=devitamamon
771,digimon,deathmon-black,,デスモン（黒）,DEATHMON-BLACK,究極体,魔王型,データ,https://digimon.net/reference/detail.php?directory_name=deathmon-black
772,digimon,deathmon,,デスモン,DEATHMON,究極体,魔王型,データ,https://digimon.net/reference/detail.php?directory_name=deathmon
773,digimon,death-x-mon,,デクスモン,DEATH-X-MON,究極体,解析不能,ウィルス,https://digimon.net/reference/detail.php?directory_name=death-x-mon
774,digimon,demon,,デーモン,DEMON,究極体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=demon
775,digimon,death-x-dorugoramon,,デクスドルゴラモン,DEATH-X-DORUGORAMON,究極体,アンデッド型,ウィルス,https://digimon.net/reference/detail.php?directory_name=death-x-dorugoramon
776,digimon,dinorexmon,,ディノレクスモン,DINOREXMON,究極体,恐竜型,データ,https://digimon.net/reference/detail.php?directory_name=dinorexmon
777,digimon,dinotigermon,,ディノタイガモン,DINOTIGERMON,究極体,古代獣型,データ,https://digimon.net/reference/detail.php?directory_name=dinotigermon
778,digimon,diablomon,,ディアボロモン,DIABLOMON,究極体,種族不明,不明,https://digimon.net/reference/detail.php?directory_name=diablomon
779,digimon,dianamon,,ディアナモン,DIANAMON,究極体,神人型,データ,https://digimon.net/reference/detail.php?directory_name=dianamon
780,digimon,qinglongmon,,チンロンモン,QINGLONGMON,究極体,聖竜型,データ,https://digimon.net/reference/detail.php?directory_name=qinglongmon
781,digimon,darkdramon,,ダークドラモン,DARKDRAMON,究極体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=darkdramon
782,digimon,tyrantkabuterimon,,タイラントカブテリモン,TYRANTKABUTERIMON,究極体,昆虫型,ウィルス,https://digimon.net/reference/detail.php?directory_name=tyrantkabuterimon
783,digimon,titamon,,タイタモン,TITAMON,究極体,神人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=titamon
784,digimon,tigervespamon,,タイガーヴェスパモン,TIGERVESPAMON,究極体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=tigervespamon
785,digimon,saintgalgomon,,セントガルゴモン,SAINTGALGOMON,究極体,マシーン型,ワクチン,https://digimon.net/reference/detail.php?directory_name=saintgalgomon
786,digimon,seraphimon,,セラフィモン,SERAPHIMON,究極体,熾天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=seraphimon
787,digimon,slayerdramon,,スレイヤードラモン,SLAYERDRAMON,究極体,竜人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=slayerdramon
788,digimon,sleipmon,,スレイプモン,SLEIPMON,究極体,聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=sleipmon
789,digimon,slashangemon,,スラッシュエンジェモン,SLASHANGEMON,究極体,能天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=slashangemon
790,digimon,spinomon,,スピノモン,SPINOMON,究極体,恐竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=spinomon
791,digimon,susanoomon,,スサノオモン,SUSANOOMON,究極体,神人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=susanoomon
792,digimon,skullmammon,,スカルマンモン,SKULLMAMMON,究極体,アンデッド型,ワクチン,https://digimon.net/reference/detail.php?directory_name=skullmammon
793,digimon,zhuqiaomon,,スーツェーモン,ZHUQIAOMON,究極体,聖鳥型,ウィルス,https://digimon.net/reference/detail.php?directory_name=zhuqiaomon
794,digimon,suijinmon,,スイジンモン,SUIJINMON,究極体,マシーン型,データ,https://digimon.net/reference/detail.php?directory_name=suijinmon
795,digimon,zeedmillenniumon,,ズィードミレニアモン,ZEEDMILLENNIUMON,究極体,邪神型,ウィルス,https://digimon.net/reference/detail.php?directory_name=zeedmillenniumon
796,digimon,zdgarurumon,,ズィードガルルモン,ZDGARURUMON,究極体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=zdgarurumon
797,digimon,jumbogamemon,,ジャンボガメモン,JUMBOGAMEMON,究極体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=jumbogamemon
798,digimon,justimon,,ジャスティモン：アクセルアーム,JUSTIMON,究極体,サイボーグ型,ワクチン,https://digimon.net/reference/detail.php?directory_name=justimon
799,digimon,shakamon,,シャカモン,SHAKAMON,究極体,如来型,ワクチン,https://digimon.net/reference/detail.php?directory_name=shakamon
800,digimon,shinegreymonburstmode,,シャイングレイモン：バーストモード,SHINEGREYMON:BURSTMODE,究極体,光竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=shinegreymonburstmode
801,digimon,shinegreymon,,シャイングレイモン,SHINEGREYMON,究極体,光竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=shinegreymon
802,digimon,jijimon,,ジジモン,JIJIMON,究極体,エンシェント型,ワクチン,https://digimon.net/reference/detail.php?directory_name=jijimon
803,digimon,xuanwumon,,シェンウーモン,XUANWUMON,究極体,聖獣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=xuanwumon
804,digimon,jesmon,,ジエスモン,JESMON,究極体,聖騎士型,データ,https://digimon.net/reference/detail.php?directory_name=jesmon
805,digimon,zanbamon,,ザンバモン,ZANBAMON,究極体,魔人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=zanbamon
806,digimon,sakuyamon:mikomode,,サクヤモン：巫女モード,SAKUYAMON:MIKOMODE,究極体,神人型,データ,https://digimon.net/reference/detail.php?directory_name=sakuyamon:mikomode
807,digimon,sakuyamon,,サクヤモン,SAKUYAMON,究極体,神人型,データ,https://digimon.net/reference/detail.php?directory_name=sakuyamon
808,digimon,saberleomon,,サーベルレオモン,SABERLEOMON,究極体,古代獣型,データ,https://digimon.net/reference/detail.php?directory_name=saberleomon
809,digimon,goddramon,,ゴッドドラモン,GODDRAMON,究極体,聖竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=goddramon
810,digimon,gokumon,,ゴクモン,GOKUMON,究極体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=gokumon
811,digimon,cherubimon-vice,,ケルビモン（悪）,CHERUBIMON-VICE,究極体,智天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=cherubimon-vice
812,digimon,cherubimon,,ケルビモン（善）,CHERUBIMON,究極体,智天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=cherubimon
813,digimon,crossmon,,クロスモン,CROSSMON,究極体,巨鳥型,ワクチン,https://digimon.net/reference/detail.php?directory_name=crossmon
814,digimon,craniummon,,クレニアムモン,CRANIUMMON,究極体,聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=craniummon
815,digimon,gracenovamon,,グレイスノヴァモン,GRACENOVAMON,究極体,銀河型,ワクチン,https://digimon.net/reference/detail.php?directory_name=gracenovamon
816,digimon,griffomon,,グリフォモン,GRIFFOMON,究極体,幻獣型,データ,https://digimon.net/reference/detail.php?directory_name=griffomon
817,digimon,grandlocomon,,グランドロコモン,GRANDLOCOMON,究極体,マシーン型,データ,https://digimon.net/reference/detail.php?directory_name=grandlocomon
818,digimon,granddracumon,,グランドラクモン,GRANDDRACUMON,究極体,魔獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=granddracumon
819,digimon,grandiskuwagamon,,グランディスクワガーモン,GRANDISKUWAGAMON,究極体,昆虫型,ウィルス,https://digimon.net/reference/detail.php?directory_name=grandiskuwagamon
820,digimon,grankuwagamon,,グランクワガーモン,GRANKUWAGAMON,究極体,昆虫型,フリー,https://digimon.net/reference/detail.php?directory_name=grankuwagamon
821,digimon,clavisangemon,,クラヴィスエンジェモン,CLAVISANGEMON,究極体,力天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=clavisangemon
822,digimon,kuzuhamon,,クズハモン,KUZUHAMON,究極体,神人型,データ,https://digimon.net/reference/detail.php?directory_name=kuzuhamon
823,digimon,quartzmon,,クオーツモン,QUARTZMON,究極体,種族不明,不明,https://digimon.net/reference/detail.php?directory_name=quartzmon
824,digimon,cresgarurumon,,クーレスガルルモン,CRESGARURUMON,究極体,獣騎士型,データ,https://digimon.net/reference/detail.php?directory_name=cresgarurumon
825,digimon,queenchessmon,,クイーンチェスモン,QUEENCHESSMON,究極体,パペット型,ウィルス,https://digimon.net/reference/detail.php?directory_name=queenchessmon
826,digimon,kingchessmon,,キングチェスモン,KINGCHESSMON,究極体,パペット型,ウィルス,https://digimon.net/reference/detail.php?directory_name=kingchessmon
827,digimon,kingetemon,,キングエテモン,KINGETEMON,究極体,パペット型,ウィルス,https://digimon.net/reference/detail.php?directory_name=kingetemon
828,digimon,cannondramon,,キャノンドラモン,CANNONDRAMON,究極体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=cannondramon
829,digimon,gigaseadramon,,ギガシードラモン,GIGASEADRAMON,究極体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=gigaseadramon
830,digimon,gankoomon,,ガンクゥモン,GANKOOMON,究極体,聖騎士型,データ,https://digimon.net/reference/detail.php?directory_name=gankoomon
831,digimon,gulfmon,,ガルフモン,GULFMON,究極体,魔獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=gulfmon
832,digimon,chaosmonvaldurarm,,カオスモン：ヴァロドゥルアーム,CHAOSMONVALDURARM,究極体,特異型,ワクチン,https://digimon.net/reference/detail.php?directory_name=chaosmonvaldurarm
833,digimon,chaosmon,,カオスモン,CHAOSMON,究極体,特異型,ワクチン,https://digimon.net/reference/detail.php?directory_name=chaosmon
834,digimon,chaosdramon-x,,カオスドラモン（X抗体）,CHAOSDRAMON-X,究極体,マシーン型,ウィルス,https://digimon.net/reference/detail.php?directory_name=chaosdramon-x
835,digimon,chaosdramon,,カオスドラモン,CHAOSDRAMON,究極体,マシーン型,ウィルス,https://digimon.net/reference/detail.php?directory_name=chaosdramon
836,digimon,chaosdukemon,,カオスデュークモン,CHAOSDUKEMON,究極体,暗黒騎士型,ウィルス,https://digimon.net/reference/detail.php?directory_name=chaosdukemon
837,digimon,gaioumon,,ガイオウモン,GAIOUMON,究極体,竜人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=gaioumon
838,digimon,omegamon-alter-s,,オメガモン Alter-S,OMEGAMON_ALTER-S,究極体,聖騎士型,ウィルス,https://digimon.net/reference/detail.php?directory_name=omegamon-alter-s
839,digimon,omegamon-x,,オメガモン（X抗体）,OMEGAMON-X,究極体,聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=omegamon-x
840,digimon,omegamon,,オメガモン,OMEGAMON,究極体,聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=omegamon
841,digimon,ofanimonfalldownmode,,オファニモン：フォールダウンモード,OFANIMON:FALLDOWNMODE,究極体,堕天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=ofanimonfalldownmode
842,digimon,ofanimon,,オファニモン,OFANIMON,究極体,座天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=ofanimon
843,digimon,ornismon,,オニスモン,ORNISMON,究極体,古代鳥型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ornismon
844,digimon,ogudomon,,オグドモン,OGUDOMON,究極体,化身型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ogudomon
845,digimon,ouryumon,,オウリュウモン,OURYUMON,究極体,獣竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=ouryumon
846,digimon,ancientwisetmon,,エンシェントワイズモン,ANCIENTWISETMON,究極体,古代突然変異型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ancientwisetmon
847,digimon,ancientmegatheriumon,,エンシェントメガテリウモン,ANCIENTMEGATHERIUMON,究極体,古代獣型,データ,https://digimon.net/reference/detail.php?directory_name=ancientmegatheriumon
848,digimon,ancientmermaimon,,エンシェントマーメイモン,ANCIENTMERMAIMON,究極体,古代水棲獣人型,データ,https://digimon.net/reference/detail.php?directory_name=ancientmermaimon
849,digimon,ancientvolcamon,,エンシェントボルケーモン,ANCIENTVOLCAMON,究極体,古代鉱物型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ancientvolcamon
850,digimon,ancientbeatmon,,エンシェントビートモン,ANCIENTBEATMON,究極体,古代昆虫型,ワクチン,https://digimon.net/reference/detail.php?directory_name=ancientbeatmon
851,digimon,ancienttroiamon,,エンシェントトロイアモン,ANCIENTTROIAMON,究極体,古代植物型,データ,https://digimon.net/reference/detail.php?directory_name=ancienttroiamon
852,digimon,ancientsphinkmon,,エンシェントスフィンクモン,ANCIENTSPHINKMON,究極体,古代幻獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ancientsphinkmon
853,digimon,ancientgreymon,,エンシェントグレイモン,ANCIENTGREYMON,究極体,古代竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=ancientgreymon
854,digimon,ancientgarurumon,,エンシェントガルルモン,ANCIENTGARURUMON,究極体,古代獣型,データ,https://digimon.net/reference/detail.php?directory_name=ancientgarurumon
855,digimon,ancientirismon,,エンシェントイリスモン,ANCIENTIRISMON,究極体,古代鳥人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=ancientirismon
856,digimon,eldoradimon,,エルドラディモン,ELDORADIMON,究極体,突然変異型,データ,https://digimon.net/reference/detail.php?directory_name=eldoradimon
857,digimon,examon,,エグザモン,EXAMON,究極体,聖騎士型,データ,https://digimon.net/reference/detail.php?directory_name=examon
858,digimon,vulcanusmon,,ウルカヌスモン,VULCANUSMON,究極体,神人型,データ,https://digimon.net/reference/detail.php?directory_name=vulcanusmon
859,digimon,wargreymon,,ウォーグレイモン,WARGREYMON,究極体,竜人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=wargreymon
860,digimon,venomvamdemon,,ヴェノムヴァンデモン,VENOMVAMDEMON,究極体,魔獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=venomvamdemon
861,digimon,venusmon,,ウェヌスモン,VENUSMON,究極体,神人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=venusmon
862,digimon,valdurmon,,ヴァロドゥルモン,VALDURMON,究極体,聖鳥型,ワクチン,https://digimon.net/reference/detail.php?directory_name=valdurmon
863,digimon,valkyrimon,,ヴァルキリモン,VALKYRIMON,究極体,戦士型,フリー,https://digimon.net/reference/detail.php?directory_name=valkyrimon
864,digimon,vikemon,,ヴァイクモン,VIKEMON,究極体,獣人型,フリー,https://digimon.net/reference/detail.php?directory_name=vikemon
865,digimon,ebemon,,イーバモン,EBEMON,究極体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ebemon
866,digimon,ageisdramon,,イージスドラモン,AGEISDRAMON,究極体,サイボーグ型,ワクチン,https://digimon.net/reference/detail.php?directory_name=ageisdramon
867,digimon,imperialdramonfightermode,,インペリアルドラモン：ファイターモード,IMPERIALDRAMON:FIGHTERMODE,究極体,古代竜人型,フリー,https://digimon.net/reference/detail.php?directory_name=imperialdramonfightermode
868,digimon,imperialdramonpaladinmode,,インペリアルドラモン：パラディンモード,IMPERIALDRAMON:PALADINMODE,究極体,古代聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=imperialdramonpaladinmode
869,digimon,imperialdramondragonmode,,インペリアルドラモン：ドラゴンモード,IMPERIALDRAMON:DRAGONMODE,究極体,古代竜型,フリー,https://digimon.net/reference/detail.php?directory_name=imperialdramondragonmode
870,digimon,yggdrasill7d6,,イグドラシル＿７Ｄ６,YGGDRASILL7D6,究極体,９０００型,不明,https://digimon.net/reference/detail.php?directory_name=yggdrasill7d6
871,digimon,ulforcevdramon,,アルフォースブイドラモン,ULFORCEVDRAMON,究極体,聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=ulforcevdramon
872,digimon,alphamon:ouryuken,,アルファモン：王竜剣,ALPHAMON:OURYUKEN,究極体,NO DATA,ワクチン,https://digimon.net/reference/detail.php?directory_name=alphamon:ouryuken
873,digimon,alphamon,,アルファモン,ALPHAMON,究極体,聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=alphamon
874,digimon,ultimatebrakimon,,アルティメットブラキモン,ULTIMATEBRAKIMON,究極体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=ultimatebrakimon
875,digimon,algomon,,アルゴモン,ALGOMON_MEGA,究極体,突然変異型,ウィルス,https://digimon.net/reference/detail.php?directory_name=algomon
876,digimon,apollomon,,アポロモン,APOLLOMON,究極体,神人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=apollomon
877,digimon,apoclymon,,アポカリモン,APOCLYMON,究極体,種族不明,不明,https://digimon.net/reference/detail.php?directory_name=apoclymon
878,digimon,anubimon,,アヌビモン,ANUBIMON,究極体,神人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=anubimon
879,digimon,armagemon,,アーマゲモン,ARMAGEMON,究極体,種族不明,不明,https://digimon.net/reference/detail.php?directory_name=armagemon
880,digimon,avengekidmon,,アヴェンジキッドモン,AVENGEKIDMON,究極体,竜人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=avengekidmon
881,digimon,warumonzaemon,,ワルもんざえモン,WARUMONZAEMON,完全体,パペット型,ウィルス,https://digimon.net/reference/detail.php?directory_name=warumonzaemon
882,digimon,waruseadramon,,ワルシードラモン,WARUSEADRAMON,完全体,水棲型,ウィルス,https://digimon.net/reference/detail.php?directory_name=waruseadramon
883,digimon,wisemon,,ワイズモン,WISEMON,完全体,魔人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=wisemon
884,digimon,weregarrumon,,ワーガルルモン,WEREGARURUMON,完全体,獣人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=weregarrumon
885,digimon,locomon,,ロコモン,LOCOMON,完全体,マシーン型,データ,https://digimon.net/reference/detail.php?directory_name=locomon
886,digimon,loaderleomon,,ローダーレオモン,LOADERLIOMON,完全体,マシーン型,ワクチン,https://digimon.net/reference/detail.php?directory_name=loaderleomon
887,digimon,ladydevimon,,レディーデビモン,LADYDEVIMON,完全体,堕天使型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ladydevimon
888,digimon,luminamon,,ルミナモン,LUMINAMON,完全体,妖精型,ワクチン,https://digimon.net/reference/detail.php?directory_name=luminamon
889,digimon,rucemonfalldownmode,,ルーチェモン：フォールダウンモード,RUCEMON:FALLDOWNMODE,完全体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=rucemonfalldownmode
890,digimon,rookchessmon,,ルークチェスモン,ROOKCHESSMON,完全体,パペット型,ウィルス,https://digimon.net/reference/detail.php?directory_name=rookchessmon
891,digimon,lilimon,,リリモン,LILIMON,完全体,妖精型,データ,https://digimon.net/reference/detail.php?directory_name=lilimon
892,digimon,rapidmon,,ラピッドモン,RAPIDMON,完全体,サイボーグ型,ワクチン,https://digimon.net/reference/detail.php?directory_name=rapidmon
893,digimon,lilamon,,ライラモン,LILAMON,完全体,妖精型,データ,https://digimon.net/reference/detail.php?directory_name=lilamon
894,digimon,rizegreymon,,ライズグレイモン,RIZEGREYMON,完全体,サイボーグ型,ワクチン,https://digimon.net/reference/detail.php?directory_name=rizegreymon
895,digimon,yatagaramon,,ヤタガラモン（2006年アニメ版）,YATAGARAMON,完全体,妖鳥型,ワクチン,https://digimon.net/reference/detail.php?directory_name=yatagaramon
896,digimon,monzaemon,,もんざえモン,MONZAEMON,完全体,パペット型,ワクチン,https://digimon.net/reference/detail.php?directory_name=monzaemon
897,digimon,mephismon,,メフィスモン,MEPHISMON,完全体,堕天使型,ウィルス,https://digimon.net/reference/detail.php?directory_name=mephismon
898,digimon,metalmamemon,,メタルマメモン,METALMAMEMON,完全体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=metalmamemon
899,digimon,metalfantomon,,メタルファントモン,METALFANTOMON,完全体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=metalfantomon
900,digimon,metaltyranomon,,メタルティラノモン,METALTYRANOMON,完全体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=metaltyranomon
901,digimon,metalgreymon-v,,メタルグレイモン（ワクチン種）,METALGREYMON-Va,完全体,サイボーグ型,ワクチン,https://digimon.net/reference/detail.php?directory_name=metalgreymon-v
902,digimon,metalgreymon-web,,メタルグレイモン（ウィルス種）,METALGREYMON-Vi,完全体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=metalgreymon-web
903,digimon,metallifekuwagamon,,メタリフェクワガーモン,METALLIFEKUWAGAMON,完全体,昆虫型,ウィルス,https://digimon.net/reference/detail.php?directory_name=metallifekuwagamon
904,digimon,megalogrowmon,,メガログラウモン,MEGALOGROWMON,完全体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=megalogrowmon
905,digimon,megadramon,,メガドラモン,MEGADRAMON,完全体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=megadramon
906,digimon,megaseadramon,,メガシードラモン,MEGASEADRAMON,完全体,水棲型,データ,https://digimon.net/reference/detail.php?directory_name=megaseadramon
907,digimon,meicrackmon,,メイクラックモン,MEICRACKMON,完全体,獣人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=meicrackmon
908,digimon,mihiramon,,ミヒラモン,MIHIRAMON,完全体,聖獣型,データ,https://digimon.net/reference/detail.php?directory_name=mihiramon
909,digimon,mistymon,,ミスティモン,MISTYMON,完全体,魔法戦士型,ウィルス,https://digimon.net/reference/detail.php?directory_name=mistymon
910,digimon,mammon,,マンモン,MAMMON,完全体,古代獣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=mammon
911,digimon,marindevimon,,マリンデビモン,MARINDEVIMON,完全体,水棲獣人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=marindevimon
912,digimon,mametyramon,,マメティラモン,MAMETYRAMON,完全体,突然変異型,データ,https://digimon.net/reference/detail.php?directory_name=mametyramon
913,digimon,mamemon,,マメモン,MAMEMON,完全体,突然変異型,データ,https://digimon.net/reference/detail.php?directory_name=mamemon
914,digimon,mummymon,,マミーモン,MUMMYMON,完全体,アンデッド型,ウィルス,https://digimon.net/reference/detail.php?directory_name=mummymon
915,digimon,machgaogamon,,マッハガオガモン,MACHGAOGAMON,完全体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=machgaogamon
916,digimon,matadrmon,,マタドゥルモン,MATADRMON,完全体,アンデッド型,ウィルス,https://digimon.net/reference/detail.php?directory_name=matadrmon
