species_id,source_kind,source_id,name_ja,official_level_or_grade,gameplay_origin,balance_tier,archetype,bst,base_hp,base_attack,base_defense,base_speed,base_sp_attack,base_sp_defense,growth_rate,catch_rate,exp_yield,battle_affinity,runtime_status
709,digimon,lampmon,ランプモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
710,digimon,rusttyranomon,ラストティラノモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
711,digimon,rasielmon,ラジエルモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
712,digimon,jupitermon,ユピテルモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
713,digimon,mercurymon,メルクリモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
714,digimon,medievaldukemon,メディーバルデュークモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
715,digimon,metalpiranimon,メタルピラニモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
716,digimon,metalseadramon,メタルシードラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
717,digimon,metalgarurumon,メタルガルルモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
718,digimon,metaletemon,メタルエテモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
719,digimon,megidramon,メギドラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
720,digimon,moonmillenniumon,ムーンミレニアモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
721,digimon,murmukusmon,ムルムクスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
722,digimon,mugendramon,ムゲンドラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
723,digimon,millenniumon,ミレニアモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
724,digimon,miragegaogamon:burstmode,ミラージュガオガモン：バーストモード,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
725,digimon,miragegaogamon,ミラージュガオガモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
726,digimon,minervamon,ミネルヴァモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
727,digimon,marsmon,マルスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
728,digimon,marinangemon,マリンエンジェモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
729,digimon,magnakidmon,マグナキッドモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
730,digimon,boltmon,ボルトモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
731,digimon,holydramon,ホーリードラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
732,digimon,hououmon,ホウオウモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
733,digimon,belphemonragemode,ベルフェモン：レイジモード,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
734,digimon,belphemonsleepmode,ベルフェモン：スリープモード,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
735,digimon,beelzebumonblastmode,ベルゼブモン：ブラストモード,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
736,digimon,beelzebumon,ベルゼブモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
737,digimon,beelstarmon,ベルスターモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
738,digimon,belialvamdemon,ベリアルヴァンデモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
739,digimon,heraklekabuterimon,ヘラクルカブテリモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
740,digimon,plesiomon,プレシオモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
741,digimon,breakdramon,ブレイクドラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
742,digimon,princemamemon,プリンスマメモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
743,digimon,blitzgreymon,ブリッツグレイモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
744,digimon,blacksaintgalgomon,ブラックセントガルゴモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
745,digimon,blackwargreymon,ブラックウォーグレイモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
746,digimon,platinumnumemon,プラチナヌメモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
747,digimon,pukumon,プクモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
748,digimon,fujinmon,フウジンモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
749,digimon,huanglongmon,ファンロンモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
750,digimon,pharaohmon,ファラオモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
751,digimon,pinochimon,ピノッキモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
752,digimon,victorygreymon,ビクトリーグレイモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
753,digimon,piemon,ピエモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
754,digimon,bancholeomon,バンチョーレオモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
755,digimon,banchomamemon,バンチョーマメモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
756,digimon,banchostingmon,バンチョースティングモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
757,digimon,barbamon,バルバモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
758,digimon,parasimon,パラサイモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
759,digimon,babamon,ババモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
760,digimon,baihumon,バイフーモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
761,digimon,hiandromon,ハイアンドロモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
762,digimon,neptunemon,ネプトゥーンモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
763,digimon,dorugoramon,ドルゴラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
764,digimon,duftmonleopardmode,ドゥフトモン：レオパルドモード,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
765,digimon,duftmon,ドゥフトモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
766,digimon,durandamon,デュランダモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
767,digimon,dynasmon,デュナスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
768,digimon,dukemoncrimsonmode,デュークモン：クリムゾンモード,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
769,digimon,dukemon,デュークモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
770,digimon,devitamamon,デビタマモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
771,digimon,deathmon-black,デスモン（黒）,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
772,digimon,deathmon,デスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
773,digimon,death-x-mon,デクスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
774,digimon,demon,デーモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
775,digimon,death-x-dorugoramon,デクスドルゴラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
776,digimon,dinorexmon,ディノレクスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
777,digimon,dinotigermon,ディノタイガモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
778,digimon,diablomon,ディアボロモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
779,digimon,dianamon,ディアナモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
780,digimon,qinglongmon,チンロンモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
781,digimon,darkdramon,ダークドラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
782,digimon,tyrantkabuterimon,タイラントカブテリモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
783,digimon,titamon,タイタモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
784,digimon,tigervespamon,タイガーヴェスパモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
785,digimon,saintgalgomon,セントガルゴモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
786,digimon,seraphimon,セラフィモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
787,digimon,slayerdramon,スレイヤードラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
788,digimon,sleipmon,スレイプモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
789,digimon,slashangemon,スラッシュエンジェモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
790,digimon,spinomon,スピノモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
791,digimon,susanoomon,スサノオモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
792,digimon,skullmammon,スカルマンモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
793,digimon,zhuqiaomon,スーツェーモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
794,digimon,suijinmon,スイジンモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
795,digimon,zeedmillenniumon,ズィードミレニアモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
796,digimon,zdgarurumon,ズィードガルルモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
797,digimon,jumbogamemon,ジャンボガメモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
798,digimon,justimon,ジャスティモン：アクセルアーム,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
799,digimon,shakamon,シャカモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
800,digimon,shinegreymonburstmode,シャイングレイモン：バーストモード,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
801,digimon,shinegreymon,シャイングレイモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
802,digimon,jijimon,ジジモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
803,digimon,xuanwumon,シェンウーモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
804,digimon,jesmon,ジエスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
805,digimon,zanbamon,ザンバモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
806,digimon,sakuyamon:mikomode,サクヤモン：巫女モード,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
807,digimon,sakuyamon,サクヤモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
808,digimon,saberleomon,サーベルレオモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
809,digimon,goddramon,ゴッドドラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
810,digimon,gokumon,ゴクモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
811,digimon,cherubimon-vice,ケルビモン（悪）,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
812,digimon,cherubimon,ケルビモン（善）,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
813,digimon,crossmon,クロスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
814,digimon,craniummon,クレニアムモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
815,digimon,gracenovamon,グレイスノヴァモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
816,digimon,griffomon,グリフォモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
817,digimon,grandlocomon,グランドロコモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
818,digimon,granddracumon,グランドラクモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
819,digimon,grandiskuwagamon,グランディスクワガーモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
820,digimon,grankuwagamon,グランクワガーモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
821,digimon,clavisangemon,クラヴィスエンジェモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
822,digimon,kuzuhamon,クズハモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
823,digimon,quartzmon,クオーツモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
824,digimon,cresgarurumon,クーレスガルルモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
825,digimon,queenchessmon,クイーンチェスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
826,digimon,kingchessmon,キングチェスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
827,digimon,kingetemon,キングエテモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
828,digimon,cannondramon,キャノンドラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
829,digimon,gigaseadramon,ギガシードラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
830,digimon,gankoomon,ガンクゥモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
831,digimon,gulfmon,ガルフモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
832,digimon,chaosmonvaldurarm,カオスモン：ヴァロドゥルアーム,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
833,digimon,chaosmon,カオスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
834,digimon,chaosdramon-x,カオスドラモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
835,digimon,chaosdramon,カオスドラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
836,digimon,chaosdukemon,カオスデュークモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
837,digimon,gaioumon,ガイオウモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
838,digimon,omegamon-alter-s,オメガモン Alter-S,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
839,digimon,omegamon-x,オメガモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
840,digimon,omegamon,オメガモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
841,digimon,ofanimonfalldownmode,オファニモン：フォールダウンモード,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
842,digimon,ofanimon,オファニモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
843,digimon,ornismon,オニスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
844,digimon,ogudomon,オグドモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
845,digimon,ouryumon,オウリュウモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
846,digimon,ancientwisetmon,エンシェントワイズモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
847,digimon,ancientmegatheriumon,エンシェントメガテリウモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
848,digimon,ancientmermaimon,エンシェントマーメイモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
849,digimon,ancientvolcamon,エンシェントボルケーモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
850,digimon,ancientbeatmon,エンシェントビートモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
851,digimon,ancienttroiamon,エンシェントトロイアモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
852,digimon,ancientsphinkmon,エンシェントスフィンクモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
853,digimon,ancientgreymon,エンシェントグレイモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
854,digimon,ancientgarurumon,エンシェントガルルモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
855,digimon,ancientirismon,エンシェントイリスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
856,digimon,eldoradimon,エルドラディモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
857,digimon,examon,エグザモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
