species_id,internal_name,source_kind,source_id,official_type,official_attribute,sprite_family,donor_species_id,donor_species_constant,donor_assignment,palette_preset,override_asset
479,DM0479,digimon,agumon_x,恐竜型,ワクチン,dragon,148,SPECIES_DRAGONAIR,family_cycle_v0,base,
480,DM0480,digimon,jesmon_x,聖騎士型,データ,holy,144,SPECIES_ARTICUNO,family_cycle_v0,base,
481,DM0481,digimon,ragnaloardmon,特異型,ウィルス,base,95,SPECIES_ONIX,family_cycle_v0,base,
482,DM0482,digimon,rafflesimon,妖精型,データ,base,96,SPECIES_DROWZEE,family_cycle_v0,base,
483,DM0483,digimon,ordinemon,堕天使型,ウィルス,demon,197,SPECIES_UMBREON,family_cycle_v0,base,
484,DM0484,digimon,raptorsparrowmon,,,base,98,SPECIES_KRABBY,family_cycle_v0,base,
485,DM0485,digimon,banchogolemon,鉱物型,ウィルス,base,99,SPECIES_KINGLER,family_cycle_v0,base,
486,DM0486,digimon,cerberumon_werewolfmode,魔人型,ワクチン,dark,262,SPECIES_MIGHTYENA,family_cycle_v0,base,
487,DM0487,digimon,growmon_orange,魔竜型,データ,dragon,334,SPECIES_ALTARIA,family_cycle_v0,base,
488,DM0488,digimon,toyagumon_black,パペット型,ウィルス,base,102,SPECIES_EXEGGCUTE,family_cycle_v0,base,
489,DM0489,digimon,shootingstarmon,,,base,103,SPECIES_EXEGGUTOR,family_cycle_v0,base,
490,DM0490,digimon,justimon_criticalarm,サイボーグ型,ワクチン,machine,208,SPECIES_STEELIX,family_cycle_v0,base,
491,DM0491,digimon,yatagaramon_axcel,妖鳥型,ワクチン,base,105,SPECIES_MAROWAK,family_cycle_v0,base,
492,DM0492,digimon,dinohumon,竜人型,データ,dragon,381,SPECIES_LATIOS,family_cycle_v0,base,
493,DM0493,digimon,rapidmon_gold,聖騎士型,ワクチン,holy,245,SPECIES_SUICUNE,family_cycle_v0,base,
494,DM0494,digimon,yaegerdorurumon,,,base,108,SPECIES_LICKITUNG,family_cycle_v0,base,
495,DM0495,digimon,gundramon,マシーン型,ウィルス,machine,305,SPECIES_LAIRON,family_cycle_v0,base,
496,DM0496,digimon,aegiochusmon_holly,神人型,ワクチン,holy,251,SPECIES_CELEBI,family_cycle_v0,base,
497,DM0497,digimon,gabumon_black,爬虫類型,ウィルス,insect,46,SPECIES_PARAS,family_cycle_v0,base,
498,DM0498,digimon,pipimon,スライム型,,base,112,SPECIES_RHYDON,family_cycle_v0,base,
499,DM0499,digimon,raguelmon,不明,不明,base,113,SPECIES_CHANSEY,family_cycle_v0,base,
500,DM0500,digimon,bryweludramon,防具型,データ,base,114,SPECIES_TANGELA,family_cycle_v0,base,
501,DM0501,digimon,volcanicdramon,地竜型,ウィルス,dragon,248,SPECIES_TYRANITAR,family_cycle_v0,base,
502,DM0502,digimon,lavogaritamon,岩竜型,ウィルス,dragon,329,SPECIES_VIBRAVA,family_cycle_v0,base,
503,DM0503,digimon,meicrackmon_v,不明,不明,base,117,SPECIES_SEADRA,family_cycle_v0,base,
504,DM0504,digimon,mastemon,天使型,ワクチン,angel,333,SPECIES_SWABLU,family_cycle_v0,base,
505,DM0505,digimon,voltobautamon,魔人型,ウィルス,dark,200,SPECIES_MISDREAVUS,family_cycle_v0,base,
506,DM0506,digimon,raijiludomon,防具型,データ,base,120,SPECIES_STARYU,family_cycle_v0,base,
507,DM0507,digimon,tialudomon,防具型,データ,base,121,SPECIES_STARMIE,family_cycle_v0,base,
508,DM0508,digimon,lavorvomon,岩竜型,ウィルス,dragon,380,SPECIES_LATIAS,family_cycle_v0,base,
509,DM0509,digimon,bushiagumon,恐竜型,ワクチン,dragon,381,SPECIES_LATIOS,family_cycle_v0,base,
510,DM0510,digimon,ludomon,防具型,データ,base,124,SPECIES_JYNX,family_cycle_v0,base,
511,DM0511,digimon,kakkinmon,防具型,,base,125,SPECIES_ELECTABUZZ,family_cycle_v0,base,
512,DM0512,digimon,cotsucomon,防具型,,base,126,SPECIES_MAGMAR,family_cycle_v0,base,
513,DM0513,digimon,andiramon_2,聖獣型,ウィルス,holy,175,SPECIES_TOGEPI,family_cycle_v0,base,
514,DM0514,digimon,meicoomon,不明,不明,base,128,SPECIES_TAUROS,family_cycle_v0,base,
515,DM0515,digimon,whamon_2,水棲型,ワクチン,aquatic,9,SPECIES_BLASTOISE,family_cycle_v0,base,
516,DM0516,digimon,gekomon,両生類型,ウィルス,aquatic,72,SPECIES_TENTACOOL,family_cycle_v0,base,
517,DM0517,digimon,vorvomon,岩竜型,ウィルス,dragon,247,SPECIES_PUPITAR,family_cycle_v0,base,
518,DM0518,digimon,atlurballistamon,,,base,132,SPECIES_DITTO,family_cycle_v0,base,
519,DM0519,digimon,omegamon_alter-b,聖騎士型,ウィルス,holy,243,SPECIES_RAIKOU,family_cycle_v0,base,
520,DM0520,digimon,blackmachgaogamon,サイボーグ型,データ,machine,374,SPECIES_BELDUM,family_cycle_v0,base,
521,DM0521,digimon,blackgaogamon,獣型,データ,beast,262,SPECIES_MIGHTYENA,family_cycle_v0,base,
522,DM0522,digimon,falcomon-2006,鳥型,ワクチン,base,136,SPECIES_FLAREON,family_cycle_v0,base,
523,DM0523,digimon,kudamon-2006,聖獣型,ワクチン,holy,250,SPECIES_HO_OH,family_cycle_v0,base,
524,DM0524,digimon,neo,不明,不明,base,138,SPECIES_OMANYTE,family_cycle_v0,base,
525,DM0525,digimon,yakiimon,,,base,139,SPECIES_OMASTAR,family_cycle_v0,base,
526,DM0526,digimon,monimon,,,base,140,SPECIES_KABUTO,family_cycle_v0,base,
527,DM0527,digimon,monitamon,,,base,141,SPECIES_KABUTOPS,family_cycle_v0,base,
528,DM0528,digimon,mervamon,,,base,142,SPECIES_AERODACTYL,family_cycle_v0,base,
529,DM0529,digimon,metalgreymon_cyberlauncher,,,base,143,SPECIES_SNORLAX,family_cycle_v0,base,
530,DM0530,digimon,metalgreymon,,,base,144,SPECIES_ARTICUNO,family_cycle_v0,base,
531,DM0531,digimon,mailbirdramon,,,base,145,SPECIES_ZAPDOS,family_cycle_v0,base,
532,DM0532,digimon,musoknightmon,,,base,146,SPECIES_MOLTRES,family_cycle_v0,base,
533,DM0533,digimon,madleomon:armedmode,,,base,147,SPECIES_DRATINI,family_cycle_v0,base,
534,DM0534,digimon,madleomon,,,base,148,SPECIES_DRAGONAIR,family_cycle_v0,base,
535,DM0535,digimon,bombmon-xwars,,,base,149,SPECIES_DRAGONITE,family_cycle_v0,base,
536,DM0536,digimon,beelzebumon-xwars,,,base,150,SPECIES_MEWTWO,family_cycle_v0,base,
537,DM0537,digimon,blastmon,,,base,151,SPECIES_MEW,family_cycle_v0,base,
538,DM0538,digimon,footmon,,,base,152,SPECIES_CHIKORITA,family_cycle_v0,base,
539,DM0539,digimon,pillomon,,,base,153,SPECIES_BAYLEEF,family_cycle_v0,base,
540,DM0540,digimon,pickmon,,,base,154,SPECIES_MEGANIUM,family_cycle_v0,base,
541,DM0541,digimon,baristamon,,,base,155,SPECIES_CYNDAQUIL,family_cycle_v0,base,
542,DM0542,digimon,bacomon,,,base,156,SPECIES_QUILAVA,family_cycle_v0,base,
543,DM0543,digimon,bagramon,,,base,157,SPECIES_TYPHLOSION,family_cycle_v0,base,
544,DM0544,digimon,hi-visionmonitamon,,,base,158,SPECIES_TOTODILE,family_cycle_v0,base,
545,DM0545,digimon,baalmon,,,base,159,SPECIES_CROCONAW,family_cycle_v0,base,
546,DM0546,digimon,neovamdemon,,,base,160,SPECIES_FERALIGATR,family_cycle_v0,base,
547,DM0547,digimon,dondokomon,,,base,161,SPECIES_SENTRET,family_cycle_v0,base,
548,DM0548,digimon,donshoutmon,,,base,162,SPECIES_FURRET,family_cycle_v0,base,
549,DM0549,digimon,dorulumon,,,base,163,SPECIES_HOOTHOOT,family_cycle_v0,base,
550,DM0550,digimon,dorbickmon,,,base,164,SPECIES_NOCTOWL,family_cycle_v0,base,
551,DM0551,digimon,troopmon,,,base,165,SPECIES_LEDYBA,family_cycle_v0,base,
552,DM0552,digimon,deadlyaxemon,,,base,166,SPECIES_LEDIAN,family_cycle_v0,base,
553,DM0553,digimon,deckerdramon,,,base,167,SPECIES_SPINARAK,family_cycle_v0,base,
554,DM0554,digimon,deckergreymon,,,base,168,SPECIES_ARIADOS,family_cycle_v0,base,
555,DM0555,digimon,tuwarmon,,,base,169,SPECIES_CROBAT,family_cycle_v0,base,
556,DM0556,digimon,tyutyumon,,,base,170,SPECIES_CHINCHOU,family_cycle_v0,base,
557,DM0557,digimon,chibickmon,,,base,171,SPECIES_LANTURN,family_cycle_v0,base,
558,DM0558,digimon,chikurimon,,,base,172,SPECIES_PICHU,family_cycle_v0,base,
559,DM0559,digimon,damemon,,,base,173,SPECIES_CLEFFA,family_cycle_v0,base,
560,DM0560,digimon,tactimon,,,base,174,SPECIES_IGGLYBUFF,family_cycle_v0,base,
561,DM0561,digimon,darknessbagramon,,,base,175,SPECIES_TOGEPI,family_cycle_v0,base,
562,DM0562,digimon,darkknightmon,,,base,176,SPECIES_TOGETIC,family_cycle_v0,base,
563,DM0563,digimon,zenimon,,,base,177,SPECIES_NATU,family_cycle_v0,base,
564,DM0564,digimon,splashmon,,,base,178,SPECIES_XATU,family_cycle_v0,base,
565,DM0565,digimon,sparrowmon,,,base,179,SPECIES_MAREEP,family_cycle_v0,base,
566,DM0566,digimon,starmons,,,base,180,SPECIES_FLAAFFY,family_cycle_v0,base,
567,DM0567,digimon,skullknightmonbigaxemode,,,base,181,SPECIES_AMPHAROS,family_cycle_v0,base,
568,DM0568,digimon,skullknightmoncavaliermode,,,base,182,SPECIES_BELLOSSOM,family_cycle_v0,base,
569,DM0569,digimon,skullknightmon,,,base,183,SPECIES_MARILL,family_cycle_v0,base,
570,DM0570,digimon,jokermon,,,base,184,SPECIES_AZUMARILL,family_cycle_v0,base,
571,DM0571,digimon,shonitamon,,,base,185,SPECIES_SUDOWOODO,family_cycle_v0,base,
572,DM0572,digimon,dorulucannon,,,base,186,SPECIES_POLITOED,family_cycle_v0,base,
573,DM0573,digimon,starsword,,,base,187,SPECIES_HOPPIP,family_cycle_v0,base,
574,DM0574,digimon,jetsparrow,,,base,188,SPECIES_SKIPLOOM,family_cycle_v0,base,
575,DM0575,digimon,shoutmonx7,,,base,189,SPECIES_JUMPLUFF,family_cycle_v0,base,
576,DM0576,digimon,shoutmonx5b,,,base,190,SPECIES_AIPOM,family_cycle_v0,base,
577,DM0577,digimon,shoutmonx5,,,base,191,SPECIES_SUNKERN,family_cycle_v0,base,
578,DM0578,digimon,shoutmonx4b,,,base,192,SPECIES_SUNFLORA,family_cycle_v0,base,
579,DM0579,digimon,shoutmonx4,,,base,193,SPECIES_YANMA,family_cycle_v0,base,
580,DM0580,digimon,shoutmonx3,,,base,194,SPECIES_WOOPER,family_cycle_v0,base,
581,DM0581,digimon,shoutmonx2,,,base,195,SPECIES_QUAGSIRE,family_cycle_v0,base,
582,DM0582,digimon,shoutmondx,,,base,196,SPECIES_ESPEON,family_cycle_v0,base,
583,DM0583,digimon,shoutmon,,,base,197,SPECIES_UMBREON,family_cycle_v0,base,
584,DM0584,digimon,jetmervamon,,,base,198,SPECIES_MURKROW,family_cycle_v0,base,
585,DM0585,digimon,zekegreymon,,,base,199,SPECIES_SLOWKING,family_cycle_v0,base,
586,DM0586,digimon,zamielmon,,,base,200,SPECIES_MISDREAVUS,family_cycle_v0,base,
587,DM0587,digimon,soundbirdmon,,,base,200,SPECIES_MISDREAVUS,family_cycle_v0_unown_avoided,base,
588,DM0588,digimon,cyberdramon-xwars,,,base,202,SPECIES_WOBBUFFET,family_cycle_v0,base,
589,DM0589,digimon,kozenimon,,,base,203,SPECIES_GIRAFARIG,family_cycle_v0,base,
590,DM0590,digimon,greymon,,,base,204,SPECIES_PINECO,family_cycle_v0,base,
591,DM0591,digimon,gravimon,,,base,205,SPECIES_FORRETRESS,family_cycle_v0,base,
592,DM0592,digimon,cutemon,,,base,206,SPECIES_DUNSPARCE,family_cycle_v0,base,
593,DM0593,digimon,gumdramon,,,base,207,SPECIES_GLIGAR,family_cycle_v0,base,
594,DM0594,digimon,ganemon,,,base,208,SPECIES_STEELIX,family_cycle_v0,base,
595,DM0595,digimon,gaossmon,,,base,209,SPECIES_SNUBBULL,family_cycle_v0,base,
596,DM0596,digimon,olegmon,,,base,210,SPECIES_GRANBULL,family_cycle_v0,base,
597,DM0597,digimon,omegashoutmon,,,base,211,SPECIES_QWILFISH,family_cycle_v0,base,
598,DM0598,digimon,ekakimon,,,base,212,SPECIES_SCIZOR,family_cycle_v0,base,
599,DM0599,digimon,iguneetmon,,,base,213,SPECIES_SHUCKLE,family_cycle_v0,base,
600,DM0600,digimon,arresterdramon,,,base,214,SPECIES_HERACROSS,family_cycle_v0,base,
601,DM0601,digimon,louwemon,戦士型,ヴァリアブル,base,215,SPECIES_SNEASEL,family_cycle_v0,base,
602,DM0602,digimon,ranamon,妖精型,ヴァリアブル,base,216,SPECIES_TEDDIURSA,family_cycle_v0,base,
603,DM0603,digimon,raihimon,戦士型,ヴァリアブル,base,217,SPECIES_URSARING,family_cycle_v0,base,
604,DM0604,digimon,rhinokabuterimon,昆虫型,ヴァリアブル,insect,48,SPECIES_VENONAT,family_cycle_v0,base,
605,DM0605,digimon,mercuremon,突然変異型,ヴァリアブル,base,219,SPECIES_MAGCARGO,family_cycle_v0,base,
606,DM0606,digimon,magnagarurumon,サイボーグ型,ヴァリアブル,machine,376,SPECIES_METAGROSS,family_cycle_v0,base,
607,DM0607,digimon,bolgmon,サイボーグ型,ヴァリアブル,machine,377,SPECIES_REGIROCK,family_cycle_v0,base,
608,DM0608,digimon,velgrmon,巨鳥型,ヴァリアブル,base,222,SPECIES_CORSOLA,family_cycle_v0,base,
609,DM0609,digimon,petaldramon,植物型,ヴァリアブル,base,223,SPECIES_REMORAID,family_cycle_v0,base,
610,DM0610,digimon,beowolfmon,戦士型,ヴァリアブル,base,224,SPECIES_OCTILLERY,family_cycle_v0,base,
611,DM0611,digimon,flamon,魔人型,ヴァリアブル,dark,215,SPECIES_SNEASEL,family_cycle_v0,base,
612,DM0612,digimon,blitzmon,サイボーグ型,ヴァリアブル,machine,100,SPECIES_VOLTORB,family_cycle_v0,base,
613,DM0613,digimon,blizzarmon,獣型,ヴァリアブル,beast,59,SPECIES_ARCANINE,family_cycle_v0,base,
614,DM0614,digimon,fairimon,妖精型,ヴァリアブル,base,228,SPECIES_HOUNDOUR,family_cycle_v0,base,
615,DM0615,digimon,chackmon,獣人型,ヴァリアブル,beast,161,SPECIES_SENTRET,family_cycle_v0,base,
616,DM0616,digimon,duskmon,魔人型,ヴァリアブル,dark,262,SPECIES_MIGHTYENA,family_cycle_v0,base,
617,DM0617,digimon,daipenmon,サイボーグ型,ヴァリアブル,machine,212,SPECIES_SCIZOR,family_cycle_v0,base,
618,DM0618,digimon,sephirothmon,突然変異型,ヴァリアブル,base,232,SPECIES_DONPHAN,family_cycle_v0,base,
619,DM0619,digimon,storabimon,獣人型,ヴァリアブル,beast,209,SPECIES_SNUBBULL,family_cycle_v0,base,
620,DM0620,digimon,shutumon,鳥人型,ヴァリアブル,base,234,SPECIES_STANTLER,family_cycle_v0,base,
621,DM0621,digimon,jetsilphymon,サイボーグ型,ヴァリアブル,machine,305,SPECIES_LAIRON,family_cycle_v0,base,
622,DM0622,digimon,grottemon,鬼人型,ヴァリアブル,demon,353,SPECIES_SHUPPET,family_cycle_v0,base,
623,DM0623,digimon,gigasmon,鉱物型,ヴァリアブル,base,237,SPECIES_HITMONTOP,family_cycle_v0,base,
624,DM0624,digimon,garummon,サイボーグ型,ヴァリアブル,machine,344,SPECIES_CLAYDOL,family_cycle_v0,base,
625,DM0625,digimon,calamaramon,水棲型,ヴァリアブル,aquatic,321,SPECIES_WAILORD,family_cycle_v0,base,
626,DM0626,digimon,kaisergreymon,竜戦士型,ヴァリアブル,dragon,373,SPECIES_SALAMENCE,family_cycle_v0,base,
627,DM0627,digimon,kaiserleomon,サイボーグ型,ヴァリアブル,machine,376,SPECIES_METAGROSS,family_cycle_v0,base,
628,DM0628,digimon,vritramon,魔竜型,ヴァリアブル,dragon,381,SPECIES_LATIOS,family_cycle_v0,base,
629,DM0629,digimon,wolfmon,戦士型,ヴァリアブル,base,243,SPECIES_RAIKOU,family_cycle_v0,base,
630,DM0630,digimon,arbormon,サイボーグ型,ヴァリアブル,machine,379,SPECIES_REGISTEEL,family_cycle_v0,base,
631,DM0631,digimon,aldamon,魔人型,ヴァリアブル,dark,93,SPECIES_HAUNTER,family_cycle_v0,base,
632,DM0632,digimon,agnimon,魔人型,ヴァリアブル,dark,94,SPECIES_GENGAR,family_cycle_v0,base,
633,DM0633,digimon,rinkmon,サイボーグ型,フリー,machine,100,SPECIES_VOLTORB,family_cycle_v0,base,
634,DM0634,digimon,lynxmon,獣型,フリー,beast,59,SPECIES_ARCANINE,family_cycle_v0,base,
635,DM0635,digimon,rhinomon,哺乳類型,フリー,beast,128,SPECIES_TAUROS,family_cycle_v0,base,
636,DM0636,digimon,lighdramon,獣型,フリー,beast,161,SPECIES_SENTRET,family_cycle_v0,base,
637,DM0637,digimon,yaksamon,魔人型,フリー,dark,215,SPECIES_SNEASEL,family_cycle_v0,base,
638,DM0638,digimon,mothmon,昆虫型,フリー,insect,47,SPECIES_PARASECT,family_cycle_v0,base,
639,DM0639,digimon,maildramon,サイボーグ型,フリー,machine,233,SPECIES_PORYGON2,family_cycle_v0,base,
640,DM0640,digimon,moosemon,古代獣型,フリー,beast,209,SPECIES_SNUBBULL,family_cycle_v0,base,
641,DM0641,digimon,manbomon,突然変異型,フリー,base,255,SPECIES_TORCHIC,family_cycle_v0,base,
642,DM0642,digimon,mantaraymon,水棲型,フリー,aquatic,8,SPECIES_WARTORTLE,family_cycle_v0,base,
643,DM0643,digimon,magnamon,聖騎士型,フリー,holy,381,SPECIES_LATIOS,family_cycle_v0,base,
644,DM0644,digimon,ponchomon,ゴースト型,フリー,undead,292,SPECIES_SHEDINJA,family_cycle_v0,base,
645,DM0645,digimon,holsmon,獣型,フリー,beast,229,SPECIES_HOUNDOOM,family_cycle_v0,base,
646,DM0646,digimon,boarmon,哺乳類型,フリー,beast,261,SPECIES_POOCHYENA,family_cycle_v0,base,
647,DM0647,digimon,pegasmon,聖獣型,フリー,holy,113,SPECIES_CHANSEY,family_cycle_v0,base,
648,DM0648,digimon,frogmon,突然変異型,フリー,base,262,SPECIES_MIGHTYENA,family_cycle_v0,base,
649,DM0649,digimon,prairiemon,獣型,フリー,beast,301,SPECIES_DELCATTY,family_cycle_v0,base,
650,DM0650,digimon,fladramon,竜人型,フリー,dragon,149,SPECIES_DRAGONITE,family_cycle_v0,base,
651,DM0651,digimon,flawizarmon,魔人型,ウィルス,dark,23,SPECIES_EKANS,family_cycle_v0,base,
652,DM0652,digimon,bullmon,哺乳類型,フリー,beast,52,SPECIES_MEOWTH,family_cycle_v0,base,
653,DM0653,digimon,flybeemon,昆虫型,フリー,insect,266,SPECIES_SILCOON,family_cycle_v0,base,
654,DM0654,digimon,pteranomon,翼竜型,フリー,dragon,248,SPECIES_TYRANITAR,family_cycle_v0,base,
655,DM0655,digimon,pucchiemon-green,妖精型,フリー,base,269,SPECIES_DUSTOX,family_cycle_v0,base,
656,DM0656,digimon,pucchiemon,妖精型,フリー,base,270,SPECIES_LOTAD,family_cycle_v0,base,
657,DM0657,digimon,pipismon,突然変異型,フリー,base,271,SPECIES_LOMBRE,family_cycle_v0,base,
658,DM0658,digimon,bitmon,哺乳類型,フリー,beast,162,SPECIES_FURRET,family_cycle_v0,base,
659,DM0659,digimon,peacockmon,マシーン型,フリー,machine,212,SPECIES_SCIZOR,family_cycle_v0,base,
660,DM0660,digimon,baromon,魔人型,フリー,dark,198,SPECIES_MURKROW,family_cycle_v0,base,
661,DM0661,digimon,honeybeemon,昆虫型,フリー,insect,292,SPECIES_SHEDINJA,family_cycle_v0,base,
662,DM0662,digimon,butterflamon,昆虫型,フリー,insect,313,SPECIES_VOLBEAT,family_cycle_v0,base,
663,DM0663,digimon,harpymon,幻獣型,フリー,beast,216,SPECIES_TEDDIURSA,family_cycle_v0,base,
664,DM0664,digimon,nohemon,パペット型,フリー,base,278,SPECIES_WINGULL,family_cycle_v0,base,
665,DM0665,digimon,nefertimon,聖獣型,フリー,holy,280,SPECIES_RALTS,family_cycle_v0,base,
666,DM0666,digimon,togemogumon,哺乳類型,フリー,beast,229,SPECIES_HOUNDOOM,family_cycle_v0,base,
667,DM0667,digimon,tocanmon,鳥型,フリー,base,281,SPECIES_KIRLIA,family_cycle_v0,base,
668,DM0668,digimon,depthmon,水棲獣人型,フリー,aquatic,184,SPECIES_AZUMARILL,family_cycle_v0,base,
669,DM0669,digimon,tylomon,海竜型,フリー,dragon,246,SPECIES_LARVITAR,family_cycle_v0,base,
670,DM0670,digimon,digmon,昆虫型,フリー,insect,14,SPECIES_KAKUNA,family_cycle_v0,base,
671,DM0671,digimon,sepikmon,魔人型,フリー,dark,319,SPECIES_SHARPEDO,family_cycle_v0,base,
672,DM0672,digimon,sethmon,魔獣型,フリー,beast,359,SPECIES_ABSOL,family_cycle_v0,base,
673,DM0673,digimon,swanmon,鳥型,フリー,base,287,SPECIES_SLAKOTH,family_cycle_v0,base,
674,DM0674,digimon,stegomon,剣竜型,フリー,dragon,334,SPECIES_ALTARIA,family_cycle_v0,base,
675,DM0675,digimon,shurimon,突然変異型,フリー,base,289,SPECIES_SLAKING,family_cycle_v0,base,
676,DM0676,digimon,shadramon,昆虫型,フリー,insect,123,SPECIES_SCYTHER,family_cycle_v0,base,
677,DM0677,digimon,seahomon,水棲型,フリー,aquatic,258,SPECIES_MUDKIP,family_cycle_v0,base,
678,DM0678,digimon,sheepmon,哺乳類型,フリー,beast,161,SPECIES_SENTRET,family_cycle_v0,base,
679,DM0679,digimon,thunderbirmon,巨鳥型,データ,base,293,SPECIES_WHISMUR,family_cycle_v0,base,
680,DM0680,digimon,salamandamon,両生類型,ウィルス,aquatic,270,SPECIES_LOTAD,family_cycle_v0,base,
681,DM0681,digimon,sabmarimon,水棲型,フリー,aquatic,271,SPECIES_LOMBRE,family_cycle_v0,base,
682,DM0682,digimon,sagittarimon,幻獣型,フリー,beast,209,SPECIES_SNUBBULL,family_cycle_v0,base,
683,DM0683,digimon,searchmon,昆虫型,フリー,insect,204,SPECIES_PINECO,family_cycle_v0,base,
684,DM0684,digimon,kongoumon,昆虫型,フリー,insect,205,SPECIES_FORRETRESS,family_cycle_v0,base,
685,DM0685,digimon,goldv-dramon,幻竜型,ワクチン,dragon,230,SPECIES_KINGDRA,family_cycle_v0,base,
686,DM0686,digimon,goatmon,哺乳類型,フリー,beast,228,SPECIES_HOUNDOUR,family_cycle_v0,base,
687,DM0687,digimon,kenkimon,マシーン型,データ,machine,344,SPECIES_CLAYDOL,family_cycle_v0,base,
688,DM0688,digimon,quetzalmon,幻獣型,フリー,beast,261,SPECIES_POOCHYENA,family_cycle_v0,base,
689,DM0689,digimon,kangarumon,哺乳類型,フリー,beast,262,SPECIES_MIGHTYENA,family_cycle_v0,base,
690,DM0690,digimon,chamelemon,爬虫類型,フリー,insect,268,SPECIES_CASCOON,family_cycle_v0,base,
691,DM0691,digimon,kabukimon,突然変異型,フリー,base,305,SPECIES_LAIRON,family_cycle_v0,base,
692,DM0692,digimon,gargomon,魔獣型,フリー,beast,335,SPECIES_ZANGOOSE,family_cycle_v0,base,
693,DM0693,digimon,orcamon,水棲獣人型,フリー,aquatic,342,SPECIES_CRAWDAUNT,family_cycle_v0,base,
694,DM0694,digimon,opossummon,獣型,フリー,beast,52,SPECIES_MEOWTH,family_cycle_v0,base,
695,DM0695,digimon,elephamon,サイボーグ型,フリー,machine,82,SPECIES_MAGNETON,family_cycle_v0,base,
696,DM0696,digimon,allomon,恐竜型,フリー,dragon,381,SPECIES_LATIOS,family_cycle_v0,base,
697,DM0697,digimon,archelomon,爬虫類型,フリー,insect,313,SPECIES_VOLBEAT,family_cycle_v0,base,
698,DM0698,digimon,owlmon,鳥型,フリー,base,312,SPECIES_MINUN,family_cycle_v0,base,
699,DM0699,digimon,lordknightmon,聖騎士型,ウィルス,holy,381,SPECIES_LATIOS,family_cycle_v0,base,
700,DM0700,digimon,lotusmon,妖精型,データ,base,314,SPECIES_ILLUMISE,family_cycle_v0,base,
701,DM0701,digimon,rosemonburstmode,妖精型,データ,base,315,SPECIES_ROSELIA,family_cycle_v0,base,
702,DM0702,digimon,rosemon,妖精型,データ,base,316,SPECIES_GULPIN,family_cycle_v0,base,
703,DM0703,digimon,ravmonburstmode,サイボーグ型,ワクチン,machine,299,SPECIES_NOSEPASS,family_cycle_v0,base,
704,DM0704,digimon,ravmon,サイボーグ型,ワクチン,machine,304,SPECIES_ARON,family_cycle_v0,base,
705,DM0705,digimon,lucemonlarva,魔神型,ウィルス,demon,198,SPECIES_MURKROW,family_cycle_v0,base,
706,DM0706,digimon,lucemonsatanmode,魔神型,ウィルス,demon,200,SPECIES_MISDREAVUS,family_cycle_v0,base,
707,DM0707,digimon,lilithmon,魔王型,ウィルス,demon,215,SPECIES_SNEASEL,family_cycle_v0,base,
708,DM0708,digimon,leviamon,魔王型,ウィルス,demon,228,SPECIES_HOUNDOUR,family_cycle_v0,base,
709,DM0709,digimon,lampmon,魔人型,データ,dark,93,SPECIES_HAUNTER,family_cycle_v0,base,
710,DM0710,digimon,rusttyranomon,サイボーグ型,ウィルス,machine,375,SPECIES_METANG,family_cycle_v0,base,
711,DM0711,digimon,rasielmon,座天使型,ワクチン,angel,251,SPECIES_CELEBI,family_cycle_v0,base,
712,DM0712,digimon,jupitermon,神人型,ワクチン,holy,178,SPECIES_XATU,family_cycle_v0,base,
713,DM0713,digimon,mercurymon,神人型,ウィルス,holy,196,SPECIES_ESPEON,family_cycle_v0,base,
714,DM0714,digimon,medievaldukemon,戦士型,データ,base,328,SPECIES_TRAPINCH,family_cycle_v0,base,
715,DM0715,digimon,metalpiranimon,水棲型,ウィルス,aquatic,99,SPECIES_KINGLER,family_cycle_v0,base,
716,DM0716,digimon,metalseadramon,サイボーグ型,データ,machine,82,SPECIES_MAGNETON,family_cycle_v0,base,
717,DM0717,digimon,metalgarurumon,サイボーグ型,データ,machine,100,SPECIES_VOLTORB,family_cycle_v0,base,
718,DM0718,digimon,metaletemon,サイボーグ型,ウィルス,machine,101,SPECIES_ELECTRODE,family_cycle_v0,base,
719,DM0719,digimon,megidramon,邪竜型,ウィルス,dragon,230,SPECIES_KINGDRA,family_cycle_v0,base,
720,DM0720,digimon,moonmillenniumon,邪神型,ウィルス,demon,215,SPECIES_SNEASEL,family_cycle_v0,base,
721,DM0721,digimon,murmukusmon,魔王型,ウィルス,demon,228,SPECIES_HOUNDOUR,family_cycle_v0,base,
722,DM0722,digimon,mugendramon,マシーン型,ウィルス,machine,212,SPECIES_SCIZOR,family_cycle_v0,base,
723,DM0723,digimon,millenniumon,合成型,ウィルス,base,337,SPECIES_LUNATONE,family_cycle_v0,base,
724,DM0724,digimon,miragegaogamon:burstmode,獣騎士型,データ,beast,209,SPECIES_SNUBBULL,family_cycle_v0,base,
725,DM0725,digimon,miragegaogamon,獣騎士型,データ,beast,210,SPECIES_GRANBULL,family_cycle_v0,base,
726,DM0726,digimon,minervamon,神人型,ウィルス,holy,380,SPECIES_LATIAS,family_cycle_v0,base,
727,DM0727,digimon,marsmon,神人型,ワクチン,holy,381,SPECIES_LATIOS,family_cycle_v0,base,
728,DM0728,digimon,marinangemon,妖精型,ワクチン,base,342,SPECIES_CRAWDAUNT,family_cycle_v0,base,
729,DM0729,digimon,magnakidmon,竜人型,ウィルス,dragon,380,SPECIES_LATIAS,family_cycle_v0,base,
