local_index,glyph_id_hex,glyph_id_decimal,char,codepoint,source,source_encoding,source_bbx,canonical_text,canonical_glyph_appearance
385,0x0381,897,砲,U+7832,M+ Bitmap Font mplus_j12r,JISX0208 0x4B24,"12x13+0,-2",yes,no (font-v0 fallback)
386,0x0382,898,破,U+7834,M+ Bitmap Font mplus_j12r,JISX0208 0x474B,"12x13+0,-2",yes,no (font-v0 fallback)
387,0x0383,899,碎,U+788E,M+ Bitmap Font mplus_j12r,JISX0208 0x626C,"12x13+0,-2",yes,no (font-v0 fallback)
388,0x0384,900,磨,U+78E8,M+ Bitmap Font mplus_j12r,JISX0208 0x4B61,"12x13+0,-2",yes,no (font-v0 fallback)
389,0x0385,901,礫,U+792B,M+ Bitmap Font mplus_j12r,JISX0208 0x632A,"12x13+0,-2",yes,no (font-v0 fallback)
390,0x0386,902,祓,U+7953,M+ Bitmap Font mplus_j12r,JISX0208 0x6331,"12x13+0,-2",yes,no (font-v0 fallback)
391,0x0387,903,神,U+795E,M+ Bitmap Font mplus_j12r,JISX0208 0x3F40,"12x13+0,-2",yes,no (font-v0 fallback)
392,0x0388,904,禁,U+7981,M+ Bitmap Font mplus_j12r,JISX0208 0x3658,"12x13+0,-2",yes,no (font-v0 fallback)
393,0x0389,905,禍,U+798D,M+ Bitmap Font mplus_j12r,JISX0208 0x3252,"12x13+0,-2",yes,no (font-v0 fallback)
394,0x038A,906,秘,U+79D8,M+ Bitmap Font mplus_j12r,JISX0208 0x486B,"12x13+0,-2",yes,no (font-v0 fallback)
395,0x038B,907,種,U+7A2E,M+ Bitmap Font mplus_j12r,JISX0208 0x3C6F,"12x13+0,-2",yes,no (font-v0 fallback)
396,0x038C,908,穢,U+7A62,M+ Bitmap Font mplus_j12r,JISX0208 0x6352,"12x13+0,-2",yes,no (font-v0 fallback)
397,0x038D,909,究,U+7A76,M+ Bitmap Font mplus_j12r,JISX0208 0x3566,"12x13+0,-2",yes,no (font-v0 fallback)
398,0x038E,910,空,U+7A7A,M+ Bitmap Font mplus_j12r,JISX0208 0x3675,"12x13+0,-2",yes,no (font-v0 fallback)
399,0x038F,911,突,U+7A81,M+ Bitmap Font mplus_j12r,JISX0208 0x464D,"12x13+0,-2",yes,no (font-v0 fallback)
400,0x0390,912,窮,U+7AAE,M+ Bitmap Font mplus_j12r,JISX0208 0x3567,"12x13+0,-2",yes,no (font-v0 fallback)
401,0x0391,913,竜,U+7ADC,M+ Bitmap Font mplus_j12r,JISX0208 0x4E35,"12x13+0,-2",yes,no (font-v0 fallback)
402,0x0392,914,竹,U+7AF9,M+ Bitmap Font mplus_j12r,JISX0208 0x435D,"12x13+0,-2",yes,no (font-v0 fallback)
403,0x0393,915,笠,U+7B20,M+ Bitmap Font mplus_j12r,JISX0208 0x335E,"12x13+0,-2",yes,no (font-v0 fallback)
404,0x0394,916,第,U+7B2C,M+ Bitmap Font mplus_j12r,JISX0208 0x4268,"12x13+0,-2",yes,no (font-v0 fallback)
405,0x0395,917,筆,U+7B46,M+ Bitmap Font mplus_j12r,JISX0208 0x492E,"12x13+0,-2",yes,no (font-v0 fallback)
406,0x0396,918,箪,U+7BAA,M+ Bitmap Font mplus_j12r,JISX0208 0x433D,"12x13+0,-2",yes,no (font-v0 fallback)
407,0x0397,919,籠,U+7C60,M+ Bitmap Font mplus_j12r,JISX0208 0x6446,"12x13+0,-2",yes,no (font-v0 fallback)
408,0x0398,920,粒,U+7C92,M+ Bitmap Font mplus_j12r,JISX0208 0x4E33,"12x13+0,-2",yes,no (font-v0 fallback)
409,0x0399,921,粘,U+7C98,M+ Bitmap Font mplus_j12r,JISX0208 0x4734,"12x13+0,-2",yes,no (font-v0 fallback)
410,0x039A,922,糸,U+7CF8,M+ Bitmap Font mplus_j12r,JISX0208 0x3B65,"12x13+0,-2",yes,no (font-v0 fallback)
411,0x039B,923,紅,U+7D05,M+ Bitmap Font mplus_j12r,JISX0208 0x3948,"12x13+0,-2",yes,no (font-v0 fallback)
412,0x039C,924,紋,U+7D0B,M+ Bitmap Font mplus_j12r,JISX0208 0x4C66,"12x13+0,-2",yes,no (font-v0 fallback)
413,0x039D,925,紐,U+7D10,M+ Bitmap Font mplus_j12r,JISX0208 0x4933,"12x13+0,-2",yes,no (font-v0 fallback)
414,0x039E,926,索,U+7D22,M+ Bitmap Font mplus_j12r,JISX0208 0x3A77,"12x13+0,-2",yes,no (font-v0 fallback)
415,0x039F,927,紫,U+7D2B,M+ Bitmap Font mplus_j12r,JISX0208 0x3B67,"12x13+0,-2",yes,no (font-v0 fallback)
416,0x03A0,928,終,U+7D42,M+ Bitmap Font mplus_j12r,JISX0208 0x3D2A,"12x13+0,-2",yes,no (font-v0 fallback)
417,0x03A1,929,絆,U+7D46,M+ Bitmap Font mplus_j12r,JISX0208 0x652B,"12x13+0,-2",yes,no (font-v0 fallback)
418,0x03A2,930,経,U+7D4C,M+ Bitmap Font mplus_j12r,JISX0208 0x3750,"12x13+0,-2",yes,no (font-v0 fallback)
419,0x03A3,931,結,U+7D50,M+ Bitmap Font mplus_j12r,JISX0208 0x376B,"12x13+0,-2",yes,no (font-v0 fallback)
420,0x03A4,932,絡,U+7D61,M+ Bitmap Font mplus_j12r,JISX0208 0x4D6D,"12x13+0,-2",yes,no (font-v0 fallback)
421,0x03A5,933,絲,U+7D72,M+ Bitmap Font mplus_j12r,JISX0208 0x652F,"12x13+0,-2",yes,no (font-v0 fallback)
422,0x03A6,934,絶,U+7D76,M+ Bitmap Font mplus_j12r,JISX0208 0x4064,"12x13+0,-2",yes,no (font-v0 fallback)
423,0x03A7,935,綱,U+7DB1,M+ Bitmap Font mplus_j12r,JISX0208 0x394B,"12x13+0,-2",yes,no (font-v0 fallback)
424,0x03A8,936,緑,U+7DD1,M+ Bitmap Font mplus_j12r,JISX0208 0x4E50,"12x13+0,-2",yes,no (font-v0 fallback)
425,0x03A9,937,締,U+7DE0,M+ Bitmap Font mplus_j12r,JISX0208 0x4479,"12x13+0,-2",yes,no (font-v0 fallback)
426,0x03AA,938,編,U+7DE8,M+ Bitmap Font mplus_j12r,JISX0208 0x4A54,"12x13+0,-2",yes,no (font-v0 fallback)
427,0x03AB,939,縁,U+7E01,M+ Bitmap Font mplus_j12r,JISX0208 0x316F,"12x13+0,-2",yes,no (font-v0 fallback)
428,0x03AC,940,縛,U+7E1B,M+ Bitmap Font mplus_j12r,JISX0208 0x477B,"12x13+0,-2",yes,no (font-v0 fallback)
429,0x03AD,941,縦,U+7E26,M+ Bitmap Font mplus_j12r,JISX0208 0x3D44,"12x13+0,-2",yes,no (font-v0 fallback)
430,0x03AE,942,縮,U+7E2E,M+ Bitmap Font mplus_j12r,JISX0208 0x3D4C,"12x13+0,-2",yes,no (font-v0 fallback)
431,0x03AF,943,繰,U+7E70,M+ Bitmap Font mplus_j12r,JISX0208 0x372B,"12x13+0,-2",yes,no (font-v0 fallback)
432,0x03B0,944,纏,U+7E8F,M+ Bitmap Font mplus_j12r,JISX0208 0x453B,"12x13+0,-2",yes,no (font-v0 fallback)
433,0x03B1,945,罪,U+7F6A,M+ Bitmap Font mplus_j12r,JISX0208 0x3A61,"12x13+0,-2",yes,no (font-v0 fallback)
434,0x03B2,946,羅,U+7F85,M+ Bitmap Font mplus_j12r,JISX0208 0x4D65,"12x13+0,-2",yes,no (font-v0 fallback)
435,0x03B3,947,羽,U+7FBD,M+ Bitmap Font mplus_j12r,JISX0208 0x3129,"12x13+0,-2",yes,no (font-v0 fallback)
436,0x03B4,948,翔,U+7FD4,M+ Bitmap Font mplus_j12r,JISX0208 0x6646,"12x13+0,-2",yes,no (font-v0 fallback)
437,0x03B5,949,翼,U+7FFC,M+ Bitmap Font mplus_j12r,JISX0208 0x4D63,"12x13+0,-2",yes,no (font-v0 fallback)
438,0x03B6,950,聖,U+8056,M+ Bitmap Font mplus_j12r,JISX0208 0x403B,"12x13+0,-2",yes,no (font-v0 fallback)
439,0x03B7,951,肉,U+8089,M+ Bitmap Font mplus_j12r,JISX0208 0x4679,"12x13+0,-2",yes,no (font-v0 fallback)
440,0x03B8,952,胎,U+80CE,M+ Bitmap Font mplus_j12r,JISX0208 0x425B,"12x13+0,-2",yes,no (font-v0 fallback)
441,0x03B9,953,胡,U+80E1,M+ Bitmap Font mplus_j12r,JISX0208 0x3855,"12x13+0,-2",yes,no (font-v0 fallback)
442,0x03BA,954,腐,U+8150,M+ Bitmap Font mplus_j12r,JISX0208 0x4965,"12x13+0,-2",yes,no (font-v0 fallback)
443,0x03BB,955,臥,U+81E5,M+ Bitmap Font mplus_j12r,JISX0208 0x3269,"12x13+0,-2",yes,no (font-v0 fallback)
444,0x03BC,956,自,U+81EA,M+ Bitmap Font mplus_j12r,JISX0208 0x3C2B,"12x13+0,-2",yes,no (font-v0 fallback)
445,0x03BD,957,舎,U+820E,M+ Bitmap Font mplus_j12r,JISX0208 0x3C4B,"12x13+0,-2",yes,no (font-v0 fallback)
446,0x03BE,958,舞,U+821E,M+ Bitmap Font mplus_j12r,JISX0208 0x4971,"12x13+0,-2",yes,no (font-v0 fallback)
447,0x03BF,959,色,U+8272,M+ Bitmap Font mplus_j12r,JISX0208 0x3F27,"12x13+0,-2",yes,no (font-v0 fallback)
448,0x03C0,960,艶,U+8276,M+ Bitmap Font mplus_j12r,JISX0208 0x3170,"12x13+0,-2",yes,no (font-v0 fallback)
449,0x03C1,961,芯,U+82AF,M+ Bitmap Font mplus_j12r,JISX0208 0x3F44,"12x13+0,-2",yes,no (font-v0 fallback)
450,0x03C2,962,花,U+82B1,M+ Bitmap Font mplus_j12r,JISX0208 0x3256,"12x13+0,-2",yes,no (font-v0 fallback)
451,0x03C3,963,苦,U+82E6,M+ Bitmap Font mplus_j12r,JISX0208 0x366C,"12x13+0,-2",yes,no (font-v0 fallback)
452,0x03C4,964,草,U+8349,M+ Bitmap Font mplus_j12r,JISX0208 0x4170,"12x13+0,-2",yes,no (font-v0 fallback)
453,0x03C5,965,荼,U+837C,M+ Bitmap Font mplus_j12r,JISX0208 0x6838,"12x13+0,-2",yes,no (font-v0 fallback)
454,0x03C6,966,菊,U+83CA,M+ Bitmap Font mplus_j12r,JISX0208 0x3546,"12x13+0,-2",yes,no (font-v0 fallback)
455,0x03C7,967,華,U+83EF,M+ Bitmap Font mplus_j12r,JISX0208 0x325A,"12x13+0,-2",yes,no (font-v0 fallback)
456,0x03C8,968,落,U+843D,M+ Bitmap Font mplus_j12r,JISX0208 0x4D6E,"12x13+0,-2",yes,no (font-v0 fallback)
457,0x03C9,969,葉,U+8449,M+ Bitmap Font mplus_j12r,JISX0208 0x4D55,"12x13+0,-2",yes,no (font-v0 fallback)
458,0x03CA,970,葬,U+846C,M+ Bitmap Font mplus_j12r,JISX0208 0x4172,"12x13+0,-2",yes,no (font-v0 fallback)
459,0x03CB,971,蒼,U+84BC,M+ Bitmap Font mplus_j12r,JISX0208 0x4173,"12x13+0,-2",yes,no (font-v0 fallback)
460,0x03CC,972,蓮,U+84EE,M+ Bitmap Font mplus_j12r,JISX0208 0x4F21,"12x13+0,-2",yes,no (font-v0 fallback)
461,0x03CD,973,蔵,U+8535,M+ Bitmap Font mplus_j12r,JISX0208 0x4222,"12x13+0,-2",yes,no (font-v0 fallback)
462,0x03CE,974,薙,U+8599,M+ Bitmap Font mplus_j12r,JISX0208 0x4665,"12x13+0,-2",yes,no (font-v0 fallback)
463,0x03CF,975,薬,U+85AC,M+ Bitmap Font mplus_j12r,JISX0208 0x4C74,"12x13+0,-2",yes,no (font-v0 fallback)
464,0x03D0,976,藻,U+85FB,M+ Bitmap Font mplus_j12r,JISX0208 0x4174,"12x13+0,-2",yes,no (font-v0 fallback)
465,0x03D1,977,虚,U+865A,M+ Bitmap Font mplus_j12r,JISX0208 0x3575,"12x13+0,-2",yes,no (font-v0 fallback)
466,0x03D2,978,虞,U+865E,M+ Bitmap Font mplus_j12r,JISX0208 0x3673,"12x13+0,-2",yes,no (font-v0 fallback)
467,0x03D3,979,號,U+865F,M+ Bitmap Font mplus_j12r,JISX0208 0x694B,"12x13+0,-2",yes,no (font-v0 fallback)
468,0x03D4,980,蛛,U+86DB,M+ Bitmap Font mplus_j12r,JISX0208 0x6961,"12x13+0,-2",yes,no (font-v0 fallback)
469,0x03D5,981,蛟,U+86DF,M+ Bitmap Font mplus_j12r,JISX0208 0x6960,"12x13+0,-2",yes,no (font-v0 fallback)
470,0x03D6,982,蛾,U+86FE,M+ Bitmap Font mplus_j12r,JISX0208 0x326B,"12x13+0,-2",yes,no (font-v0 fallback)
471,0x03D7,983,蜂,U+8702,M+ Bitmap Font mplus_j12r,JISX0208 0x4B2A,"12x13+0,-2",yes,no (font-v0 fallback)
472,0x03D8,984,蜘,U+8718,M+ Bitmap Font mplus_j12r,JISX0208 0x4358,"12x13+0,-2",yes,no (font-v0 fallback)
473,0x03D9,985,蝶,U+8776,M+ Bitmap Font mplus_j12r,JISX0208 0x4433,"12x13+0,-2",yes,no (font-v0 fallback)
474,0x03DA,986,螺,U+87BA,M+ Bitmap Font mplus_j12r,JISX0208 0x4D66,"12x13+0,-2",yes,no (font-v0 fallback)
475,0x03DB,987,血,U+8840,M+ Bitmap Font mplus_j12r,JISX0208 0x376C,"12x13+0,-2",yes,no (font-v0 fallback)
476,0x03DC,988,術,U+8853,M+ Bitmap Font mplus_j12r,JISX0208 0x3D51,"12x13+0,-2",yes,no (font-v0 fallback)
477,0x03DD,989,衝,U+885D,M+ Bitmap Font mplus_j12r,JISX0208 0x3E57,"12x13+0,-2",yes,no (font-v0 fallback)
478,0x03DE,990,裁,U+88C1,M+ Bitmap Font mplus_j12r,JISX0208 0x3A5B,"12x13+0,-2",yes,no (font-v0 fallback)
479,0x03DF,991,裂,U+88C2,M+ Bitmap Font mplus_j12r,JISX0208 0x4E76,"12x13+0,-2",yes,no (font-v0 fallback)
480,0x03E0,992,装,U+88C5,M+ Bitmap Font mplus_j12r,JISX0208 0x4175,"12x13+0,-2",yes,no (font-v0 fallback)
481,0x03E1,993,裏,U+88CF,M+ Bitmap Font mplus_j12r,JISX0208 0x4E22,"12x13+0,-2",yes,no (font-v0 fallback)
482,0x03E2,994,襲,U+8972,M+ Bitmap Font mplus_j12r,JISX0208 0x3D31,"12x13+0,-2",yes,no (font-v0 fallback)
483,0x03E3,995,覇,U+8987,M+ Bitmap Font mplus_j12r,JISX0208 0x4746,"12x13+0,-2",yes,no (font-v0 fallback)
484,0x03E4,996,覚,U+899A,M+ Bitmap Font mplus_j12r,JISX0208 0x3350,"12x13+0,-2",yes,no (font-v0 fallback)
485,0x03E5,997,親,U+89AA,M+ Bitmap Font mplus_j12r,JISX0208 0x3F46,"12x13+0,-2",yes,no (font-v0 fallback)
486,0x03E6,998,角,U+89D2,M+ Bitmap Font mplus_j12r,JISX0208 0x3351,"12x13+0,-2",yes,no (font-v0 fallback)
487,0x03E7,999,觔,U+89D4,Ark Pixel Font 12px Mono zh_cn,Unicode U+89D4,"11x11+0,-2",yes,no (font-v0 fallback)
488,0x03E8,1000,言,U+8A00,M+ Bitmap Font mplus_j12r,JISX0208 0x3840,"12x13+0,-2",yes,no (font-v0 fallback)
489,0x03E9,1001,評,U+8A55,M+ Bitmap Font mplus_j12r,JISX0208 0x493E,"12x13+0,-2",yes,no (font-v0 fallback)
490,0x03EA,1002,詰,U+8A70,M+ Bitmap Font mplus_j12r,JISX0208 0x354D,"12x13+0,-2",yes,no (font-v0 fallback)
491,0x03EB,1003,誕,U+8A95,M+ Bitmap Font mplus_j12r,JISX0208 0x4342,"12x13+0,-2",yes,no (font-v0 fallback)
492,0x03EC,1004,語,U+8A9E,M+ Bitmap Font mplus_j12r,JISX0208 0x386C,"12x13+0,-2",yes,no (font-v0 fallback)
493,0x03ED,1005,謐,U+8B10,M+ Bitmap Font mplus_j12r,JISX0208 0x6B6D,"12x13+0,-2",yes,no (font-v0 fallback)
494,0x03EE,1006,護,U+8B77,M+ Bitmap Font mplus_j12r,JISX0208 0x386E,"12x13+0,-2",yes,no (font-v0 fallback)
495,0x03EF,1007,豚,U+8C5A,M+ Bitmap Font mplus_j12r,JISX0208 0x465A,"12x13+0,-2",yes,no (font-v0 fallback)
496,0x03F0,1008,象,U+8C61,M+ Bitmap Font mplus_j12r,JISX0208 0x3E5D,"12x13+0,-2",yes,no (font-v0 fallback)
497,0x03F1,1009,豪,U+8C6A,M+ Bitmap Font mplus_j12r,JISX0208 0x396B,"12x13+0,-2",yes,no (font-v0 fallback)
498,0x03F2,1010,貪,U+8CAA,M+ Bitmap Font mplus_j12r,JISX0208 0x6C45,"12x13+0,-2",yes,no (font-v0 fallback)
499,0x03F3,1011,貫,U+8CAB,M+ Bitmap Font mplus_j12r,JISX0208 0x3453,"12x13+0,-2",yes,no (font-v0 fallback)
500,0x03F4,1012,赤,U+8D64,M+ Bitmap Font mplus_j12r,JISX0208 0x4056,"12x13+0,-2",yes,no (font-v0 fallback)
501,0x03F5,1013,超,U+8D85,M+ Bitmap Font mplus_j12r,JISX0208 0x4436,"12x13+0,-2",yes,no (font-v0 fallback)
502,0x03F6,1014,足,U+8DB3,M+ Bitmap Font mplus_j12r,JISX0208 0x422D,"12x13+0,-2",yes,no (font-v0 fallback)
503,0x03F7,1015,路,U+8DEF,M+ Bitmap Font mplus_j12r,JISX0208 0x4F29,"12x13+0,-2",yes,no (font-v0 fallback)
504,0x03F8,1016,踊,U+8E0A,M+ Bitmap Font mplus_j12r,JISX0208 0x4D59,"12x13+0,-2",yes,no (font-v0 fallback)
505,0x03F9,1017,踵,U+8E35,M+ Bitmap Font mplus_j12r,JISX0208 0x6C7B,"12x13+0,-2",yes,no (font-v0 fallback)
506,0x03FA,1018,蹄,U+8E44,M+ Bitmap Font mplus_j12r,JISX0208 0x447D,"12x13+0,-2",yes,no (font-v0 fallback)
507,0x03FB,1019,蹴,U+8E74,M+ Bitmap Font mplus_j12r,JISX0208 0x3D33,"12x13+0,-2",yes,no (font-v0 fallback)
508,0x03FC,1020,身,U+8EAB,M+ Bitmap Font mplus_j12r,JISX0208 0x3F48,"12x13+0,-2",yes,no (font-v0 fallback)
509,0x03FD,1021,車,U+8ECA,M+ Bitmap Font mplus_j12r,JISX0208 0x3C56,"12x13+0,-2",yes,no (font-v0 fallback)
510,0x03FE,1022,軍,U+8ECD,M+ Bitmap Font mplus_j12r,JISX0208 0x3733,"12x13+0,-2",yes,no (font-v0 fallback)
511,0x03FF,1023,転,U+8EE2,M+ Bitmap Font mplus_j12r,JISX0208 0x453E,"12x13+0,-2",yes,no (font-v0 fallback)
512,0x0400,1024,輪,U+8F2A,M+ Bitmap Font mplus_j12r,JISX0208 0x4E58,"12x13+0,-2",yes,no (font-v0 fallback)
513,0x0401,1025,轍,U+8F4D,M+ Bitmap Font mplus_j12r,JISX0208 0x4532,"12x13+0,-2",yes,no (font-v0 fallback)
514,0x0402,1026,轟,U+8F5F,M+ Bitmap Font mplus_j12r,JISX0208 0x396C,"12x13+0,-2",yes,no (font-v0 fallback)
515,0x0403,1027,込,U+8FBC,M+ Bitmap Font mplus_j12r,JISX0208 0x397E,"12x13+0,-2",yes,no (font-v0 fallback)
516,0x0404,1028,迅,U+8FC5,M+ Bitmap Font mplus_j12r,JISX0208 0x3F57,"12x13+0,-2",yes,no (font-v0 fallback)
517,0x0405,1029,迎,U+8FCE,M+ Bitmap Font mplus_j12r,JISX0208 0x375E,"12x13+0,-2",yes,no (font-v0 fallback)
518,0x0406,1030,返,U+8FD4,M+ Bitmap Font mplus_j12r,JISX0208 0x4A56,"12x13+0,-2",yes,no (font-v0 fallback)
519,0x0407,1031,迦,U+8FE6,M+ Bitmap Font mplus_j12r,JISX0208 0x3260,"12x13+0,-2",yes,no (font-v0 fallback)
520,0x0408,1032,逃,U+9003,M+ Bitmap Font mplus_j12r,JISX0208 0x4628,"12x13+0,-2",yes,no (font-v0 fallback)
521,0x0409,1033,逆,U+9006,M+ Bitmap Font mplus_j12r,JISX0208 0x3555,"12x13+0,-2",yes,no (font-v0 fallback)
522,0x040A,1034,速,U+901F,M+ Bitmap Font mplus_j12r,JISX0208 0x422E,"12x13+0,-2",yes,no (font-v0 fallback)
523,0x040B,1035,連,U+9023,M+ Bitmap Font mplus_j12r,JISX0208 0x4F22,"12x13+0,-2",yes,no (font-v0 fallback)
524,0x040C,1036,進,U+9032,M+ Bitmap Font mplus_j12r,JISX0208 0x3F4A,"12x13+0,-2",yes,no (font-v0 fallback)
525,0x040D,1037,逸,U+9038,M+ Bitmap Font mplus_j12r,JISX0208 0x306F,"12x13+0,-2",yes,no (font-v0 fallback)
526,0x040E,1038,遁,U+9041,M+ Bitmap Font mplus_j12r,JISX0208 0x465B,"12x13+0,-2",yes,no (font-v0 fallback)
527,0x040F,1039,遍,U+904D,M+ Bitmap Font mplus_j12r,JISX0208 0x4A57,"12x13+0,-2",yes,no (font-v0 fallback)
528,0x0410,1040,道,U+9053,M+ Bitmap Font mplus_j12r,JISX0208 0x463B,"12x13+0,-2",yes,no (font-v0 fallback)
529,0x0411,1041,達,U+9054,M+ Bitmap Font mplus_j12r,JISX0208 0x4323,"12x13+0,-2",yes,no (font-v0 fallback)
530,0x0412,1042,邪,U+90AA,M+ Bitmap Font mplus_j12r,JISX0208 0x3C59,"12x13+0,-2",yes,no (font-v0 fallback)
531,0x0413,1043,都,U+90FD,M+ Bitmap Font mplus_j12r,JISX0208 0x4554,"12x13+0,-2",yes,no (font-v0 fallback)
532,0x0414,1044,酒,U+9152,M+ Bitmap Font mplus_j12r,JISX0208 0x3C72,"12x13+0,-2",yes,no (font-v0 fallback)
533,0x0415,1045,酸,U+9178,M+ Bitmap Font mplus_j12r,JISX0208 0x3B40,"12x13+0,-2",yes,no (font-v0 fallback)
534,0x0416,1046,醒,U+9192,M+ Bitmap Font mplus_j12r,JISX0208 0x4043,"12x13+0,-2",yes,no (font-v0 fallback)
535,0x0417,1047,重,U+91CD,M+ Bitmap Font mplus_j12r,JISX0208 0x3D45,"12x13+0,-2",yes,no (font-v0 fallback)
536,0x0418,1048,金,U+91D1,M+ Bitmap Font mplus_j12r,JISX0208 0x3662,"12x13+0,-2",yes,no (font-v0 fallback)
537,0x0419,1049,鉄,U+9244,M+ Bitmap Font mplus_j12r,JISX0208 0x4534,"12x13+0,-2",yes,no (font-v0 fallback)
538,0x041A,1050,鉢,U+9262,M+ Bitmap Font mplus_j12r,JISX0208 0x482D,"12x13+0,-2",yes,no (font-v0 fallback)
539,0x041B,1051,銀,U+9280,M+ Bitmap Font mplus_j12r,JISX0208 0x3664,"12x13+0,-2",yes,no (font-v0 fallback)
540,0x041C,1052,銃,U+9283,M+ Bitmap Font mplus_j12r,JISX0208 0x3D46,"12x13+0,-2",yes,no (font-v0 fallback)
541,0x041D,1053,鎧,U+93A7,M+ Bitmap Font mplus_j12r,JISX0208 0x333B,"12x13+0,-2",yes,no (font-v0 fallback)
542,0x041E,1054,鏡,U+93E1,M+ Bitmap Font mplus_j12r,JISX0208 0x3640,"12x13+0,-2",yes,no (font-v0 fallback)
543,0x041F,1055,門,U+9580,M+ Bitmap Font mplus_j12r,JISX0208 0x4C67,"12x13+0,-2",yes,no (font-v0 fallback)
544,0x0420,1056,閃,U+9583,M+ Bitmap Font mplus_j12r,JISX0208 0x412E,"12x13+0,-2",yes,no (font-v0 fallback)
545,0x0421,1057,閻,U+95BB,M+ Bitmap Font mplus_j12r,JISX0208 0x6F65,"12x13+0,-2",yes,no (font-v0 fallback)
546,0x0422,1058,闇,U+95C7,M+ Bitmap Font mplus_j12r,JISX0208 0x3047,"12x13+0,-2",yes,no (font-v0 fallback)
547,0x0423,1059,闘,U+95D8,M+ Bitmap Font mplus_j12r,JISX0208 0x462E,"12x13+0,-2",yes,no (font-v0 fallback)
548,0x0424,1060,阿,U+963F,M+ Bitmap Font mplus_j12r,JISX0208 0x3024,"12x13+0,-2",yes,no (font-v0 fallback)
549,0x0425,1061,降,U+964D,M+ Bitmap Font mplus_j12r,JISX0208 0x395F,"12x13+0,-2",yes,no (font-v0 fallback)
550,0x0426,1062,限,U+9650,M+ Bitmap Font mplus_j12r,JISX0208 0x3842,"12x13+0,-2",yes,no (font-v0 fallback)
551,0x0427,1063,陣,U+9663,M+ Bitmap Font mplus_j12r,JISX0208 0x3F58,"12x13+0,-2",yes,no (font-v0 fallback)
552,0x0428,1064,陰,U+9670,M+ Bitmap Font mplus_j12r,JISX0208 0x3122,"12x13+0,-2",yes,no (font-v0 fallback)
553,0x0429,1065,隠,U+96A0,M+ Bitmap Font mplus_j12r,JISX0208 0x3123,"12x13+0,-2",yes,no (font-v0 fallback)
554,0x042A,1066,雅,U+96C5,M+ Bitmap Font mplus_j12r,JISX0208 0x326D,"12x13+0,-2",yes,no (font-v0 fallback)
555,0x042B,1067,雨,U+96E8,M+ Bitmap Font mplus_j12r,JISX0208 0x312B,"12x13+0,-2",yes,no (font-v0 fallback)
556,0x042C,1068,雪,U+96EA,M+ Bitmap Font mplus_j12r,JISX0208 0x4063,"12x13+0,-2",yes,no (font-v0 fallback)
557,0x042D,1069,雲,U+96F2,M+ Bitmap Font mplus_j12r,JISX0208 0x3140,"12x13+0,-2",yes,no (font-v0 fallback)
558,0x042E,1070,零,U+96F6,M+ Bitmap Font mplus_j12r,JISX0208 0x4E6D,"12x13+0,-2",yes,no (font-v0 fallback)
559,0x042F,1071,雷,U+96F7,M+ Bitmap Font mplus_j12r,JISX0208 0x4D6B,"12x13+0,-2",yes,no (font-v0 fallback)
560,0x0430,1072,電,U+96FB,M+ Bitmap Font mplus_j12r,JISX0208 0x4545,"12x13+0,-2",yes,no (font-v0 fallback)
561,0x0431,1073,霊,U+970A,M+ Bitmap Font mplus_j12r,JISX0208 0x4E6E,"12x13+0,-2",yes,no (font-v0 fallback)
562,0x0432,1074,霞,U+971E,M+ Bitmap Font mplus_j12r,JISX0208 0x3262,"12x13+0,-2",yes,no (font-v0 fallback)
563,0x0433,1075,霧,U+9727,M+ Bitmap Font mplus_j12r,JISX0208 0x4C38,"12x13+0,-2",yes,no (font-v0 fallback)
564,0x0434,1076,青,U+9752,M+ Bitmap Font mplus_j12r,JISX0208 0x4044,"12x13+0,-2",yes,no (font-v0 fallback)
565,0x0435,1077,静,U+9759,M+ Bitmap Font mplus_j12r,JISX0208 0x4045,"12x13+0,-2",yes,no (font-v0 fallback)
566,0x0436,1078,面,U+9762,M+ Bitmap Font mplus_j12r,JISX0208 0x4C4C,"12x13+0,-2",yes,no (font-v0 fallback)
567,0x0437,1079,鞭,U+97AD,M+ Bitmap Font mplus_j12r,JISX0208 0x4A5C,"12x13+0,-2",yes,no (font-v0 fallback)
568,0x0438,1080,音,U+97F3,M+ Bitmap Font mplus_j12r,JISX0208 0x323B,"12x13+0,-2",yes,no (font-v0 fallback)
569,0x0439,1081,響,U+97FF,M+ Bitmap Font mplus_j12r,JISX0208 0x3641,"12x13+0,-2",yes,no (font-v0 fallback)
570,0x043A,1082,頭,U+982D,M+ Bitmap Font mplus_j12r,JISX0208 0x462C,"12x13+0,-2",yes,no (font-v0 fallback)
571,0x043B,1083,顕,U+9855,M+ Bitmap Font mplus_j12r,JISX0208 0x3832,"12x13+0,-2",yes,no (font-v0 fallback)
572,0x043C,1084,風,U+98A8,M+ Bitmap Font mplus_j12r,JISX0208 0x4977,"12x13+0,-2",yes,no (font-v0 fallback)
573,0x043D,1085,颪,U+98AA,M+ Bitmap Font mplus_j12r,JISX0208 0x7124,"12x13+0,-2",yes,no (font-v0 fallback)
574,0x043E,1086,飛,U+98DB,M+ Bitmap Font mplus_j12r,JISX0208 0x4874,"12x13+0,-2",yes,no (font-v0 fallback)
